Date,Streamflow
1/1/2018,28869.54394
1/2/2018,27156.94387
1/3/2018,34252.00128
1/4/2018,36453.91565
1/5/2018,33762.68698
1/6/2018,32050.08691
1/7/2018,31071.4583
1/8/2018,29603.51539
1/9/2018,30337.48685
1/10/2018,30582.144
1/11/2018,30337.48685
1/12/2018,34252.00128
1/13/2018,34252.00128
1/14/2018,29848.17254
1/15/2018,27890.91533
1/16/2018,25444.34381
1/17/2018,23756.20946
1/18/2018,22263.80083
1/19/2018,20820.32364
1/20/2018,20795.85792
1/21/2018,20673.52934
1/22/2018,20135.28361
1/23/2018,21872.34939
1/24/2018,20135.28361
1/25/2018,18324.82068
1/26/2018,16685.61777
1/27/2018,15584.66058
1/28/2018,20649.06363
1/29/2018,61408.94515
1/30/2018,59941.00224
1/31/2018,62387.57376
2/1/2018,66546.74534
2/2/2018,68504.00256
2/3/2018,68993.31686
2/4/2018,70950.57408
2/5/2018,77800.97434
2/6/2018,80002.8887
2/7/2018,86853.28896
2/8/2018,85874.66035
2/9/2018,82694.11738
2/10/2018,73152.48845
2/11/2018,70461.25978
2/12/2018,69237.97402
2/13/2018,68014.68826
2/14/2018,73886.4599
2/15/2018,72173.85984
2/16/2018,67280.7168
2/17/2018,56515.80211
2/18/2018,52356.63053
2/19/2018,49665.40186
2/20/2018,47463.48749
2/21/2018,45261.57312
2/22/2018,42815.0016
2/23/2018,40123.77293
2/24/2018,38166.51571
2/25/2018,36698.5728
2/26/2018,34741.31558
2/27/2018,32539.40122
2/28/2018,29358.85824
3/1/2018,27401.60102
3/2/2018,26422.97242
3/3/2018,23217.96372
3/4/2018,20820.32364
3/5/2018,18667.3407
3/6/2018,17223.8635
3/7/2018,21701.08938
3/8/2018,18300.35497
3/9/2018,16514.35776
3/10/2018,15242.14057
3/11/2018,15511.26344
3/12/2018,14336.90911
3/13/2018,12942.36334
3/14/2018,11327.62614
3/15/2018,10006.47752
3/16/2018,9248.040346
3/17/2018,8563.00032
3/18/2018,7926.891725
3/19/2018,8000.28887
3/20/2018,16685.61777
3/21/2018,20649.06363
3/22/2018,15829.31773
3/23/2018,16563.28919
3/24/2018,17419.58922
3/25/2018,17272.79493
3/26/2018,16587.75491
3/27/2018,15340.00343
3/28/2018,13064.69192
3/29/2018,11547.81757
3/30/2018,10471.32611
3/31/2018,13676.3348
4/1/2018,10202.20324
4/2/2018,8049.220301
4/3/2018,6532.345958
4/4/2018,5039.937331
4/5/2018,4134.705869
4/6/2018,3107.14583
4/7/2018,2593.365811
4/8/2018,3180.542976
4/9/2018,3351.802982
4/10/2018,53579.91629
4/11/2018,67770.0311
4/12/2018,74865.08851
4/13/2018,70216.60262
4/14/2018,59451.68794
4/15/2018,61164.288
4/16/2018,64100.17382
4/17/2018,57739.08787
4/18/2018,49420.7447
4/19/2018,41347.05869
4/20/2018,35475.28704
4/21/2018,29358.85824
4/22/2018,25444.34381
4/23/2018,22532.9237
4/24/2018,19939.55789
4/25/2018,17101.53492
4/26/2018,14777.29198
4/27/2018,12771.10333
4/28/2018,10740.44897
4/29/2018,8758.726042
4/30/2018,7290.78313
5/1/2018,5847.305933
5/2/2018,4770.814464
5/3/2018,4036.843008
5/4/2018,3400.734413
5/5/2018,2838.022963
5/6/2018,2886.954394
5/7/2018,2544.434381
5/8/2018,1859.394355
5/9/2018,1541.340058
5/10/2018,1296.682906
5/11/2018,1100.957184
5/12/2018,978.628608
5/13/2018,929.6971776
5/14/2018,2715.694387
5/15/2018,4403.828736
5/16/2018,6728.07168
5/17/2018,7046.125978
5/18/2018,24955.0295
5/19/2018,25689.00096
5/20/2018,23756.20946
5/21/2018,51867.31622
5/22/2018,71929.20269
5/23/2018,50888.68762
5/24/2018,44282.94451
5/25/2018,38900.48717
5/26/2018,34252.00128
5/27/2018,32784.05837
5/28/2018,31560.77261
5/29/2018,30092.8297
5/30/2018,52356.63053
5/31/2018,86853.28896
6/1/2018,100309.4323
6/2/2018,109606.4041
6/3/2018,157069.8916
6/4/2018,167834.8063
6/5/2018,151932.0914
6/6/2018,144347.7197
6/7/2018,138475.948
6/8/2018,129178.9763
6/9/2018,120126.6616
6/10/2018,110585.0327
6/11/2018,99575.46086
6/12/2018,85874.66035
6/13/2018,75354.40282
6/14/2018,73397.1456
6/15/2018,74131.11706
6/16/2018,68504.00256
6/17/2018,53579.91629
6/18/2018,43059.65875
6/19/2018,34496.65843
6/20/2018,41347.05869
6/21/2018,107159.8326
6/22/2018,145815.6626
6/23/2018,115233.5186
6/24/2018,95171.63213
6/25/2018,81226.17446
6/26/2018,66546.74534
6/27/2018,53090.60198
6/28/2018,76088.37427
6/29/2018,93948.34637
6/30/2018,125019.8047
7/1/2018,137008.0051
7/2/2018,138720.6052
7/3/2018,134561.4336
7/4/2018,126977.0619
7/5/2018,123307.2046
7/6/2018,151442.7771
7/7/2018,206979.9506
7/8/2018,191811.2072
7/9/2018,205022.6934
7/10/2018,206979.9506
7/11/2018,199640.236
7/12/2018,194257.7787
7/13/2018,197438.3217
7/14/2018,209181.865
7/15/2018,244412.4948
7/16/2018,276462.5818
7/17/2018,266676.2957
7/18/2018,259336.5811
7/19/2018,266676.2957
7/20/2018,266676.2957
7/21/2018,271569.4387
7/22/2018,281355.7248
7/23/2018,560264.8781
7/24/2018,687486.5971
7/25/2018,682593.4541
7/26/2018,839174.0314
7/27/2018,1071598.326
7/28/2018,1137655.757
7/29/2018,1233072.046
7/30/2018,1340721.193
7/31/2018,1487515.484
8/1/2018,1399438.909
8/2/2018,1250198.047
8/3/2018,1455710.054
8/4/2018,1805569.782
8/5/2018,1891199.785
8/6/2018,1898539.5
8/7/2018,1834928.64
8/8/2018,1678348.063
8/9/2018,1428797.768
8/10/2018,1242858.332
8/11/2018,1081384.612
8/12/2018,910124.6054
8/13/2018,812261.7446
8/14/2018,751097.4566
