raw_vendor_name
14TH PLACE LLC
1607 W. HOWARD LLC
30 NORTH LASALLE LP
33 NORTH LASALLE PARTNERS LP
4150 PARTNERSHIP
4600 BUILDING CORP
51ST STREET BUSINESS ASSOCIATI
69 W. WASHINGTON MANAGEMENT. CO. LLC
8700 BUILDING LLC
95TH ST. BEVERLY HILLS BUSINESS ASSOCIATION
"A & D PROPERTY SERVICES, INC."
"A KNOCK AT MIDNIGHT, NFP"
A LITTLE BIT OF HEAVEN
"A MOON JUMP 4U, INC."
A SAFE HAVEN FOUNDATION
"A. EPSTEIN & SONS INTERNATIONAL, INC"
"AAC DESIGNERS BUILDERS, INC."
ABOVE & BEYOND FAMILY RECOVERY CENTER
Above and Beyond Family Recovery Center
ACCESS COMMUNITY HEALTH NETWORK|CLEANED-UP
"ACCURATE GROUP, INC."
"ACS, INC"
ACURA INC
"ADA S. MC KINLEY COMMUNITY SERVICES, INC."
"ADVANCED SUPPLY COMPANY, INC."
ADVANTAGE CHEVROLET
AECOM TECHNICAL SERVICES 01
"AFTER-SCHOOL MATTERS, INC.|CLEANED-UP"
AGELESS EYE CARE PC
AGUIRRE BUILDING MAINTENANCE
AIDS FOUNDATION OF CHICAGO|CLEANED-UP
AIDS HEALTHCARE FOUNDATION
ALASKO COMPANY
ALCO CONSTRUCTION COMPANY INC
ALEXANDER CHEMICAL CORP
"ALEXIAN BROTHERS BONAVENTURE HOUSE, INC."
"ALIVIO MEDICAL CENTER,INC"
"ALKO AUTOMOTIVE, INC."
ALL CHICAGO MAKING HOMELESSNESS HISTORY
"ALLIANCE REHAB, INC."
"ALPHA SPECIALTY SUPPLY, INC."
ALTERNATIVE SCHOOLS NETWORK
ALTERNATIVES INC.
"ANCHOR MECHANICAL, INC"
ANDERSONVILLE CHAMBER OF COMMERCE
ANN & ROBERT H. LURIE CHILDREN'S HOSPITAL OF CHICAGO
Another Chance Church
ANTHONY J. PAULETTO &
"APEX DIRECT, INC."
"APNA GHAR, INC."
APPLIED REAL ESTATE ANALYSIS INC
ARCHER AVENUE LLC
ARISE CHICAGO
ARROW LUMBER CO.
ASCEND JUSTICE
"ASI, INC."
ASIAN HMN.SERVICE FAM. HLTH CENTER
"ASIAN HUMAN SERVICES, INC."
"ASPIRA, INC. OF ILLINOIS"
"B & W TRUCK REPAIR, INC"
BACK OF THE YARDS NEIGHBORHOOD COUNCIL
"BANK OF AMERICA, N.A."
BECHSTEIN CONSTRUCTION CORP
"BECKIT, INC"
BELMONT-CENTRAL CHAMBER OF COMMERCE
BERNADETTE MOORE
BEVERLY AREA PLANNING ASSOCIATION
BEYOND LEGAL AID
BEYOND THE BALL NFP
"BIG 'O' MOVERS & STORAGE, INC"
"BIG TOP PRODUCTIONS, INC."
BIGANE PAVING COMPANY
BLACKMAN KALLICK BARTELSTEIN
BLUE CROSS & BLUE SHIELD
"BOARD OF TRUSTEES OF COMMUNITY COLLEGE DISTRICT #508, COUNTY OF COOK & STATE OF ILLINOIS"
BOARD OF TRUSTEES OF THE UNIVERSITY. OF ILLINOIS
BOYS & GIRLS CLUBS OF CHICAGO
BRADFORD SYSTEMS CORPORATION
BREN PRODUCTS COMPANY
"BRICKMA GROUP, LIMITED"
Bright Star Community Development Corporation NFP
BROADER.URBAN.INVESTMENT.L.D. INC
BROADWAY ELECTRIC INC
BROOKS ELECTRICAL SUPPLY CO
BROWN INC. MICHIGAN CITY (EFT)
"BRUNT BROTHERS TRANSFERS, INC."
BUILDERS CHICAGO CORPORATION
BURNS & MCDONNELL ENGINEERING CO. INC.
C & L ELECTRICAL SUPPLY CO
C S X TRANSPORTATION
C2-Two North Lasalle LLC
CA WHITAKER & COMPANY LLC
CABRINI GREEN LEGAL AID CLINIC
CALUMET AREA INDUSTRIAL COMMISSIONS
CAPITOL CEMENT CO INC 01
CAR WASH PARTNERS INC.
CAROLE ROBERTSON CENTER FOR LEARNING
"Carolina Therapeutic Services, Inc."
CARTER WARE GROUP
CASA CENTRAL SOCIAL SERVICES CORPORATION
CASEY EQUIPMENT CO INC
CATHOLIC BISHOP OF CHICAGO - HOLY CROSS IMMACULATE HEART OF MARY
CATHOLIC BISHOP OF CHICAGO - ST. SABINA CHURCH
CATHOLIC CHARITIES OF THE ARCHDIOCESE OF CHICAGO
CENTER FOR CHANGING LIVES
CENTER FOR DISABILITY & ELDER LAW INC
CENTER FOR NEIGHBORHOOD TECHNOLOGY
CENTERS FOR NEW HORIZONS 01
"CENTRAL LAWN SPRINKLERS, INC."
CENTRAL STATES MANUFACTURING & SALES CORP
"CENTRAL STATES SER, JOBS FOR PROGRESS, INC."
CERTIFIED PAINTING CO. INC.
"C'EST SI BON, LIMITED"
CHAMPS Male Mentoring Program-Chirise
CHICAGO ALLIANCE AGAINST SEXUAL EXPLOITATION
"CHICAGO AUSTIN YOUTH TRAVEL ADVENTURES, INC."
CHICAGO CHILDREN'S ADVOCACY CENTER
CHICAGO COMMONS ASSOCIATION 02
CHICAGO COMMUNITY FOUNDATI
CHICAGO COMMUNITY FOUNDATION
CHICAGO COOK WORKFORCE PARTNERSHIP
CHICAGO EQUIPMENT VENTURES
"CHICAGO FAMILY HEALTH CENTER, INC."
CHICAGO HOUSE & SOCIAL SERVICE AGENCY
CHICAGO LIGHTHOUSE FOR PEOPLE WHO ARE BLIND OR VISUALLY IMPAIRED
CHICAGO RECOVERY ALLIANCE
"CHICAGO SURVIVORS, INC"
CHICAGO TRANSITY AUTHORITY.
"CHICAGO UNITED INDUSTRIES, LIMITED"
CHICAGO URBAN LEAGUE DEV CORP
"CHICAGO YOUTH PROGRAMS, INC|CLEANED-UP"
"CHINESE AMERICAN SERVICE LEAGUE, INC."
CHINESE CONSOLIDATED BENEVOLENT ASSOCIATION OF CHICAGO
CHRISOULA KOZONIS & KATHY ROMAS
CHRISTIAN COMMUNITY HEALTH CENTER
"CHRISTOFANO EQUIPMENT CO., INC."
CHRISTOPHER BURKE
CHRISTY WEBBER LANDSCAPES
"CIBER, INC."
CIRC ESTEEM INC
CITIZENS UTILITY BOARD (CUB)
CITY TREASURER 06
CITY UTILITY EQUIPMENT SALES & LEASING COMPANY
CIVILTECH ENGINEERING INC
CJF1 LLC JP MORGAN CHASE BANK
CLARETIAN ASSOCIATES|CLEANED-UP
CLARKE ENVIRONMENTAL
"CLOACINA CONTRACTORS, INC."
COALITION OF LIMITED ENGLISH SPEAKING ELDERLY
CODE GROUP
COLLINS ENGINEERS INC
"COMAR INDUSTRIES, INC."
COMMON GROUND ALLIANCE (CGA)
COMMONWEALTH. EDISON CO.
COMMUNITY ASSISTANCE PROGRAMS
COMMUNITY COUNSELING CENTERS OF CHICAGO
COMMUNITY DEVELOPMENT EXPERTS
COMMUNITY INVESTMENT CORP
COMMUNITY. EMERGENCY SHELTER ORGANI
COMMUNITY. SUPPORTIVE LIVING SYSTEMS SYSTEMS INC.
COMPBENEFITS CORPORATION
CONNECTIONS FOR ABUSED WOMEN & THEIR CHILDREN
"CONSERVATION OF SCULPTURE & OBJECTS STUDIO, INC."
COOK COUNTY CONTROLLER
CORE MECHANICAL INC
CORNERSTONE COMMUNITY OUTREACH
CORPORATE CLEANING SERVICES INC
