#Info	Device Log	from Device	manufactured by	PyroScience GmbH
#Link	https://pyroscience.com
#Log Name	21270013
#Comment	OXCAPAF
#Device Name	AquapHOx-L-O2
#DeviceID	12
#UniqueID	24EB9B04575BA553
#Serial number	21270013
#Firmware	410
#Build	6
#Number of Channels	1
#Available Sensors	35
#Supported Analytes	3
#Channel	1
#
#settings	temp (0.001 °C)	pressure (0.001 mbar)	salinity (0.001 g/L)	duration (1=1ms, 8=128ms)	intensity (0=10%, 7=100%)	amp (3=40x, 4=80x, 5=200x, 6=400x)	frequency (Hz)	crcEnable	writeLock	options (bit0=autoFlashDur., bit1=autoAmpl., bit2=1000xOxygen)	broadcast	analyte (0=none, 1=O2, 2=T, 3=pH, 4=CO2)	fiberType (0=230um, 1=430um, 2=1mm)	dual frequency (Hz)
#0	-300000	1013000	27250	5	2	6	4000	0	0	3	3080192	1	2	100	0	0	0	0	0	0
#calibration	dphi0 (0.001 °)	dphi100 (0.001 °)	temp0 (0.001 °C)	temp100 (0.001 °C)	pressure (0.001 mbar)	humidity (0.001 %RH)	f (0.001)	m (0.001)	calFreq (Hz)	tt (10e-5/K)	kt (10e-5/K)	bkgdAmp (0.001 mV)	bkgdDphi (0.001 °)	useKsv	ksv (10e-6/mbar)	ft (10e-6 / K)	mt (10e-6/K)	tempOffset (0.001 °C)	percentO2 (0.001 %O2)
#1	53533	21984	20418	18210	1013000	100000	804	122	4000	-56	969	118	0	0	0	0	-303	0	20950	0	0	0	0	0	0	0	0	0	0	0
#analogOutput	aoSelectA	aoSelectB	aoSelectC	aoSelectD	aoMinA	aoMinB	aoMinC	aoMinD	aoMaxA	aoMaxB	aoMaxC	aoMaxD
#4	259	261	265	266	0	0	0	0	250000	50000	2500000	250000
#temperatureSettings	sensorType	enableAverage	resistorRef (0.001 Ohm)	a (E-10/K)	b (E-11/K)	c (E-13/K)	tempOffset (0.001 °C)	gain
#20	110100	1	56000000	10194608	24977213	322858	0	1
#settingsStatus	sensorCodeType	sensorCodeLED	sensorCodePD	sensorCodeMiddleBlock	sensorCodeLastBlock	sensorSerialNumber	backgroundCompensation	fiberLength	medium	unitsGas	unitsWater	activeSensors	sensorName0	sensorName1	sensorName2	sampleInterval	uidTemperature0	uidTemperature1	uidPressure0	uidPressure1	uidSalinity0	uidSalinity1	measValidityTime
#30	1392508928	2	6	519	195	241450558	0	0	1	0	3	0	0	0	0	30000	0	0	0	0	0	0	0	0	0
#calibrationStatus	lastCal1	lastCal2	lastCal3
#31	671240704	664240704	60000101	0	0	0	0	0
#loggingStatus	filename0	filename1	filename2	mode	interval	duration	active
#32	926036274	858861616	0	1	4	18	0	0	0	0	0	0	0	0	0	0
#deviceStatus	deviceName0	deviceName1	deviceName2	deviceName3	deviceName4	deviceName5	uidLastConfig0	uidLastConfig1	settingsMode	dimPortLed	slaveAddress
#34	1097954657	1883787128	759967055	838860800	0	0	471265616	723084031	0	1000	1	0	0	0	0	0
#nonOpticalSensorsStatus	sampleIntervalSampleTemp	meaValTimeSampleTemp	sampleIntervalCaseTemp	meaValTimeCaseTemp	sampleIntervalPressure	meaValTimePressure	sampleIntervalHumidity	meaValTimeHumidity
#35	30000	90	0	900	0	900	0	900	0	0	0	0	0	0	0	0
#referenceSettings	referenceMode (0=standard, 1=averaging, 2=smart averaging)	refDurationAveragingMode (ms)	refDurationStandardMode (ms)	timeLimitSmartAveragingMode (s)
#41	2	20	50	10	0	0
#
DateTime (YYYY-MM-DD hh:mm:ss)	Fraction of Second (ms)	Comment	status	dphi (0.001 °)	umolar (0.001 umol/L)	mbar (0.001 mbar)	airSat (0.001 %air sat)	tempSample (0.001 °C)	tempCase (0.001 °C)	signalIntensity (0.001 mV)	ambientLight (0.001 mV)	pressure (0.001 mbar)	humidity (0.001 %RH)	resistorTemp (0.001 Ohm or 0.001 mV)	percentO2 (0.001 %O2)	tempOptical (0.001 °C)	pH (0.001 pH)	ldev (0.001 nm)	-	-
2024-07-04 12:39:14			0	21829	240220	206623	99678	20114	20630	1904593	2210	1055900	40673	12848237	20397	0	0	0	0	0
2024-07-04 12:39:44			0	21838	240125	206491	99612	20100	20750	1905873	2003	1056388	40651	12856402	20384	0	0	0	0	0
2024-07-04 12:40:14			0	21848	239957	206325	99531	20094	20870	1905781	1973	1056567	40509	12859780	20367	0	0	0	0	0
2024-07-04 12:40:44			0	21861	239955	206178	99454	20053	20980	1905561	2013	1056791	40368	12883766	20353	0	0	0	0	0
2024-07-04 12:41:14			0	21897	239452	205614	99177	20016	21060	1907393	2307	1056889	40223	12905031	20297	0	0	0	0	0
2024-07-04 12:41:44			0	21927	239729	205364	99037	19879	21150	1909849	2262	1057087	40121	12985243	20272	0	0	0	0	0
2024-07-04 12:42:14			0	21941	240023	205300	98993	19790	21200	1910533	2051	1057131	40040	13037207	20266	0	0	0	0	0
2024-07-04 12:42:44			0	21943	239870	205229	98961	19807	21260	1909973	2439	1057285	39968	13027270	20259	0	0	0	0	0
2024-07-04 12:43:14			0	21972	239087	204659	98690	19835	21300	1912353	2452	1057339	39928	13011045	20203	0	0	0	0	0
2024-07-04 12:43:44			0	21954	239361	204946	98831	19850	21340	1908525	2264	1057374	39888	13002206	20231	0	0	0	0	0
2024-07-04 12:44:14			0	21956	239110	204845	98786	19882	21360	1907629	2308	1057501	39846	12983211	20221	0	0	0	0	0
2024-07-04 12:44:44			0	21946	239113	204958	98845	19913	21420	1906921	2351	1057636	39831	12965106	20232	0	0	0	0	0
2024-07-04 12:45:14			0	21953	238923	204820	98780	19920	21460	1906653	2396	1057699	39801	12961281	20219	0	0	0	0	0
2024-07-04 12:45:44			0	21953	239060	204863	98798	19899	21500	1906089	2109	1057762	39793	12973698	20223	0	0	0	0	0
2024-07-04 12:46:14			0	21959	239068	204798	98763	19879	21530	1905169	2040	1057843	39774	12985404	20217	0	0	0	0	0
2024-07-04 12:46:44			0	21958	238794	204723	98734	19924	21560	1905165	2149	1057924	39765	12958737	20209	0	0	0	0	0
2024-07-04 12:47:14			0	21953	238773	204772	98760	19943	21580	1904973	2269	1057987	39747	12947699	20214	0	0	0	0	0
2024-07-04 12:47:44			0	21952	238683	204755	98754	19960	21620	1903945	2225	1057977	39739	12937665	20212	0	0	0	0	0
2024-07-04 12:48:14			0	21970	238625	204536	98642	19912	21630	1904109	2275	1058077	39740	12965977	20191	0	0	0	0	0
2024-07-04 12:48:44			0	21980	238472	204376	98563	19904	21650	1904585	2240	1058122	39719	12970583	20175	0	0	0	0	0
2024-07-04 12:49:14			0	21978	238545	204422	98585	19899	21660	1904305	2664	1058113	39710	12973598	20179	0	0	0	0	0
2024-07-04 12:49:44			0	21981	238327	204319	98539	19923	21680	1904377	2146	1058148	39723	12959649	20169	0	0	0	0	0
2024-07-04 12:50:14			0	21993	238505	204242	98492	19858	21700	1903925	2382	1058266	39725	12997353	20162	0	0	0	0	0
2024-07-04 12:50:44			0	21990	238462	204262	98504	19874	21720	1904537	2151	1058348	39714	12987994	20164	0	0	0	0	0
2024-07-04 12:51:14			0	22008	238059	203935	98347	19879	21750	1906309	2238	1058457	39761	12985103	20131	0	0	0	0	0
2024-07-04 12:51:44			0	22028	237513	203540	98160	19900	21770	1905905	2209	1058602	39763	12972967	20092	0	0	0	0	0
2024-07-04 12:52:14			0	22030	237303	203452	98121	19926	21800	1905805	2588	1058711	39788	12957716	20084	0	0	0	0	0
2024-07-04 12:52:44			0	22047	236768	203095	97953	19955	21830	1906342	2338	1058838	39790	12940646	20048	0	0	0	0	0
2024-07-04 12:53:14			0	22183	233426	200547	96737	20047	21850	1922870	2103	1058965	39781	12887501	19797	0	0	0	0	0
2024-07-04 12:53:44			0	22122	234379	201515	97210	20090	21880	1914890	1979	1059128	39785	12862236	19892	0	0	0	0	0
2024-07-04 12:54:14			0	22020	236743	203386	98106	20044	21910	1904809	2091	1059291	39797	12888949	20077	0	0	0	0	0
2024-07-04 12:54:44			0	22008	237656	203808	98295	19941	21950	1902053	2429	1059464	39824	12948760	20119	0	0	0	0	0
2024-07-04 12:55:14			0	22030	237135	203399	98099	19952	21980	1904057	2127	1059581	39847	12942382	20078	0	0	0	0	0
2024-07-04 12:55:44			0	22026	237405	203528	98157	19923	22020	1904065	2555	1059781	39861	12959578	20091	0	0	0	0	0
2024-07-04 12:56:14			0	22021	237812	203712	98239	19876	22060	1902133	2290	1059881	39843	12986702	20109	0	0	0	0	0
2024-07-04 12:56:44			0	22013	237866	203818	98293	19893	22090	1901441	2445	1060044	39825	12977199	20120	0	0	0	0	0
2024-07-04 12:57:14			0	22013	237788	203793	98283	19905	22110	1900073	2471	1060080	39815	12969789	20117	0	0	0	0	0
2024-07-04 12:57:44			0	22030	237661	203565	98167	19871	22150	1902493	2599	1060115	39796	12989519	20095	0	0	0	0	0
2024-07-04 12:58:14			0	22039	237750	203493	98127	19829	22160	1903305	2331	1060216	39776	13014236	20088	0	0	0	0	0
2024-07-04 12:58:44			0	22054	238108	203439	98086	19727	22170	1904197	2347	1060160	39766	13074578	20082	0	0	0	0	0
2024-07-04 12:59:14			0	22081	237711	203016	97879	19703	22190	1906485	2030	1060251	39747	13088433	20041	0	0	0	0	0
2024-07-04 12:59:44			0	22067	237717	203172	97961	19746	22210	1905093	2121	1060260	39737	13063049	20056	0	0	0	0	0
2024-07-04 13:00:14			0	22069	237866	203197	97968	19717	22230	1904881	1744	1060287	39750	13080583	20058	0	0	0	0	0
2024-07-04 13:00:44			0	22055	237754	203317	98035	19778	22240	1903629	2295	1060368	39740	13044554	20070	0	0	0	0	0
2024-07-04 13:01:14			0	22070	237604	203103	97928	19754	22250	1903965	2282	1060432	39741	13058339	20049	0	0	0	0	0
2024-07-04 13:01:44			0	22080	237889	203082	97908	19679	22260	1905077	2612	1060395	39742	13102686	20047	0	0	0	0	0
2024-07-04 13:02:14			0	22107	237885	202782	97751	19595	22270	1907261	2157	1060368	39743	13152744	20018	0	0	0	0	0
2024-07-04 13:02:44			0	22109	238008	202799	97756	19570	22290	1907778	2340	1060540	39744	13167187	20019	0	0	0	0	0
2024-07-04 13:03:14			0	22100	237767	202823	97776	19635	22300	1905881	2234	1060549	39745	13129002	20022	0	0	0	0	0
2024-07-04 13:03:44			0	22087	237981	203033	97879	19643	22310	1903697	2138	1060631	39757	13123868	20042	0	0	0	0	0
2024-07-04 13:04:14			0	22094	237890	202927	97827	19635	22320	1905502	2227	1060640	39747	13129012	20032	0	0	0	0	0
2024-07-04 13:04:44			0	22104	237829	202798	97761	19613	22330	1904062	2428	1060658	39780	13142086	20019	0	0	0	0	0
2024-07-04 13:05:14			0	22115	238010	202733	97721	19551	22350	1906430	2097	1060776	39792	13178876	20013	0	0	0	0	0
2024-07-04 13:05:44			0	22121	237913	202636	97674	19547	22350	1904978	2047	1060840	39783	13180822	20003	0	0	0	0	0
2024-07-04 13:06:14			0	22124	237911	202602	97657	19538	22360	1906605	2133	1060831	39773	13186630	20000	0	0	0	0	0
2024-07-04 13:06:44			0	22116	237865	202677	97697	19570	22380	1905410	2450	1060839	39752	13167243	20007	0	0	0	0	0
2024-07-04 13:07:14			0	22098	237808	202858	97793	19635	22380	1904046	2452	1060894	39774	13128768	20025	0	0	0	0	0
2024-07-04 13:07:44			0	22094	237909	202934	97829	19632	22400	1902009	2295	1060866	39786	13130614	20032	0	0	0	0	0
2024-07-04 13:08:14			0	22085	238022	203068	97896	19643	22420	1901953	2227	1060893	39777	13124295	20046	0	0	0	0	0
2024-07-04 13:08:44			0	22075	238213	203239	97978	19645	22420	1901001	2494	1060957	39767	13123157	20063	0	0	0	0	0
2024-07-04 13:09:14			0	22070	237871	203187	97963	19713	22430	1899561	2203	1060948	39746	13082726	20058	0	0	0	0	0
2024-07-04 13:09:44			0	22055	237748	203315	98034	19779	22440	1898341	2260	1060957	39768	13043566	20070	0	0	0	0	0
2024-07-04 13:10:14			0	22052	237464	203259	98014	19832	22430	1897881	2136	1060920	39756	13012514	20065	0	0	0	0	0
2024-07-04 13:10:44			0	22061	237248	203091	97934	19837	22440	1898501	2270	1060957	39746	13009436	20048	0	0	0	0	0
2024-07-04 13:11:14			0	22065	237595	203156	97956	19771	22440	1899501	2400	1060929	39735	13048583	20054	0	0	0	0	0
2024-07-04 13:11:44			0	22061	237782	203259	98004	19755	22440	1897670	2099	1060911	39747	13058115	20065	0	0	0	0	0
2024-07-04 13:12:14			0	22050	237837	203398	98074	19781	22440	1897122	2365	1060883	39725	13042815	20078	0	0	0	0	0
2024-07-04 13:12:44			0	22044	237804	203454	98105	19805	22450	1895514	2412	1060892	39747	13028218	20084	0	0	0	0	0
2024-07-04 13:13:14			0	22045	238057	203523	98132	19763	22440	1897309	2157	1060883	39747	13053486	20091	0	0	0	0	0
2024-07-04 13:13:44			0	22052	238044	203441	98090	19743	22450	1897677	2398	1060920	39736	13064865	20083	0	0	0	0	0
2024-07-04 13:14:14			0	22042	237988	203534	98140	19783	22440	1896493	2347	1060829	39747	13041203	20092	0	0	0	0	0
2024-07-04 13:14:44			0	22039	238311	203669	98200	19743	22450	1896481	2446	1060920	39736	13064958	20105	0	0	0	0	0
2024-07-04 13:15:14			0	22061	238147	203374	98051	19699	22440	1897925	1989	1060829	39747	13090910	20076	0	0	0	0	0
2024-07-04 13:15:44			0	22059	238090	203378	98055	19714	22450	1897061	2173	1060920	39747	13082348	20076	0	0	0	0	0
2024-07-04 13:16:14			0	22047	237925	203459	98103	19777	22440	1896357	2278	1060883	39747	13045098	20084	0	0	0	0	0
2024-07-04 13:16:44			0	22026	238042	203729	98240	19825	22440	1895569	2324	1060746	39747	13016606	20111	0	0	0	0	0
2024-07-04 13:17:14			0	22030	237928	203649	98202	19830	22430	1894453	2164	1060783	39746	13014046	20103	0	0	0	0	0
2024-07-04 13:17:44			0	22028	237988	203690	98222	19827	22440	1895145	2424	1060801	39757	13015621	20107	0	0	0	0	0
2024-07-04 13:18:14			0	22026	238297	203809	98273	19786	22430	1895561	1932	1060728	39756	13039687	20119	0	0	0	0	0
2024-07-04 13:18:44			0	22037	238280	203682	98207	19754	22430	1896081	1956	1060756	39746	13058276	20106	0	0	0	0	0
2024-07-04 13:19:14			0	22028	238145	203739	98242	19803	22430	1894849	2025	1060728	39756	13029854	20112	0	0	0	0	0
2024-07-04 13:19:44			0	22033	237619	203518	98145	19868	22420	1894858	2056	1060738	39767	12991475	20090	0	0	0	0	0
2024-07-04 13:20:14			0	22024	237810	203678	98222	19867	22420	1894565	2249	1060711	39756	12991962	20106	0	0	0	0	0
2024-07-04 13:20:44			0	22015	237909	203809	98287	19880	22410	1894785	2286	1060665	39765	12984796	20119	0	0	0	0	0
2024-07-04 13:21:14			0	22006	238231	204011	98381	19859	22420	1893477	1948	1060656	39767	12997113	20139	0	0	0	0	0
2024-07-04 13:21:44			0	22039	238082	203597	98170	19778	22400	1895629	2006	1060592	39775	13044671	20098	0	0	0	0	0
2024-07-04 13:22:14			0	22027	238302	203800	98268	19782	22390	1895369	2112	1060666	39775	13041947	20118	0	0	0	0	0
2024-07-04 13:22:44			0	22026	237971	203707	98231	19836	22400	1895885	2175	1060656	39765	13010027	20109	0	0	0	0	0
2024-07-04 13:23:14			0	22011	237959	203870	98316	19885	22390	1894581	2262	1060574	39763	12981335	20125	0	0	0	0	0
2024-07-04 13:23:44			0	22010	237752	203815	98295	19920	22390	1894353	2130	1060574	39774	12961454	20120	0	0	0	0	0
2024-07-04 13:24:14			0	22017	237433	203637	98213	19947	22390	1893969	2273	1060602	39774	12945349	20102	0	0	0	0	0
2024-07-04 13:24:44			0	22012	237776	203801	98287	19910	22380	1894653	1940	1060556	39774	12966798	20118	0	0	0	0	0
2024-07-04 13:25:14			0	22021	237825	203716	98241	19874	22370	1894533	2239	1060484	39773	12987793	20110	0	0	0	0	0
2024-07-04 13:25:44			0	22012	238075	203895	98326	19864	22370	1893541	2182	1060520	39785	12993958	20127	0	0	0	0	0
2024-07-04 13:26:14			0	22006	238029	203947	98355	19890	22380	1894905	2018	1060447	39774	12978467	20133	0	0	0	0	0
2024-07-04 13:26:44			0	22020	237430	203603	98195	19938	22360	1895177	1983	1060475	39794	12950940	20099	0	0	0	0	0
2024-07-04 13:27:14			0	22027	237676	203603	98187	19878	22370	1895873	2473	1060383	39785	12985460	20099	0	0	0	0	0
2024-07-04 13:27:44			0	22026	237853	203670	98216	19854	22360	1895741	2386	1060411	39772	12999629	20105	0	0	0	0	0
2024-07-04 13:28:14			0	22036	237349	203400	98092	19900	22350	1896457	2014	1060402	39793	12972620	20079	0	0	0	0	0
2024-07-04 13:28:44			0	22032	237353	203446	98116	19912	22350	1896697	2114	1060338	39771	12966067	20083	0	0	0	0	0
2024-07-04 13:29:14			0	22036	237603	203480	98125	19861	22350	1897137	2183	1060393	39782	12995487	20086	0	0	0	0	0
2024-07-04 13:29:44			0	22034	237559	203488	98131	19874	22340	1896489	2625	1060320	39781	12988147	20087	0	0	0	0	0
2024-07-04 13:30:14			0	22022	237792	203695	98231	19876	22330	1895317	2396	1060256	39781	12986669	20108	0	0	0	0	0
2024-07-04 13:30:44			0	22039	237730	203487	98124	19832	22320	1896405	2252	1060257	39791	13012440	20087	0	0	0	0	0
2024-07-04 13:31:14			0	22035	237571	203481	98127	19869	22320	1896213	2290	1060238	39791	12990948	20087	0	0	0	0	0
2024-07-04 13:31:44			0	22025	237548	203585	98182	19904	22320	1896485	2422	1060202	39791	12970573	20097	0	0	0	0	0
2024-07-04 13:32:14			0	22023	237661	203642	98208	19893	22310	1895137	2312	1060221	39779	12976902	20102	0	0	0	0	0
2024-07-04 13:32:44			0	22032	237587	203519	98146	19876	22310	1896857	2002	1060212	39779	12986849	20090	0	0	0	0	0
2024-07-04 13:33:14			0	22031	237523	203510	98144	19889	22310	1895673	2494	1060157	39779	12979335	20089	0	0	0	0	0
2024-07-04 13:33:44			0	22030	237550	203530	98153	19888	22300	1896885	2107	1060111	39789	12979946	20091	0	0	0	0	0
2024-07-04 13:34:14			0	22016	237798	203763	98267	19894	22290	1896529	2194	1060130	39788	12976301	20114	0	0	0	0	0
2024-07-04 13:34:44			0	22023	237459	203579	98182	19924	22290	1896369	2391	1060093	39777	12958881	20096	0	0	0	0	0
2024-07-04 13:35:14			0	22018	237334	203595	98195	19959	22280	1895977	2196	1060057	39787	12938620	20098	0	0	0	0	0
2024-07-04 13:35:44			0	22023	237226	203505	98152	19960	22270	1896201	2325	1060030	39775	12938013	20089	0	0	0	0	0
2024-07-04 13:36:14			0	22019	237502	203637	98211	19930	22270	1895469	2165	1060039	39786	12955550	20102	0	0	0	0	0
2024-07-04 13:36:44			0	22019	237379	203598	98195	19949	22270	1895801	1974	1060030	39797	12944318	20098	0	0	0	0	0
2024-07-04 13:37:14			0	22026	237080	203426	98115	19973	22250	1897137	1906	1059994	39773	12930372	20081	0	0	0	0	0
2024-07-04 13:37:44			0	22038	236868	203226	98018	19968	22260	1897417	2292	1059957	39796	12933103	20061	0	0	0	0	0
2024-07-04 13:38:14			0	22039	237256	203337	98063	19905	22250	1898705	1976	1059976	39795	12969662	20072	0	0	0	0	0
2024-07-04 13:38:44			0	22047	237241	203244	98015	19882	22250	1898429	1983	1059921	39795	12983180	20063	0	0	0	0	0
2024-07-04 13:39:14			0	22040	237391	203369	98074	19881	22230	1898165	2343	1059885	39804	12983715	20075	0	0	0	0	0
2024-07-04 13:39:44			0	22030	237453	203499	98140	19903	22240	1898445	2227	1059867	39793	12971134	20088	0	0	0	0	0
2024-07-04 13:40:14			0	22038	237094	203298	98048	19933	22230	1899278	2386	1059849	39783	12953387	20068	0	0	0	0	0
2024-07-04 13:40:44			0	22028	237442	203518	98151	19911	22230	1898085	2320	1059821	39804	12966635	20090	0	0	0	0	0
2024-07-04 13:41:14			0	22040	237553	203420	98096	19856	22230	1897817	2350	1059858	39804	12998748	20080	0	0	0	0	0
2024-07-04 13:41:44			0	22034	237715	203537	98151	19850	22210	1898297	2512	1059794	39802	13002106	20092	0	0	0	0	0
2024-07-04 13:42:14			0	22042	237428	203358	98068	19869	22220	1899225	2006	1059831	39781	12991061	20074	0	0	0	0	0
2024-07-04 13:42:44			0	22029	237538	203537	98157	19893	22200	1897721	2495	1059749	39791	12976725	20092	0	0	0	0	0
2024-07-04 13:43:14			0	22029	237408	203496	98140	19913	22190	1898145	2291	1059676	39791	12965523	20088	0	0	0	0	0
2024-07-04 13:43:44			0	22034	237169	203366	98080	19934	22190	1899185	2374	1059731	39791	12953023	20075	0	0	0	0	0
2024-07-04 13:44:14			0	22056	236695	202972	97891	19938	22190	1901169	2013	1059704	39791	12950376	20036	0	0	0	0	0
2024-07-04 13:44:44			0	22059	236595	202908	97861	19944	22180	1900753	2337	1059595	39799	12947205	20030	0	0	0	0	0
2024-07-04 13:45:14			0	22073	236549	202739	97774	19907	22190	1901757	2516	1059585	39790	12968738	20013	0	0	0	0	0
2024-07-04 13:45:44			0	22075	236450	202685	97750	19916	22170	1902966	2122	1059577	39809	12963587	20008	0	0	0	0	0
2024-07-04 13:46:14			0	22086	236155	202471	97648	19927	22170	1903530	2364	1059586	39788	12956968	19987	0	0	0	0	0
2024-07-04 13:46:44			0	22094	236018	202340	97584	19923	22170	1903673	2464	1059659	39777	12959295	19974	0	0	0	0	0
2024-07-04 13:47:14			0	22094	235928	202311	97572	19937	22160	1904518	2140	1059622	39777	12951441	19971	0	0	0	0	0
2024-07-04 13:47:44			0	22085	236143	202478	97652	19932	22150	1904069	2136	1059550	39764	12954418	19988	0	0	0	0	0
2024-07-04 13:48:14			0	22073	236432	202702	97759	19925	22140	1902437	2558	1059532	39796	12958323	20010	0	0	0	0	0
2024-07-04 13:48:44			0	22073	236439	202704	97760	19924	22140	1902717	2449	1059477	39796	12959108	20010	0	0	0	0	0
2024-07-04 13:49:14			0	22079	236271	202585	97704	19931	22140	1903165	2231	1059504	39786	12954779	19998	0	0	0	0	0
2024-07-04 13:49:44			0	22070	236435	202736	97777	19934	22140	1901157	2714	1059468	39774	12953190	20013	0	0	0	0	0
2024-07-04 13:50:14			0	22065	236628	202852	97831	19920	22130	1903049	2510	1059432	39806	12960934	20024	0	0	0	0	0
2024-07-04 13:50:44			0	22065	236556	202829	97821	19931	22120	1902605	2413	1059414	39795	12955012	20022	0	0	0	0	0
2024-07-04 13:51:14			0	22069	236430	202745	97782	19938	22140	1901597	2353	1059413	39807	12950887	20014	0	0	0	0	0
2024-07-04 13:51:44			0	22064	236609	202857	97834	19926	22120	1901202	2420	1059377	39794	12957556	20025	0	0	0	0	0
2024-07-04 13:52:14			0	22054	236891	203056	97928	19914	22110	1901817	2541	1059396	39783	12964675	20045	0	0	0	0	0
2024-07-04 13:52:44			0	22063	236928	202968	97881	19880	22120	1901197	2442	1059405	39794	12984756	20036	0	0	0	0	0
2024-07-04 13:53:14			0	22053	237249	203180	97981	19862	22110	1901961	2169	1059396	39771	12994913	20057	0	0	0	0	0
2024-07-04 13:53:44			0	22064	236901	202949	97872	19881	22100	1902885	2413	1059296	39783	12984018	20034	0	0	0	0	0
2024-07-04 13:54:14			0	22053	237255	203182	97982	19861	22110	1901457	2366	1059305	39783	12995744	20057	0	0	0	0	0
2024-07-04 13:54:44			0	22047	237319	203269	98025	19870	22110	1901589	2529	1059414	39793	12990203	20066	0	0	0	0	0
2024-07-04 13:55:14			0	22052	236977	203106	97951	19907	22110	1901865	2510	1059332	39783	12968868	20049	0	0	0	0	0
2024-07-04 13:55:44			0	22064	236654	202871	97840	19919	22100	1902517	2091	1059287	39771	12961551	20026	0	0	0	0	0
2024-07-04 13:56:14			0	22055	236981	203074	97934	19897	22080	1902409	2373	1059269	39780	12974375	20046	0	0	0	0	0
2024-07-04 13:56:44			0	22052	237269	203198	97989	19862	22080	1902457	2216	1059214	39780	12995037	20059	0	0	0	0	0
2024-07-04 13:57:14			0	22062	237234	203076	97927	19836	22080	1902905	2121	1059205	39791	13010210	20047	0	0	0	0	0
2024-07-04 13:57:44			0	22076	236909	202819	97804	19842	22070	1903702	2242	1059251	39769	13007030	20021	0	0	0	0	0
2024-07-04 13:58:14			0	22105	236552	202387	97590	19806	22070	1905229	2139	1059196	39791	13027901	19978	0	0	0	0	0
2024-07-04 13:58:44			0	22100	236959	202569	97672	19759	22070	1905862	2242	1059196	39791	13055322	19997	0	0	0	0	0
2024-07-04 13:59:14			0	22091	236999	202682	97729	19781	22060	1905133	2434	1059151	39767	13042464	20008	0	0	0	0	0
2024-07-04 13:59:44			0	22082	236774	202710	97752	19844	22060	1904065	2454	1059178	39789	13005337	20010	0	0	0	0	0
2024-07-04 14:00:14			0	22083	236617	202650	97725	19865	22060	1905982	2374	1059169	39767	12993505	20004	0	0	0	0	0
2024-07-04 14:00:44			0	22088	236710	202624	97709	19835	22060	1906249	2138	1059233	39789	13010728	20002	0	0	0	0	0
2024-07-04 14:01:14			0	22102	236502	202404	97601	19823	22060	1907629	2408	1059087	39789	13018121	19980	0	0	0	0	0
2024-07-04 14:01:44			0	22103	236651	202440	97614	19797	22050	1906589	2199	1059160	39778	13032958	19984	0	0	0	0	0
2024-07-04 14:02:14			0	22093	236906	202630	97705	19789	22040	1907609	2599	1059087	39777	13037741	20003	0	0	0	0	0
2024-07-04 14:02:44			0	22084	237018	202765	97772	19800	22040	1905510	2184	1059133	39777	13031533	20016	0	0	0	0	0
2024-07-04 14:03:14			0	22070	237103	202946	97863	19831	22040	1904045	2408	1059051	39765	13013104	20034	0	0	0	0	0
2024-07-04 14:03:44			0	22063	237083	203017	97901	19856	22040	1903913	2507	1059051	39777	12998425	20041	0	0	0	0	0
2024-07-04 14:04:14			0	22070	236798	202850	97824	19878	22030	1903521	2243	1059015	39788	12985634	20024	0	0	0	0	0
2024-07-04 14:04:44			0	22090	236546	202550	97676	19854	22030	1906345	2273	1059033	39764	12999750	19995	0	0	0	0	0
2024-07-04 14:05:14			0	22094	236426	202468	97637	19860	22020	1906550	2057	1058997	39775	12996105	19987	0	0	0	0	0
2024-07-04 14:05:44			0	22090	236487	202532	97668	19863	22030	1905645	2218	1059033	39764	12994406	19993	0	0	0	0	0
2024-07-04 14:06:14			0	22101	236426	202391	97597	19838	22010	1906794	2042	1058978	39785	13009216	19979	0	0	0	0	0
2024-07-04 14:06:44			0	22101	236497	202413	97606	19827	22010	1907414	2075	1058951	39763	13015307	19981	0	0	0	0	0
2024-07-04 14:07:14			0	22085	236719	202660	97727	19843	22000	1906873	2114	1058960	39762	13006258	20005	0	0	0	0	0
2024-07-04 14:07:44			0	22097	236708	202524	97656	19807	22010	1907174	2597	1058915	39763	13027080	19992	0	0	0	0	0
2024-07-04 14:08:14			0	22112	236578	202318	97553	19780	22000	1909073	2222	1058869	39772	13042925	19972	0	0	0	0	0
2024-07-04 14:08:44			0	22121	236427	202171	97482	19775	21990	1909766	2173	1058860	39783	13046026	19957	0	0	0	0	0
2024-07-04 14:09:14			0	22125	236352	202104	97449	19774	21990	1909914	2214	1058915	39772	13046743	19951	0	0	0	0	0
2024-07-04 14:09:44			0	22108	236594	202367	97578	19790	21980	1909281	2378	1058842	39782	13037254	19977	0	0	0	0	0
2024-07-04 14:10:14			0	22118	236248	202148	97476	19812	21990	1909433	2274	1058906	39761	13024600	19955	0	0	0	0	0
2024-07-04 14:10:44			0	22110	236294	202251	97528	19830	21980	1907969	2376	1058842	39760	13013966	19965	0	0	0	0	0
2024-07-04 14:11:14			0	22083	236851	202723	97756	19829	21990	1906054	2366	1058879	39761	13014303	20012	0	0	0	0	0
2024-07-04 14:11:44			0	22083	236928	202748	97766	19817	21980	1906554	2539	1058833	39749	13021583	20014	0	0	0	0	0
2024-07-04 14:12:14			0	22082	237105	202814	97794	19793	21980	1906898	2123	1058833	39770	13035772	20021	0	0	0	0	0
