id,db,name
PF02305.21,Pfam,Capsid protein (F protein)
PF07484.16,Pfam,Phage Tail Collar Domain
PF17288.6,Pfam,Terminase RNAseH like domain
PF04984.18,Pfam,Phage tail sheath protein subtilisin-like domain
PF17482.6,Pfam,Phage tail sheath C-terminal domain
PF18906.4,Pfam,Phage tail tube protein
PF05119.16,Pfam,"Phage terminase, small subunit"
PF03864.19,Pfam,Phage major capsid protein E
PF05135.17,Pfam,Phage gp6-like head-tail connector protein
PF12571.12,Pfam,Phage tail-collar fibre protein
PF16778.9,Pfam,Phage tail assembly chaperone protein
PF19821.3,Pfam,Phage capsid protein
PF09718.14,Pfam,Lambda phage tail tape-measure protein (Tape_meas_lam_C)
PF06152.15,Pfam,Phage minor capsid protein 2
PF04883.16,Pfam,"Bacteriophage HK97-gp10, putative tail-component"
PF16510.9,Pfam,Phage P22-like portal protein
PF09684.14,Pfam,Phage tail protein (Tail_P2_I)
PF06791.17,Pfam,Prophage tail length tape measure protein
PF18013.5,Pfam,Phage tail lysozyme
PF20901.1,Pfam,"Bacteriophage Sf6, terminase small subunit-like"
PF02413.21,Pfam,"Caudovirales tail fibre assembly protein, lambda gpK"
PF10109.13,Pfam,"Phage tail assembly chaperone proteins, E, or 41 or 14"
PF06199.15,Pfam,Phage tail tube protein
PF04985.18,Pfam,Phage tail tube protein FII
PF05954.15,Pfam,Phage tail baseplate hub (GPD)
PF21821.1,Pfam,Dit-like phage tail protein
PF03406.17,Pfam,Phage tail fibre repeat
PF20911.1,Pfam,Major capsid protein GP7
PF05709.15,Pfam,Phage tail protein RIFT-related domain
PF07230.15,Pfam,Bacteriophage T4-like portal protein (Gp20)
PF05100.16,Pfam,Phage minor tail protein L
PF00073.24,Pfam,picornavirus capsid protein
PF05489.16,Pfam,Phage Tail Protein X
PF05396.15,Pfam,Phage T7 capsid assembly protein
PF07068.15,Pfam,Major capsid protein Gp23
PF05939.17,Pfam,Phage minor tail protein
PF03906.18,Pfam,Phage T7 tail fibre protein
PF08762.14,Pfam,CRPV capsid protein like
PF17212.7,Pfam,Tail tubular protein
PF05929.15,Pfam,Phage capsid scaffolding protein (GPO) serine peptidase
PF06891.15,Pfam,P2 phage tail completion protein R (GpR)
PF05944.16,Pfam,Phage small terminase subunit
PF16461.9,Pfam,"Lambda phage tail tube protein, TTP"
PF05125.16,Pfam,"Phage major capsid protein, P2 family"
PF21703.1,Pfam,Major capsid protein
PF16903.9,Pfam,Major capsid protein N-terminus
PF04451.16,Pfam,Large eukaryotic DNA virus major capsid protein
PF12691.11,Pfam,Bacteriophage minor capsid protein
PF08890.15,Pfam,"Phage XkdN-like tail assembly chaperone protein, TAC"
PF09393.14,Pfam,Phage tail tube protein
PF06056.16,Pfam,Putative ATPase subunit of terminase (gpP-like)
PF11114.12,Pfam,Minor capsid protein
PF05894.16,Pfam,Podovirus DNA encapsidation protein (Gp16)
PF21822.1,Pfam,"Phage tail assembly chaperone protein, TAC"
PF10618.13,Pfam,Phage tail tube protein
PF16724.9,Pfam,T4-like virus Myoviridae tail sheath stabiliser
PF20934.1,Pfam,"Bacillus phage phi29, Tail knob protein gp9, C-terminal domain"
PF20036.3,Pfam,Major capsid protein 13-like
PF08813.15,Pfam,"Phage tail tube protein, TTP"
PF16838.9,Pfam,Caudoviral major tail protein N-terminus
PF17481.6,Pfam,Phage tail sheath protein beta-sandwich domain
PF06763.15,Pfam,Prophage minor tail protein Z (GPZ)
PF08400.14,Pfam,Prophage tail fibre N-terminal
PF10668.13,Pfam,Phage terminase small subunit
PF06841.16,Pfam,T4-like virus tail tube protein gp19
PF11836.12,Pfam,"Phage tail tube protein, GTA-gp10"
PF21446.1,Pfam,"Long-tail fiber proximal subunit, C-terminal domain"
PF08748.15,Pfam,Phage tail assembly chaperone
PF12789.11,Pfam,Phage tail repeat like
PF21507.1,Pfam,Sputnik minor capsid protein V18/19
PF18994.4,Pfam,Prophage endopeptidase tail N-terminal domain
PF11650.12,Pfam,P22 tail accessory factor
PF18668.5,Pfam,Tail spike TSP1/Gp66 receptor binding N-terminal domain
PF12363.12,Pfam,"Phage tail assembly chaperone protein, TAC"
PF16460.9,Pfam,"Phage tail tube, TTP, lambda-like"
PF04630.16,Pfam,Phage tail tube protein
PF10665.13,Pfam,Minor capsid protein
PF10963.12,Pfam,Phage tail assembly chaperone
PF06120.15,Pfam,Tail length tape measure protein
PF16459.9,Pfam,"Phage tail assembly chaperone, TAC"
PF11053.12,Pfam,Terminase DNA packaging enzyme
PF20753.1,Pfam,Phage tail C-terminal domain
PF20195.2,Pfam,Phage tail protein N-terminal domain
PF17388.6,Pfam,Mycobacteriophage tail assembly protein
PF06805.16,Pfam,Bacteriophage lambda tail assembly protein I
PF06894.15,Pfam,"Bacteriophage lambda tail assembly chaperone, TAC, protein G"
PF06222.15,Pfam,Phage tail assembly chaperone
PF05268.15,Pfam,Phage tail fibre adhesin Gp38
PF06141.15,Pfam,Phage minor tail protein U
PF06896.15,Pfam,"Phage tail assembly chaperone proteins, TAC"
PF06820.16,Pfam,Putative prophage tail fibre C-terminus
PF06223.16,Pfam,Minor tail protein T
PF16774.9,Pfam,"Distal tail protein, N-terminal domain"
PF06673.15,Pfam,Lactococcus lactis bacteriophage major capsid protein
PF00945.22,Pfam,Rhabdovirus nucleocapsid protein
PF20744.1,Pfam,Tail fibre protein gp37 trimerization region
PF09550.14,Pfam,"Phage tail assembly chaperone protein, TAC"
PF06488.15,Pfam,Phage tail tube protein
PF05733.15,Pfam,Tenuivirus/Phlebovirus nucleocapsid protein
PF12264.12,Pfam,Waikavirus capsid protein 1
PF05354.15,Pfam,Phage Head-Tail Attachment
PF09018.15,Pfam,P3 major capsid protein
PF21721.1,Pfam,Phage tail fibre adhesin Gp38 N-terminal domain
PF03903.17,Pfam,Phage T4 tail fibre
PF00952.21,Pfam,Bunyavirus nucleocapsid (N) protein
PF16532.9,Pfam,Sf6-type phage tail needle knob or tip of some Caudovirales
PF16462.9,Pfam,"Phage tail assembly chaperone protein, TAC"
PF20953.1,Pfam,Phage tail base-plate attachment protein C-terminal insertion domain
PF16463.9,Pfam,Phage tail tube protein family
PF20955.1,Pfam,Phage tail base-plate attachment protein C-terminal barrel domain
PF16792.9,Pfam,Phage tail base-plate attachment protein N-terminal barrel domain
PF21560.1,Pfam,"Long-tail fiber proximal subunit, C-terminal domains"
PF20954.1,Pfam,Phage tail base-plate attachment protein N0 domain
PF08475.14,Pfam,Viral capsid protein 91 N-terminal
PF03327.18,Pfam,Herpesvirus capsid shell protein VP19C
PF02993.18,Pfam,Minor capsid protein VI
PF10876.12,Pfam,"Phage tail assembly chaperone protein, TAC"
PF01802.21,Pfam,Herpesvirus VP23 like capsid protein
PF03122.18,Pfam,Herpes virus major capsid protein
PF05073.16,Pfam,Baculovirus P24 capsid protein
PF04501.16,Pfam,Baculovirus major capsid protein VP39
PF00973.23,Pfam,Paramyxovirus nucleocapsid protein
PF20608.2,Pfam,Phage tail tube protein C-terminal domain
PF00932.23,Pfam,Lamin Tail Domain
PF01003.23,Pfam,Flavivirus capsid protein C
PF11729.12,Pfam,nodavirus capsid protein
PF11091.12,Pfam,Tail-tube assembly protein
PF00937.22,Pfam,Coronavirus nucleocapsid
PF09251.14,Pfam,Salmonella phage P22 tail-spike
PF03115.18,Pfam,Astrovirus capsid protein nucleoplasmin-like domain
PF02443.19,Pfam,Circovirus capsid protein
PF07267.15,Pfam,Nucleopolyhedrovirus capsid protein P87
PF17290.6,Pfam,Arenavirus nucleocapsid C-terminal domain
PF00843.21,Pfam,Arenavirus nucleocapsid N-terminal domain
PF16855.9,Pfam,Small outer capsid protein
PF14928.10,Pfam,Short tail fibre protein receptor-binding domain
PF00846.22,Pfam,Hantavirus nucleocapsid protein
PF12604.12,Pfam,Tail fibre protein gp37 C terminal domain
PF11733.12,Pfam,Non-capsid protein NP1
PF02336.19,Pfam,Capsid protein VP4
PF21430.1,Pfam,"Distal tail protein pb9, B domain"
PF01533.20,Pfam,Tospovirus nucleocapsid protein
PF21425.1,Pfam,"Distal tail protein pb9, A domain, N-terminal"
PF06112.15,Pfam,Gammaherpesvirus capsid protein
PF00901.21,Pfam,Orbivirus outer capsid protein VP5
PF00897.21,Pfam,Orbivirus inner capsid protein VP7
PF21562.1,Pfam,"G7C, Tail fiber protein, domain 3"
PF17594.6,Pfam,Phage Tail fiber assembly helper gene product 57
PF03335.17,Pfam,Phage tail fibre repeat
PF07141.15,Pfam,Putative bacteriophage terminase small subunit
PF03035.18,Pfam,Calicivirus putative RNA polymerase/capsid protein
PF09089.14,Pfam,"Phage short tail fibre protein gp12, middle domain"
PF11889.12,Pfam,"Capsid protein C, pestivirus"
PF05993.16,Pfam,Reovirus major virion structural protein Mu-1/Mu-1C (M2)
PF17086.9,Pfam,Small capsid protein of Herpesviridae
PF21685.1,Pfam,"Fungal virus Capsid protein, N-terminal domain"
PF01481.20,Pfam,Arterivirus nucleocapsid protein
PF20837.1,Pfam,Major inner capsid protein P1
PF12226.12,Pfam,Turkey astrovirus capsid protein
PF00898.21,Pfam,Orbivirus outer capsid protein VP2
PF19978.3,Pfam,Tail virion protein G7P
PF20895.1,Pfam,"PsV, capsid protein"
PF01543.21,Pfam,Hepatitis C virus capsid protein
PF00979.21,Pfam,"Reovirus outer capsid protein, Sigma 3"
PF04162.16,Pfam,Gyrovirus capsid protein (VP1)
PF21424.1,Pfam,"Distal tail protein pb9, A domain C-terminal"
PF18965.4,Pfam,Outer capsid protein VP3-like
PF20816.1,Pfam,"Picobirnavirus, Capsid protein"
PF10666.13,Pfam,Phage tail assembly chaperone protein Gp14 ()A118
PF05943.16,Pfam,"EvpB/VC_A0108, tail sheath N-terminal domain"
PF04876.16,Pfam,Tenuivirus major non-capsid protein
PF05880.15,Pfam,Fijivirus 64 kDa capsid protein
PF01576.23,Pfam,Myosin tail
PF18945.4,Pfam,"EvpB/VC_A0108, tail sheath gpW/gp25-like domain"
PF05868.15,Pfam,Rotavirus major outer capsid protein VP7
PF00980.21,Pfam,Rotavirus major capsid protein VP6
PF03246.17,Pfam,Pneumovirus nucleocapsid protein
PF11128.12,Pfam,Plant viral coat protein nucleocapsid
PF21738.1,Pfam,Double jelly roll capsid-like protein
PF07124.15,Pfam,Phytoreovirus outer capsid protein P8
PF11818.12,Pfam,C-terminal domain of tail specific protease (DUF3340)
PF00426.22,Pfam,Outer Capsid protein VP4 (Hemagglutinin) Concanavalin-like domain
PF05750.15,Pfam,Rubella capsid protein
PF17804.5,Pfam,Tail specific protease N-terminal domain
PF16580.9,Pfam,C-terminal tail of astrovirus capsid projection or spike
PF17750.5,Pfam,Reovirus sigma C capsid protein triple beta spiral
PF20828.1,Pfam,"Acidianus two-tailed virus, ORF273 protein"
PF17071.9,Pfam,Outer capsid protein VP7
PF04582.16,Pfam,Reovirus sigma C capsid protein C-terminal domain
PF21434.1,Pfam,"Phage G20C small terminase, N-terminal domain"
PF20855.1,Pfam,"CPV Capsid shell protein VP1, small protrusion domain"
PF09300.14,Pfam,"Tectiviridae, minor capsid"
PF16530.9,Pfam,"Infectious hypodermal and haematopoietic necrosis virus, capsid"
PF02444.20,Pfam,Hepatitis E virus ORF-2 (Putative capsid protein)
PF20745.1,Pfam,Ig-like domain in tailspike protein
PF02477.19,Pfam,Nucleocapsid N protein
PF03187.18,Pfam,Corona nucleocapsid I protein
PF11030.12,Pfam,Nucleocapsid protein N
PF21519.1,Pfam,"Tailspike protein, C-terminal"
phrog_9,PHROG,terminase large subunit
phrog_12,PHROG,portal protein
phrog_38,PHROG,terminase large subunit
phrog_2,PHROG,terminase large subunit
phrog_2662,PHROG,portal protein
phrog_2699,PHROG,terminase large subunit
phrog_5929,PHROG,portal protein
phrog_5653,PHROG,terminase large subunit
phrog_4758,PHROG,terminase large subunit
phrog_1533,PHROG,tail length tape measure protein
phrog_4704,PHROG,tail length tape measure protein
phrog_3717,PHROG,terminase large subunit
phrog_4914,PHROG,terminase large subunit
phrog_31,PHROG,central tail fiber J
phrog_15,PHROG,terminase large subunit
phrog_21,PHROG,portal protein
phrog_156,PHROG,portal protein
phrog_6672,PHROG,terminase large subunit
phrog_332,PHROG,head-tail adaptor
phrog_5493,PHROG,tail length tape measure protein
phrog_1293,PHROG,tail length tape measure protein
phrog_7331,PHROG,terminase large subunit
phrog_11518,PHROG,tail fiber protein
phrog_979,PHROG,terminase large subunit
phrog_1272,PHROG,tail length tape measure protein
phrog_327,PHROG,tail protein
phrog_376,PHROG,tail protein
phrog_113,PHROG,portal protein
phrog_38390,PHROG,tail length tape measure protein
phrog_10517,PHROG,terminase large subunit
phrog_28,PHROG,tail length tape measure protein
phrog_2335,PHROG,tail length tape measure protein
phrog_32885,PHROG,tail length tape measure protein
phrog_2097,PHROG,tail fiber protein
phrog_295,PHROG,tail fiber protein
phrog_28420,PHROG,tail length tape measure protein
phrog_8462,PHROG,tail length tape measure protein
phrog_51,PHROG,terminase small subunit
phrog_1107,PHROG,tail length tape measure protein
phrog_15566,PHROG,tail protein
phrog_21311,PHROG,terminase large subunit
phrog_30251,PHROG,terminase large subunit
phrog_17300,PHROG,tail length tape measure protein
phrog_6202,PHROG,tail fiber protein
phrog_3519,PHROG,tail length tape measure protein
phrog_3336,PHROG,tail length tape measure protein
phrog_394,PHROG,tail protein
phrog_2589,PHROG,tail protein
phrog_5573,PHROG,terminase large subunit
phrog_7740,PHROG,tail length tape measure protein
phrog_10250,PHROG,terminase large subunit
phrog_9116,PHROG,tail protein
phrog_381,PHROG,tail fiber protein
phrog_675,PHROG,terminase large subunit
phrog_339,PHROG,tail length tape measure protein
phrog_1068,PHROG,tail length tape measure protein
phrog_18345,PHROG,tail fiber protein
phrog_988,PHROG,tail protein
phrog_2636,PHROG,tail fiber protein
phrog_12706,PHROG,tail length tape measure protein
phrog_8010,PHROG,tail length tape measure protein
phrog_1216,PHROG,portal protein
phrog_8713,PHROG,tail fiber protein
phrog_27190,PHROG,tail length tape measure protein
phrog_25747,PHROG,tail fiber protein
phrog_3287,PHROG,virion structural protein
phrog_1727,PHROG,tail protein and host specificity
phrog_64,PHROG,portal protein
phrog_1197,PHROG,tail protein
phrog_58,PHROG,tail length tape measure protein
phrog_146,PHROG,portal protein
phrog_83,PHROG,terminase small subunit
phrog_1858,PHROG,tail fiber protein
phrog_16297,PHROG,tail length tape measure protein
phrog_9959,PHROG,tail length tape measure protein
phrog_1640,PHROG,tail protein
phrog_16889,PHROG,tail length tape measure protein
phrog_7997,PHROG,tail protein and host specificity
phrog_23,PHROG,tail sheath
phrog_1535,PHROG,tail length tape measure protein
phrog_4618,PHROG,tail collar fiber protein
phrog_7032,PHROG,tail fiber protein
phrog_26,PHROG,tail completion or Neck1 protein
phrog_9696,PHROG,tail length tape measure protein
phrog_537,PHROG,portal protein
phrog_523,PHROG,tail collar fiber protein
phrog_1780,PHROG,tail collar fiber protein
phrog_52,PHROG,tail protein
phrog_859,PHROG,portal protein
phrog_6162,PHROG,tail fiber protein
phrog_4372,PHROG,tail length tape measure protein
phrog_2941,PHROG,virion structural protein
phrog_48,PHROG,tail protein
phrog_5616,PHROG,tail fiber protein
phrog_4200,PHROG,tail length tape measure protein
phrog_19943,PHROG,virion structural protein
phrog_1162,PHROG,tail fiber protein
phrog_2137,PHROG,tail fiber protein
phrog_3981,PHROG,tail length tape measure protein
phrog_12798,PHROG,tail length tape measure protein
phrog_10780,PHROG,tail length tape measure protein
phrog_9532,PHROG,tail fiber protein
phrog_1608,PHROG,tail protein
phrog_309,PHROG,terminase small subunit
phrog_145,PHROG,portal protein
phrog_105,PHROG,tail fiber assembly
phrog_19618,PHROG,tail collar protein
phrog_5302,PHROG,tail protein
phrog_38058,PHROG,tail fiber protein
phrog_1642,PHROG,virion structural protein
phrog_23820,PHROG,tail fiber protein
phrog_31452,PHROG,tail length tape measure protein
phrog_40,PHROG,head-tail adaptor Ad1
phrog_329,PHROG,minor tail protein
phrog_10153,PHROG,tail fiber protein
phrog_24595,PHROG,virion structural protein
phrog_2013,PHROG,lytic tail protein
phrog_4070,PHROG,tail length tape measure protein
phrog_2271,PHROG,portal protein
phrog_1686,PHROG,tail length tape measure protein
phrog_20119,PHROG,tail length tape measure protein
phrog_6547,PHROG,portal protein
phrog_104,PHROG,portal protein
phrog_1482,PHROG,terminase small subunit
phrog_24898,PHROG,tail fiber protein
phrog_36964,PHROG,terminase large subunit
phrog_6681,PHROG,terminase large subunit
phrog_13893,PHROG,tail protein
phrog_6002,PHROG,virion structural protein
phrog_533,PHROG,portal protein
phrog_188,PHROG,tail fiber assembly protein
phrog_15528,PHROG,portal protein
phrog_195,PHROG,head-tail adaptor
phrog_33693,PHROG,portal protein
phrog_3904,PHROG,tail fiber protein
phrog_5448,PHROG,tail length tape measure protein
phrog_14478,PHROG,virion structural protein
phrog_5726,PHROG,tail protein
phrog_5755,PHROG,tail length tape measure protein
phrog_6468,PHROG,tail fiber protein; host specificity
phrog_25966,PHROG,tail length tape measure protein
phrog_9483,PHROG,tail length tape measure protein
phrog_16516,PHROG,minor tail protein
phrog_1330,PHROG,tail protein
phrog_13289,PHROG,tail protein
phrog_3100,PHROG,tail fiber protein
phrog_4492,PHROG,tail fiber protein
phrog_45,PHROG,tail tube
phrog_2148,PHROG,tail fiber protein
phrog_25305,PHROG,tail fiber protein
phrog_1800,PHROG,tail collar fiber protein
phrog_6747,PHROG,tail length tape measure protein
phrog_5555,PHROG,tail protein
phrog_21962,PHROG,tail protein
phrog_222,PHROG,tail completion or Neck1 protein
phrog_76,PHROG,tail protein
phrog_538,PHROG,minor tail protein
phrog_8239,PHROG,tail fiber protein
phrog_13892,PHROG,minor tail protein
phrog_477,PHROG,head-tail adaptor Ad1
phrog_7142,PHROG,tail protein
phrog_2606,PHROG,terminase small subunit
phrog_6900,PHROG,tail length tape measure protein
phrog_31660,PHROG,tail fiber protein
phrog_24,PHROG,tail length tape measure protein
phrog_33119,PHROG,long tail fiber protein distal subunit
phrog_21722,PHROG,long tail fiber protein distal subunit
phrog_19921,PHROG,tail spike protein
phrog_8469,PHROG,tail fiber protein
phrog_2824,PHROG,virion structural protein
phrog_4211,PHROG,tail length tape measure protein
phrog_165,PHROG,tail sheath
phrog_21973,PHROG,tail protein
phrog_19976,PHROG,tail assembly protein
phrog_9064,PHROG,portal protein
phrog_1506,PHROG,tail length tape measure protein
phrog_457,PHROG,tail protein
phrog_6722,PHROG,tail fiber protein
phrog_18,PHROG,minor tail protein
phrog_30133,PHROG,virion structural protein
phrog_5989,PHROG,terminase large subunit
phrog_778,PHROG,tail assembly protein
phrog_2631,PHROG,tail fiber protein
phrog_4849,PHROG,tail protein
phrog_205,PHROG,tail sheath
phrog_1716,PHROG,tail length tape measure protein
phrog_15437,PHROG,tail fiber protein
phrog_213,PHROG,portal protein
phrog_4209,PHROG,tail fiber protein
phrog_6616,PHROG,tail protein
phrog_3925,PHROG,terminase large subunit
phrog_449,PHROG,head-tail adaptor
phrog_6256,PHROG,tail fiber protein
phrog_4581,PHROG,terminase small subunit
phrog_30,PHROG,minor tail protein
phrog_6459,PHROG,tail collar protein
phrog_12032,PHROG,short tail fiber protein
phrog_366,PHROG,tail fiber protein
phrog_24280,PHROG,tail fiber adhesin
phrog_24456,PHROG,tail fiber protein
phrog_22896,PHROG,tail protein
phrog_22609,PHROG,tail fiber protein
phrog_5939,PHROG,tail protein
phrog_10581,PHROG,tail sheath
phrog_4197,PHROG,tail length tape measure protein
phrog_15478,PHROG,tail length tape measure protein
phrog_169,PHROG,tail completion or Neck1 protein
phrog_14342,PHROG,lytic tail fiber protein
phrog_25848,PHROG,tail fiber protein
phrog_7025,PHROG,tail length tape measure protein
phrog_23013,PHROG,tail length tape measure protein
phrog_12171,PHROG,terminase
phrog_3792,PHROG,tail assembly chaperone
phrog_35520,PHROG,tail protein
phrog_21412,PHROG,tail fiber protein
phrog_14,PHROG,minor tail protein
phrog_5909,PHROG,terminase large subunit
phrog_136,PHROG,tail fiber assembly protein
phrog_5073,PHROG,tail fiber protein
phrog_34934,PHROG,tail protein
phrog_991,PHROG,tail length tape measure protein
phrog_2048,PHROG,tail protein
phrog_4946,PHROG,tail protein
phrog_6090,PHROG,tail length tape measure protein
phrog_446,PHROG,tail protein
phrog_372,PHROG,tail protein
phrog_20705,PHROG,virion structural protein
phrog_21789,PHROG,virion structural protein
phrog_8927,PHROG,tail length tape measure protein
phrog_4498,PHROG,tail length tape measure protein
phrog_701,PHROG,virion structural protein
phrog_1259,PHROG,baseplate hub subunit and tail lysozyme
phrog_12082,PHROG,portal protein
phrog_68,PHROG,portal protein
phrog_18802,PHROG,virion structural protein
phrog_14543,PHROG,virion structural protein
phrog_14441,PHROG,tail length tape measure protein
phrog_19299,PHROG,terminase large subunit
phrog_13704,PHROG,virion structural protein
phrog_36601,PHROG,tail fiber protein
phrog_35419,PHROG,tail fiber protein
phrog_1101,PHROG,tail protein
phrog_27166,PHROG,tail length tape measure protein
phrog_74,PHROG,terminase small subunit
phrog_1158,PHROG,tail assembly chaperone
phrog_442,PHROG,head-tail adaptor
phrog_8780,PHROG,minor tail protein
phrog_30742,PHROG,tail fiber protein
phrog_179,PHROG,tail terminator
phrog_23656,PHROG,virion structural protein
phrog_521,PHROG,tail protein
phrog_9453,PHROG,terminase large subunit
phrog_1645,PHROG,virion structural protein
phrog_16855,PHROG,Gpu-like tail protein
phrog_426,PHROG,terminase small subunit
phrog_1204,PHROG,tail protein
phrog_9228,PHROG,tail length tape measure protein
phrog_13977,PHROG,virion structural protein
