,,,Duration
period1,sc01,t2156,1
period1,sc01,t2157,1
period1,sc01,t2158,1
period1,sc01,t2159,1
period1,sc01,t2160,1
period1,sc01,t2161,1
period1,sc01,t2162,1
period1,sc01,t2163,1
period1,sc01,t2164,1
period1,sc01,t2165,1
period1,sc01,t2166,1
period1,sc01,t2167,1
period1,sc01,t2168,1
period1,sc01,t2169,1
period1,sc01,t2170,1
period1,sc01,t2171,1
period1,sc01,t2172,1
period1,sc01,t2173,1
period1,sc01,t2174,1
period1,sc01,t2175,1
period1,sc01,t2176,1
period1,sc01,t2177,1
period1,sc01,t2178,1
period1,sc01,t2179,1
period1,sc01,t2180,1
period1,sc01,t2181,1
period1,sc01,t2182,1
period1,sc01,t2183,1
period1,sc01,t2184,1
period1,sc01,t2185,1
period1,sc01,t2186,1
period1,sc01,t2187,1
period1,sc01,t2188,1
period1,sc01,t2189,1
period1,sc01,t2190,1
period1,sc01,t2191,1
period1,sc01,t2192,1
period1,sc01,t2193,1
period1,sc01,t2194,1
period1,sc01,t2195,1
period1,sc01,t2196,1
period1,sc01,t2197,1
period1,sc01,t2198,1
period1,sc01,t2199,1
period1,sc01,t2200,1
period1,sc01,t2201,1
period1,sc01,t2202,1
period1,sc01,t2203,1
period1,sc01,t2204,1
period1,sc01,t2205,1
period1,sc01,t2206,1
period1,sc01,t2207,1
period1,sc01,t2208,1
period1,sc01,t2209,1
period1,sc01,t2210,1
period1,sc01,t2211,1
period1,sc01,t2212,1
period1,sc01,t2213,1
period1,sc01,t2214,1
period1,sc01,t2215,1
period1,sc01,t2216,1
period1,sc01,t2217,1
period1,sc01,t2218,1
period1,sc01,t2219,1
period1,sc01,t2220,1
period1,sc01,t2221,1
period1,sc01,t2222,1
period1,sc01,t2223,1
period1,sc01,t2224,1
period1,sc01,t2225,1
period1,sc01,t2226,1
period1,sc01,t2227,1
period1,sc01,t2228,1
period1,sc01,t2229,1
period1,sc01,t2230,1
period1,sc01,t2231,1
period1,sc01,t2232,1
period1,sc01,t2233,1
period1,sc01,t2234,1
period1,sc01,t2235,1
period1,sc01,t2236,1
period1,sc01,t2237,1
period1,sc01,t2238,1
period1,sc01,t2239,1
period1,sc01,t2240,1
period1,sc01,t2241,1
period1,sc01,t2242,1
period1,sc01,t2243,1
period1,sc01,t2244,1
period1,sc01,t2245,1
period1,sc01,t2246,1
period1,sc01,t2247,1
period1,sc01,t2248,1
period1,sc01,t2249,1
period1,sc01,t2250,1
period1,sc01,t2251,1
period1,sc01,t2252,1
period1,sc01,t2253,1
period1,sc01,t2254,1
period1,sc01,t2255,1
period1,sc01,t2256,1
period1,sc01,t2257,1
period1,sc01,t2258,1
period1,sc01,t2259,1
period1,sc01,t2260,1
period1,sc01,t2261,1
period1,sc01,t2262,1
period1,sc01,t2263,1
period1,sc01,t2264,1
period1,sc01,t2265,1
period1,sc01,t2266,1
period1,sc01,t2267,1
period1,sc01,t2268,1
period1,sc01,t2269,1
period1,sc01,t2270,1
period1,sc01,t2271,1
period1,sc01,t2272,1
period1,sc01,t2273,1
period1,sc01,t2274,1
period1,sc01,t2275,1
period1,sc01,t2276,1
period1,sc01,t2277,1
period1,sc01,t2278,1
period1,sc01,t2279,1
period1,sc01,t2280,1
period1,sc01,t2281,1
period1,sc01,t2282,1
period1,sc01,t2283,1
period1,sc01,t2284,1
period1,sc01,t2285,1
period1,sc01,t2286,1
period1,sc01,t2287,1
period1,sc01,t2288,1
period1,sc01,t2289,1
period1,sc01,t2290,1
period1,sc01,t2291,1
period1,sc01,t2292,1
period1,sc01,t2293,1
period1,sc01,t2294,1
period1,sc01,t2295,1
period1,sc01,t2296,1
period1,sc01,t2297,1
period1,sc01,t2298,1
period1,sc01,t2299,1
period1,sc01,t2300,1
period1,sc01,t2301,1
period1,sc01,t2302,1
period1,sc01,t2303,1
period1,sc01,t2304,1
period1,sc01,t2305,1
period1,sc01,t2306,1
period1,sc01,t2307,1
period1,sc01,t2308,1
period1,sc01,t2309,1
period1,sc01,t2310,1
period1,sc01,t2311,1
period1,sc01,t2312,1
period1,sc01,t2313,1
period1,sc01,t2314,1
period1,sc01,t2315,1
period1,sc01,t2316,1
period1,sc01,t2317,1
period1,sc01,t2318,1
period1,sc01,t2319,1
period1,sc01,t2320,1
period1,sc01,t2321,1
period1,sc01,t2322,1
period1,sc01,t2323,1
period1,sc01,t2324,1
period1,sc01,t2325,1
period1,sc01,t2326,1
period1,sc01,t2327,1
period1,sc01,t2328,1
period1,sc01,t2329,1
period1,sc01,t2330,1
period1,sc01,t2331,1
period1,sc01,t2332,1
period1,sc01,t2333,1
period1,sc01,t2334,1
period1,sc01,t2335,1
period1,sc01,t2336,1
period1,sc01,t2337,1
period1,sc01,t2338,1
period1,sc01,t2339,1
period1,sc01,t2340,1
period1,sc01,t2341,1
period1,sc01,t2342,1
period1,sc01,t2343,1
period1,sc01,t2344,1
period1,sc01,t2345,1
period1,sc01,t2346,1
period1,sc01,t2347,1
period1,sc01,t2348,1
period1,sc01,t2349,1
period1,sc01,t2350,1
period1,sc01,t2351,1
period1,sc01,t2352,1
period1,sc01,t2353,1
period1,sc01,t2354,1
period1,sc01,t2355,1
period1,sc01,t2356,1
period1,sc01,t2357,1
period1,sc01,t2358,1
period1,sc01,t2359,1
period1,sc01,t2360,1
period1,sc01,t2361,1
period1,sc01,t2362,1
period1,sc01,t2363,1
period1,sc01,t2364,1
period1,sc01,t2365,1
period1,sc01,t2366,1
period1,sc01,t2367,1
period1,sc01,t2368,1
period1,sc01,t2369,1
period1,sc01,t2370,1
period1,sc01,t2371,1
period1,sc01,t2372,1
period1,sc01,t2373,1
period1,sc01,t2374,1
period1,sc01,t2375,1
period1,sc01,t2376,1
period1,sc01,t2377,1
period1,sc01,t2378,1
period1,sc01,t2379,1
period1,sc01,t2380,1
period1,sc01,t2381,1
period1,sc01,t2382,1
period1,sc01,t2383,1
period1,sc01,t2384,1
period1,sc01,t2385,1
period1,sc01,t2386,1
period1,sc01,t2387,1
period1,sc01,t2388,1
period1,sc01,t2389,1
period1,sc01,t2390,1
period1,sc01,t2391,1
period1,sc01,t2392,1
period1,sc01,t2393,1
period1,sc01,t2394,1
period1,sc01,t2395,1
period1,sc01,t2396,1
period1,sc01,t2397,1
period1,sc01,t2398,1
period1,sc01,t2399,1
period1,sc01,t2400,1
period1,sc01,t2401,1
period1,sc01,t2402,1
period1,sc01,t2403,1
period1,sc01,t2404,1
period1,sc01,t2405,1
period1,sc01,t2406,1
period1,sc01,t2407,1
period1,sc01,t2408,1
period1,sc01,t2409,1
period1,sc01,t2410,1
period1,sc01,t2411,1
period1,sc01,t2412,1
period1,sc01,t2413,1
period1,sc01,t2414,1
period1,sc01,t2415,1
period1,sc01,t2416,1
period1,sc01,t2417,1
period1,sc01,t2418,1
period1,sc01,t2419,1
period1,sc01,t2420,1
period1,sc01,t2421,1
period1,sc01,t2422,1
period1,sc01,t2423,1
period1,sc01,t2424,1
period1,sc01,t2425,1
period1,sc01,t2426,1
period1,sc01,t2427,1
period1,sc01,t2428,1
period1,sc01,t2429,1
period1,sc01,t2430,1
period1,sc01,t2431,1
period1,sc01,t2432,1
period1,sc01,t2433,1
period1,sc01,t2434,1
period1,sc01,t2435,1
period1,sc01,t2436,1
period1,sc01,t2437,1
period1,sc01,t2438,1
period1,sc01,t2439,1
period1,sc01,t2440,1
period1,sc01,t2441,1
period1,sc01,t2442,1
period1,sc01,t2443,1
period1,sc01,t2444,1
period1,sc01,t2445,1
period1,sc01,t2446,1
period1,sc01,t2447,1
period1,sc01,t2448,1
period1,sc01,t2449,1
period1,sc01,t2450,1
period1,sc01,t2451,1
period1,sc01,t2452,1
period1,sc01,t2453,1
period1,sc01,t2454,1
period1,sc01,t2455,1
period1,sc01,t2456,1
period1,sc01,t2457,1
period1,sc01,t2458,1
period1,sc01,t2459,1
period1,sc01,t2460,1
period1,sc01,t2461,1
period1,sc01,t2462,1
period1,sc01,t2463,1
period1,sc01,t2464,1
period1,sc01,t2465,1
period1,sc01,t2466,1
period1,sc01,t2467,1
period1,sc01,t2468,1
period1,sc01,t2469,1
period1,sc01,t2470,1
period1,sc01,t2471,1
period1,sc01,t2472,1
period1,sc01,t2473,1
period1,sc01,t2474,1
period1,sc01,t2475,1
period1,sc01,t2476,1
period1,sc01,t2477,1
period1,sc01,t2478,1
period1,sc01,t2479,1
period1,sc01,t2480,1
period1,sc01,t2481,1
period1,sc01,t2482,1
period1,sc01,t2483,1
period1,sc01,t2484,1
period1,sc01,t2485,1
period1,sc01,t2486,1
period1,sc01,t2487,1
period1,sc01,t2488,1
period1,sc01,t2489,1
period1,sc01,t2490,1
period1,sc01,t2491,1
period1,sc01,t2492,1
period1,sc01,t2493,1
period1,sc01,t2494,1
period1,sc01,t2495,1
period1,sc01,t2496,1
period1,sc01,t2497,1
period1,sc01,t2498,1
period1,sc01,t2499,1
period1,sc01,t2500,1
period1,sc01,t2501,1
period1,sc01,t2502,1
period1,sc01,t2503,1
period1,sc01,t2504,1
period1,sc01,t2505,1
period1,sc01,t2506,1
period1,sc01,t2507,1
period1,sc01,t2508,1
period1,sc01,t2509,1
period1,sc01,t2510,1
period1,sc01,t2511,1
period1,sc01,t2512,1
period1,sc01,t2513,1
period1,sc01,t2514,1
period1,sc01,t2515,1
period1,sc01,t2516,1
period1,sc01,t2517,1
period1,sc01,t2518,1
period1,sc01,t2519,1
period1,sc01,t2520,1
period1,sc01,t2521,1
period1,sc01,t2522,1
period1,sc01,t2523,1
period1,sc01,t2524,1
period1,sc01,t2525,1
period1,sc01,t2526,1
period1,sc01,t2527,1
period1,sc01,t2528,1
period1,sc01,t2529,1
period1,sc01,t2530,1
period1,sc01,t2531,1
period1,sc01,t2532,1
period1,sc01,t2533,1
period1,sc01,t2534,1
period1,sc01,t2535,1
period1,sc01,t2536,1
period1,sc01,t2537,1
period1,sc01,t2538,1
period1,sc01,t2539,1
period1,sc01,t2540,1
period1,sc01,t2541,1
period1,sc01,t2542,1
period1,sc01,t2543,1
period1,sc01,t2544,1
period1,sc01,t2545,1
period1,sc01,t2546,1
period1,sc01,t2547,1
period1,sc01,t2548,1
period1,sc01,t2549,1
period1,sc01,t2550,1
period1,sc01,t2551,1
period1,sc01,t2552,1
period1,sc01,t2553,1
period1,sc01,t2554,1
period1,sc01,t2555,1
period1,sc01,t2556,1
period1,sc01,t2557,1
period1,sc01,t2558,1
period1,sc01,t2559,1
period1,sc01,t2560,1
period1,sc01,t2561,1
period1,sc01,t2562,1
period1,sc01,t2563,1
period1,sc01,t2564,1
period1,sc01,t2565,1
period1,sc01,t2566,1
period1,sc01,t2567,1
period1,sc01,t2568,1
period1,sc01,t2569,1
period1,sc01,t2570,1
period1,sc01,t2571,1
period1,sc01,t2572,1
period1,sc01,t2573,1
period1,sc01,t2574,1
period1,sc01,t2575,1
period1,sc01,t2576,1
period1,sc01,t2577,1
period1,sc01,t2578,1
period1,sc01,t2579,1
period1,sc01,t2580,1
period1,sc01,t2581,1
period1,sc01,t2582,1
period1,sc01,t2583,1
period1,sc01,t2584,1
period1,sc01,t2585,1
period1,sc01,t2586,1
period1,sc01,t2587,1
period1,sc01,t2588,1
period1,sc01,t2589,1
period1,sc01,t2590,1
period1,sc01,t2591,1
period1,sc01,t2592,1
period1,sc01,t2593,1
period1,sc01,t2594,1
period1,sc01,t2595,1
period1,sc01,t2596,1
period1,sc01,t2597,1
period1,sc01,t2598,1
period1,sc01,t2599,1
period1,sc01,t2600,1
period1,sc01,t2601,1
period1,sc01,t2602,1
period1,sc01,t2603,1
period1,sc01,t2604,1
period1,sc01,t2605,1
period1,sc01,t2606,1
period1,sc01,t2607,1
period1,sc01,t2608,1
period1,sc01,t2609,1
period1,sc01,t2610,1
period1,sc01,t2611,1
period1,sc01,t2612,1
period1,sc01,t2613,1
period1,sc01,t2614,1
period1,sc01,t2615,1
period1,sc01,t2616,1
period1,sc01,t2617,1
period1,sc01,t2618,1
period1,sc01,t2619,1
period1,sc01,t2620,1
period1,sc01,t2621,1
period1,sc01,t2622,1
period1,sc01,t2623,1
period1,sc01,t2624,1
period1,sc01,t2625,1
period1,sc01,t2626,1
period1,sc01,t2627,1
period1,sc01,t2628,1
period1,sc01,t2629,1
period1,sc01,t2630,1
period1,sc01,t2631,1
period1,sc01,t2632,1
period1,sc01,t2633,1
period1,sc01,t2634,1
period1,sc01,t2635,1
period1,sc01,t2636,1
period1,sc01,t2637,1
period1,sc01,t2638,1
period1,sc01,t2639,1
period1,sc01,t2640,1
period1,sc01,t2641,1
period1,sc01,t2642,1
period1,sc01,t2643,1
period1,sc01,t2644,1
period1,sc01,t2645,1
period1,sc01,t2646,1
period1,sc01,t2647,1
period1,sc01,t2648,1
period1,sc01,t2649,1
period1,sc01,t2650,1
period1,sc01,t2651,1
period1,sc01,t2652,1
period1,sc01,t2653,1
period1,sc01,t2654,1
period1,sc01,t2655,1
period1,sc01,t2656,1
period1,sc01,t2657,1
period1,sc01,t2658,1
period1,sc01,t2659,1
period1,sc01,t2660,1
period1,sc01,t2661,1
period1,sc01,t2662,1
period1,sc01,t2663,1
period1,sc01,t2664,1
period1,sc01,t2665,1
period1,sc01,t2666,1
period1,sc01,t2667,1
period1,sc01,t2668,1
period1,sc01,t2669,1
period1,sc01,t2670,1
period1,sc01,t2671,1
period1,sc01,t2672,1
period1,sc01,t2673,1
period1,sc01,t2674,1
period1,sc01,t2675,1
period1,sc01,t2676,1
period1,sc01,t2677,1
period1,sc01,t2678,1
period1,sc01,t2679,1
period1,sc01,t2680,1
period1,sc01,t2681,1
period1,sc01,t2682,1
period1,sc01,t2683,1
period1,sc01,t2684,1
period1,sc01,t2685,1
period1,sc01,t2686,1
period1,sc01,t2687,1
period1,sc01,t2688,1
period1,sc01,t2689,1
period1,sc01,t2690,1
period1,sc01,t2691,1
period1,sc01,t2692,1
period1,sc01,t2693,1
period1,sc01,t2694,1
period1,sc01,t2695,1
period1,sc01,t2696,1
period1,sc01,t2697,1
period1,sc01,t2698,1
period1,sc01,t2699,1
period1,sc01,t2700,1
period1,sc01,t2701,1
period1,sc01,t2702,1
period1,sc01,t2703,1
period1,sc01,t2704,1
period1,sc01,t2705,1
period1,sc01,t2706,1
period1,sc01,t2707,1
period1,sc01,t2708,1
period1,sc01,t2709,1
period1,sc01,t2710,1
period1,sc01,t2711,1
period1,sc01,t2712,1
period1,sc01,t2713,1
period1,sc01,t2714,1
period1,sc01,t2715,1
period1,sc01,t2716,1
period1,sc01,t2717,1
period1,sc01,t2718,1
period1,sc01,t2719,1
period1,sc01,t2720,1
period1,sc01,t2721,1
period1,sc01,t2722,1
period1,sc01,t2723,1
period1,sc01,t2724,1
period1,sc01,t2725,1
period1,sc01,t2726,1
period1,sc01,t2727,1
period1,sc01,t2728,1
period1,sc01,t2729,1
period1,sc01,t2730,1
period1,sc01,t2731,1
period1,sc01,t2732,1
period1,sc01,t2733,1
period1,sc01,t2734,1
period1,sc01,t2735,1
period1,sc01,t2736,1
period1,sc01,t2737,1
period1,sc01,t2738,1
period1,sc01,t2739,1
period1,sc01,t2740,1
period1,sc01,t2741,1
period1,sc01,t2742,1
period1,sc01,t2743,1
period1,sc01,t2744,1
period1,sc01,t2745,1
period1,sc01,t2746,1
period1,sc01,t2747,1
period1,sc01,t2748,1
period1,sc01,t2749,1
period1,sc01,t2750,1
period1,sc01,t2751,1
period1,sc01,t2752,1
period1,sc01,t2753,1
period1,sc01,t2754,1
period1,sc01,t2755,1
period1,sc01,t2756,1
period1,sc01,t2757,1
period1,sc01,t2758,1
period1,sc01,t2759,1
period1,sc01,t2760,1
period1,sc01,t2761,1
period1,sc01,t2762,1
period1,sc01,t2763,1
period1,sc01,t2764,1
period1,sc01,t2765,1
period1,sc01,t2766,1
period1,sc01,t2767,1
period1,sc01,t2768,1
period1,sc01,t2769,1
period1,sc01,t2770,1
period1,sc01,t2771,1
period1,sc01,t2772,1
period1,sc01,t2773,1
period1,sc01,t2774,1
period1,sc01,t2775,1
period1,sc01,t2776,1
period1,sc01,t2777,1
period1,sc01,t2778,1
period1,sc01,t2779,1
period1,sc01,t2780,1
period1,sc01,t2781,1
period1,sc01,t2782,1
period1,sc01,t2783,1
period1,sc01,t2784,1
period1,sc01,t2785,1
period1,sc01,t2786,1
period1,sc01,t2787,1
period1,sc01,t2788,1
period1,sc01,t2789,1
period1,sc01,t2790,1
period1,sc01,t2791,1
period1,sc01,t2792,1
period1,sc01,t2793,1
period1,sc01,t2794,1
period1,sc01,t2795,1
period1,sc01,t2796,1
period1,sc01,t2797,1
period1,sc01,t2798,1
period1,sc01,t2799,1
period1,sc01,t2800,1
period1,sc01,t2801,1
period1,sc01,t2802,1
period1,sc01,t2803,1
period1,sc01,t2804,1
period1,sc01,t2805,1
period1,sc01,t2806,1
period1,sc01,t2807,1
period1,sc01,t2808,1
period1,sc01,t2809,1
period1,sc01,t2810,1
period1,sc01,t2811,1
period1,sc01,t2812,1
period1,sc01,t2813,1
period1,sc01,t2814,1
period1,sc01,t2815,1
period1,sc01,t2816,1
period1,sc01,t2817,1
period1,sc01,t2818,1
period1,sc01,t2819,1
period1,sc01,t2820,1
period1,sc01,t2821,1
period1,sc01,t2822,1
period1,sc01,t2823,1
period1,sc01,t2824,1
period1,sc01,t2825,1
period1,sc01,t2826,1
period1,sc01,t2827,1
period1,sc01,t2828,1
period1,sc01,t2829,1
period1,sc01,t2830,1
period1,sc01,t2831,1
period1,sc01,t2832,1
period1,sc01,t2833,1
period1,sc01,t2834,1
period1,sc01,t2835,1
period1,sc01,t2836,1
period1,sc01,t2837,1
period1,sc01,t2838,1
period1,sc01,t2839,1
period1,sc01,t2840,1
period1,sc01,t2841,1
period1,sc01,t2842,1
period1,sc01,t2843,1
period1,sc01,t2844,1
period1,sc01,t2845,1
period1,sc01,t2846,1
period1,sc01,t2847,1
period1,sc01,t2848,1
period1,sc01,t2849,1
period1,sc01,t2850,1
period1,sc01,t2851,1
period1,sc01,t2852,1
period1,sc01,t2853,1
period1,sc01,t2854,1
period1,sc01,t2855,1
period1,sc01,t2856,1
period1,sc01,t2857,1
period1,sc01,t2858,1
period1,sc01,t2859,1
period1,sc01,t2860,1
period1,sc01,t2861,1
period1,sc01,t2862,1
period1,sc01,t2863,1
period1,sc01,t2864,1
period1,sc01,t2865,1
period1,sc01,t2866,1
period1,sc01,t2867,1
period1,sc01,t2868,1
period1,sc01,t2869,1
period1,sc01,t2870,1
period1,sc01,t2871,1
period1,sc01,t2872,1
period1,sc01,t2873,1
period1,sc01,t2874,1
period1,sc01,t2875,1
period1,sc01,t2876,1
period1,sc01,t2877,1
period1,sc01,t2878,1
period1,sc01,t2879,1
period1,sc01,t2880,1
period1,sc01,t2881,1
period1,sc01,t2882,1
period1,sc01,t2883,1
period1,sc01,t2884,1
period1,sc01,t2885,1
period1,sc01,t2886,1
period1,sc01,t2887,1
period1,sc01,t2888,1
period1,sc01,t2889,1
period1,sc01,t2890,1
period1,sc01,t2891,1
period1,sc01,t2892,1
period1,sc01,t2893,1
period1,sc01,t2894,1
period1,sc01,t2895,1
period1,sc01,t2896,1
period1,sc01,t2897,1
period1,sc01,t2898,1
period1,sc01,t2899,1
period1,sc01,t2900,1
period1,sc01,t2901,1
period1,sc01,t2902,1
period1,sc01,t2903,1
period1,sc01,t2904,1
period1,sc01,t2905,1
period1,sc01,t2906,1
period1,sc01,t2907,1
period1,sc01,t2908,1
period1,sc01,t2909,1
period1,sc01,t2910,1
period1,sc01,t2911,1
period1,sc01,t2912,1
period1,sc01,t2913,1
period1,sc01,t2914,1
period1,sc01,t2915,1
period1,sc01,t2916,1
period1,sc01,t2917,1
period1,sc01,t2918,1
period1,sc01,t2919,1
period1,sc01,t2920,1
period1,sc01,t2921,1
period1,sc01,t2922,1
period1,sc01,t2923,1
period1,sc01,t2924,1
period1,sc01,t2925,1
period1,sc01,t2926,1
period1,sc01,t2927,1
period1,sc01,t2928,1
period1,sc01,t2929,1
period1,sc01,t2930,1
period1,sc01,t2931,1
period1,sc01,t2932,1
period1,sc01,t2933,1
period1,sc01,t2934,1
period1,sc01,t2935,1
period1,sc01,t2936,1
period1,sc01,t2937,1
period1,sc01,t2938,1
period1,sc01,t2939,1
period1,sc01,t2940,1
period1,sc01,t2941,1
period1,sc01,t2942,1
period1,sc01,t2943,1
period1,sc01,t2944,1
period1,sc01,t2945,1
period1,sc01,t2946,1
period1,sc01,t2947,1
period1,sc01,t2948,1
period1,sc01,t2949,1
period1,sc01,t2950,1
period1,sc01,t2951,1
period1,sc01,t2952,1
period1,sc01,t2953,1
period1,sc01,t2954,1
period1,sc01,t2955,1
period1,sc01,t2956,1
period1,sc01,t2957,1
period1,sc01,t2958,1
period1,sc01,t2959,1
period1,sc01,t2960,1
period1,sc01,t2961,1
period1,sc01,t2962,1
period1,sc01,t2963,1
period1,sc01,t2964,1
period1,sc01,t2965,1
period1,sc01,t2966,1
period1,sc01,t2967,1
period1,sc01,t2968,1
period1,sc01,t2969,1
period1,sc01,t2970,1
period1,sc01,t2971,1
period1,sc01,t2972,1
period1,sc01,t2973,1
period1,sc01,t2974,1
period1,sc01,t2975,1
period1,sc01,t2976,1
period1,sc01,t2977,1
period1,sc01,t2978,1
period1,sc01,t2979,1
period1,sc01,t2980,1
period1,sc01,t2981,1
period1,sc01,t2982,1
period1,sc01,t2983,1
period1,sc01,t2984,1
period1,sc01,t2985,1
period1,sc01,t2986,1
period1,sc01,t2987,1
period1,sc01,t2988,1
period1,sc01,t2989,1
period1,sc01,t2990,1
period1,sc01,t2991,1
period1,sc01,t2992,1
period1,sc01,t2993,1
period1,sc01,t2994,1
period1,sc01,t2995,1
period1,sc01,t2996,1
period1,sc01,t2997,1
period1,sc01,t2998,1
period1,sc01,t2999,1
period1,sc01,t3000,1
period1,sc01,t3001,1
period1,sc01,t3002,1
period1,sc01,t3003,1
period1,sc01,t3004,1
period1,sc01,t3005,1
period1,sc01,t3006,1
period1,sc01,t3007,1
period1,sc01,t3008,1
period1,sc01,t3009,1
period1,sc01,t3010,1
period1,sc01,t3011,1
period1,sc01,t3012,1
period1,sc01,t3013,1
period1,sc01,t3014,1
period1,sc01,t3015,1
period1,sc01,t3016,1
period1,sc01,t3017,1
period1,sc01,t3018,1
period1,sc01,t3019,1
period1,sc01,t3020,1
period1,sc01,t3021,1
period1,sc01,t3022,1
period1,sc01,t3023,1
period1,sc01,t3024,1
period1,sc01,t3025,1
period1,sc01,t3026,1
period1,sc01,t3027,1
period1,sc01,t3028,1
period1,sc01,t3029,1
period1,sc01,t3030,1
period1,sc01,t3031,1
period1,sc01,t3032,1
period1,sc01,t3033,1
period1,sc01,t3034,1
period1,sc01,t3035,1
period1,sc01,t3036,1
period1,sc01,t3037,1
period1,sc01,t3038,1
period1,sc01,t3039,1
period1,sc01,t3040,1
period1,sc01,t3041,1
period1,sc01,t3042,1
period1,sc01,t3043,1
period1,sc01,t3044,1
period1,sc01,t3045,1
period1,sc01,t3046,1
period1,sc01,t3047,1
period1,sc01,t3048,1
period1,sc01,t3049,1
period1,sc01,t3050,1
period1,sc01,t3051,1
period1,sc01,t3052,1
period1,sc01,t3053,1
period1,sc01,t3054,1
period1,sc01,t3055,1
period1,sc01,t3056,1
period1,sc01,t3057,1
period1,sc01,t3058,1
period1,sc01,t3059,1
period1,sc01,t3060,1
period1,sc01,t3061,1
period1,sc01,t3062,1
period1,sc01,t3063,1
period1,sc01,t3064,1
period1,sc01,t3065,1
period1,sc01,t3066,1
period1,sc01,t3067,1
period1,sc01,t3068,1
period1,sc01,t3069,1
period1,sc01,t3070,1
period1,sc01,t3071,1
period1,sc01,t3072,1
period1,sc01,t3073,1
period1,sc01,t3074,1
period1,sc01,t3075,1
period1,sc01,t3076,1
period1,sc01,t3077,1
period1,sc01,t3078,1
period1,sc01,t3079,1
period1,sc01,t3080,1
period1,sc01,t3081,1
period1,sc01,t3082,1
period1,sc01,t3083,1
period1,sc01,t3084,1
period1,sc01,t3085,1
period1,sc01,t3086,1
period1,sc01,t3087,1
period1,sc01,t3088,1
period1,sc01,t3089,1
period1,sc01,t3090,1
period1,sc01,t3091,1
period1,sc01,t3092,1
period1,sc01,t3093,1
period1,sc01,t3094,1
period1,sc01,t3095,1
period1,sc01,t3096,1
period1,sc01,t3097,1
period1,sc01,t3098,1
period1,sc01,t3099,1
period1,sc01,t3100,1
period1,sc01,t3101,1
period1,sc01,t3102,1
period1,sc01,t3103,1
period1,sc01,t3104,1
period1,sc01,t3105,1
period1,sc01,t3106,1
period1,sc01,t3107,1
period1,sc01,t3108,1
period1,sc01,t3109,1
period1,sc01,t3110,1
period1,sc01,t3111,1
period1,sc01,t3112,1
period1,sc01,t3113,1
period1,sc01,t3114,1
period1,sc01,t3115,1
period1,sc01,t3116,1
period1,sc01,t3117,1
period1,sc01,t3118,1
period1,sc01,t3119,1
period1,sc01,t3120,1
period1,sc01,t3121,1
period1,sc01,t3122,1
period1,sc01,t3123,1
period1,sc01,t3124,1
period1,sc01,t3125,1
period1,sc01,t3126,1
period1,sc01,t3127,1
period1,sc01,t3128,1
period1,sc01,t3129,1
period1,sc01,t3130,1
period1,sc01,t3131,1
period1,sc01,t3132,1
period1,sc01,t3133,1
period1,sc01,t3134,1
period1,sc01,t3135,1
period1,sc01,t3136,1
period1,sc01,t3137,1
period1,sc01,t3138,1
period1,sc01,t3139,1
period1,sc01,t3140,1
period1,sc01,t3141,1
period1,sc01,t3142,1
period1,sc01,t3143,1
period1,sc01,t3144,1
period1,sc01,t3145,1
period1,sc01,t3146,1
period1,sc01,t3147,1
period1,sc01,t3148,1
period1,sc01,t3149,1
period1,sc01,t3150,1
period1,sc01,t3151,1
period1,sc01,t3152,1
period1,sc01,t3153,1
period1,sc01,t3154,1
period1,sc01,t3155,1
period1,sc01,t3156,1
period1,sc01,t3157,1
period1,sc01,t3158,1
period1,sc01,t3159,1
period1,sc01,t3160,1
period1,sc01,t3161,1
period1,sc01,t3162,1
period1,sc01,t3163,1
period1,sc01,t3164,1
period1,sc01,t3165,1
period1,sc01,t3166,1
period1,sc01,t3167,1
period1,sc01,t3168,1
period1,sc01,t3169,1
period1,sc01,t3170,1
period1,sc01,t3171,1
period1,sc01,t3172,1
period1,sc01,t3173,1
period1,sc01,t3174,1
period1,sc01,t3175,1
period1,sc01,t3176,1
period1,sc01,t3177,1
period1,sc01,t3178,1
period1,sc01,t3179,1
period1,sc01,t3180,1
period1,sc01,t3181,1
period1,sc01,t3182,1
period1,sc01,t3183,1
period1,sc01,t3184,1
period1,sc01,t3185,1
period1,sc01,t3186,1
period1,sc01,t3187,1
period1,sc01,t3188,1
period1,sc01,t3189,1
period1,sc01,t3190,1
period1,sc01,t3191,1
period1,sc01,t3192,1
period1,sc01,t3193,1
period1,sc01,t3194,1
period1,sc01,t3195,1
period1,sc01,t3196,1
period1,sc01,t3197,1
period1,sc01,t3198,1
period1,sc01,t3199,1
period1,sc01,t3200,1
period1,sc01,t3201,1
period1,sc01,t3202,1
period1,sc01,t3203,1
period1,sc01,t3204,1
period1,sc01,t3205,1
period1,sc01,t3206,1
period1,sc01,t3207,1
period1,sc01,t3208,1
period1,sc01,t3209,1
period1,sc01,t3210,1
period1,sc01,t3211,1
period1,sc01,t3212,1
period1,sc01,t3213,1
period1,sc01,t3214,1
period1,sc01,t3215,1
period1,sc01,t3216,1
period1,sc01,t3217,1
period1,sc01,t3218,1
period1,sc01,t3219,1
period1,sc01,t3220,1
period1,sc01,t3221,1
period1,sc01,t3222,1
period1,sc01,t3223,1
period1,sc01,t3224,1
period1,sc01,t3225,1
period1,sc01,t3226,1
period1,sc01,t3227,1
period1,sc01,t3228,1
period1,sc01,t3229,1
period1,sc01,t3230,1
period1,sc01,t3231,1
