#          m_log10(Jhet)     b_log10(Jhet) (1/m^2)
SO4        26.61             -3.93
NO3        26.61             -3.93
Cl         26.61             -3.93
NH4        0.0               0.0
MSA        0.0               0.0
ARO1       0.0               8.98
ARO2       0.0               8.98
ALK1       0.0               8.98
OLE1       0.0               8.98
API1       0.0               8.98
API2       0.0               8.98
LIM1       0.0               8.98
LIM2       0.0               8.98
CO3        22.62             -1.35
Na         26.61             -3.93
Ca         22.62             -1.35
OIN        22.62             -1.35
OC         0.0               8.98
BC         18.06             -2.09
H2O        0.0               0.0
