,marker site,latitude,longitude,estacao3,estacao,codigo
482,920752562,39.094,-9.064,OLHALVO (19C/13C),OLHALVO (19C/13C),19C/13C
483,920752546,37.0154,-7.834646,OLH&Atilde;O (31J/05U),OLHÃO (31J/05U),31J/05U
484,920685542,40.52,-8.499,OLIVEIRA DO BAIRRO (10G/01UG),OLIVEIRA DO BAIRRO (10G/01UG),10G/01UG
485,920685544,40.36,-7.866,OLIVEIRA DO HOSPITAL (11J/02C),OLIVEIRA DO HOSPITAL (11J/02C),11J/02C
486,920685546,39.06,-9.237,ORJARI&Ccedil;A (19B/05C),ORJARIÇA (19B/05C),19B/05C
487,920685548,39.111,-8.989,OTA (19D/02UG),OTA (19D/02UG),19D/02UG
488,920685550,41.79,-7.944,OUTEIRO (03J/02UG),OUTEIRO (03J/02UG),03J/02UG
489,920685552,37.167,-8.209,PADERNE (30H/05UG),PADERNE (30H/05UG),30H/05UG
490,920686116,41.735,-7.5,PADRELA (04M/01UG),PADRELA (04M/01UG),04M/01UG
491,920752660,41.415464,-7.401427,PALHEIROS (05M/02U),PALHEIROS (05M/02U),05M/02U
492,920685556,41.589,-8.713,PALME (04E/03UG),PALME (04E/03UG),04E/03UG
493,920686080,40.044,-7.948,PAMPILHOSA DA SERRA (13J/03UG),PAMPILHOSA DA SERRA (13J/03UG),13J/03UG
494,920685558,37.757,-8.306,PAN&Oacute;IAS (27H/01CG),PANÓIAS (27H/01CG),27H/01CG
495,920685560,41.361,-8.633,PARADA (05F/02UG),PARADA (05F/02UG),05F/02UG
496,920685760,42.022,-8.462,PARADA (MON&Ccedil;&Atilde;O) (01G/02UG),PARADA (MONÇÃO) (01G/02UG),01G/02UG
497,920685562,41.37056,-7.934167,PARADAN&Ccedil;A (05J/04G),PARADANÇA (05J/04G),05J/04G
498,920685564,41.76,-7.945,PARADELA DO RIO (03J/03UG),PARADELA DO RIO (03J/03UG),03J/03UG
499,920685566,41.01,-7.605,PARADINHA (07L/14UG),PARADINHA (07L/14UG),07L/14UG
500,920686020,40.476,-7.788,PARANHOS DA BEIRA (11K/03UG),PARANHOS DA BEIRA (11K/03UG),11K/03UG
501,920752350,41.465467,-7.268094,PASSOS (05N/03U),PASSOS (05N/03U),05N/03U
502,920685568,39.676,-8.998,PATAIAS (GARE) (16D/03UG),PATAIAS (GARE) (16D/03UG),16D/03UG
503,920686118,38.896476,-8.013639,PAVIA (20I/01G),PAVIA (20I/01G),20I/01G
504,920685570,41.71,-8.135,PEDRA BELA (03I/06UG),PEDRA BELA (03I/06UG),03I/06UG
505,920685572,39.52,-8.591,PEDROG&Atilde;O (16F/04C),PEDROGÃO (16F/04C),16F/04C
506,920685738,38.117,-7.647,PEDROG&Atilde;O DO ALENTEJO (25L/01UG),PEDROGÃO DO ALENTEJO (25L/01UG),25L/01UG
507,920686022,39.91,-8.143,PEDROG&Atilde;O GRANDE (14I/01UG),PEDROGÃO GRANDE (14I/01UG),14I/01UG
508,920685574,40.432,-7.143,PEGA (11O/01G),PEGA (11O/01G),11O/01G
509,920752608,40.265,-8.301,PENACOVA (12H/01U),PENACOVA (12H/01U),12H/01U
510,920685576,41.212,-8.298,PENAFIEL (06H/01UG),PENAFIEL (06H/01UG),06H/01UG
511,920685740,40.677,-7.716,PENALVA DO CASTELO (10K/02UG),PENALVA DO CASTELO (10K/02UG),10K/02UG
512,920686134,40.162,-7.161,PENAMACOR (12O/01UG),PENAMACOR (12O/01UG),12O/01UG
513,920685578,40.909,-7.84,PENDILHE (08J/05UG),PENDILHE (08J/05UG),08J/05UG
514,920686024,41.974,-8.22,PENEDA (02H/03UG),PENEDA (02H/03UG),02H/03UG
515,920685580,41.661,-8.163,PENEDO (04I/06UG),PENEDO (04I/06UG),04I/06UG
516,920685582,40.984,-7.393,PENEDONO (08M/01U),PENEDONO (08M/01U),08M/01U
517,920685584,37.487,-7.797,PENEDOS (29K/04UG),PENEDOS (29K/04UG),29K/04UG
518,920685586,39.14,-9.084,PENEDOS DE ALENQUER (19C/04C),PENEDOS DE ALENQUER (19C/04C),19C/04C
519,920686026,40.031,-8.39,PENELA (13G/01UG),PENELA (13G/01UG),13G/01UG
520,920685588,40.042,-7.018,PENHA GARCIA (13O/01UG),PENHA GARCIA (13O/01UG),13O/01UG
521,920685780,40.405461,-7.566158,PENHAS DOURADAS (11L/10G),PENHAS DOURADAS (11L/10G),11L/10G
522,920752596,41.732142,-7.034766,PENHAS JUNTAS (03O/02G),PENHAS JUNTAS (03O/02G),03O/02G
523,920685590,37.639,-7.851,PENILHOS (28J/02UG),PENILHOS (28J/02UG),28J/02UG
524,920752352,41.427,-6.869,PEREDO (05P/02U),PEREDO (05P/02U),05P/02U
525,920686174,37.448,-7.593,PEREIRO (29L/01UG),PEREIRO (29L/01UG),29L/01UG
526,920752466,39.038739,-9.11249,PEREIRO DA PALHACANA (19C/11U),PEREIRO DA PALHACANA (19C/11U),19C/11U
527,920686160,39.391,-8.663,PERNES (17F/01UG),PERNES (17F/01UG),17F/01UG
528,920686028,37.174,-7.68,PICOTA (30K/02C),PICOTA (30K/02C),30K/02C
529,920752370,40.946,-7.951,PIC&Atilde;O (08J/03U),PICÃO (08J/03U),08J/03U
530,920685592,41.705,-8.053,PINC&Atilde;ES (03I/08UG),PINCÃES (03I/08UG),03I/08UG
531,920685594,40.806,-7.963,PINDELO DOS MILAGRES (R.E.) (09J/02UG),PINDELO DOS MILAGRES (R.E.) (09J/02UG),09J/02UG
532,920685596,41.665,-6.763,PINELA (03Q/02UG),PINELA (03Q/02UG),03Q/02UG
533,920685598,41.635,-6.552,PINELO (04R/02G),PINELO (04R/02G),04R/02G
534,920686030,40.771,-7.061,PINHEL (09O/01G),PINHEL (09O/01G),09O/01G
535,920685602,41.84,-7.95,PIT&Otilde;ES DAS J&Uacute;NIAS (02J/01G),PITÕES DAS JÚNIAS (02J/01G),02J/01G
536,920685604,39.903,-8.625,POMBAL (14F/01UG),POMBAL (14F/01UG),14F/01UG
537,920685606,41.63881,-6.888094,POMBARES (04P/01UG),POMBARES (04P/01UG),04P/01UG
538,920686032,39.215421,-8.218039,POMBAS (18H/02UG),POMBAS (18H/02UG),18H/02UG
539,920752380,40.849,-7.499,PONTE ABADE (R.E.) (08M/06UG),PONTE ABADE (R.E.) (08M/06UG),08M/06UG
540,920685608,41.803,-8.42,PONTE DA BARCA (03G/02C),PONTE DA BARCA (03G/02C),03G/02C
541,920685610,41.768,-8.596,PONTE DE LIMA (03F/01G),PONTE DE LIMA (03F/01G),03F/01G
542,920752554,38.391812,-7.393006,PONTE MOUR&Atilde;O (23M/02C),PONTE MOURÃO (23M/02C),23M/02C
543,920685612,41.215,-7.085,PONTE SABOR (06O/02UG),PONTE SABOR (06O/02UG),06O/02UG
544,920752678,39.258383,-8.008326,PONTE S&Ocirc;R (18I/02U),PONTE SÔR (18I/02U),18I/02U
545,920685614,39.162,-8.834,PONT&Eacute;VEL (19E/03UG),PONTÉVEL (19E/03UG),19E/03UG
546,920686034,37.132,-8.394,PORCHES (31G/02UG),PORCHES (31G/02UG),31G/02UG
547,920685616,41.392,-6.81,PORRAIS (05Q/05G),PORRAIS (05Q/05G),05Q/05G
548,920752574,41.982,-8.335,PORTA COVA (02G/02U),PORTA COVA (02G/02U),02G/02U
549,920685618,38.306,-7.708,PORTEL (24K/01UG),PORTEL (24K/01UG),24K/01UG
550,920685620,41.815,-8.135,PORTELA DO HOMEM (03I/01G),PORTELA DO HOMEM (03I/01G),03I/01G
551,920686082,41.718,-8.417,PORTELA DO VADE (03G/03UG),PORTELA DO VADE (03G/03UG),03G/03UG
552,920686036,42.052,-8.172,PORTELINHA (01H/02G),PORTELINHA (01H/02G),01H/02G
553,920752614,39.646,-8.896,PORTO CARRO (16D/02U),PORTO CARRO (16D/02U),16D/02U
554,920752668,41.849,-8.201,PORTO CH&Atilde;O (02H/06U),PORTO CHÃO (02H/06U),02H/06U
555,920685622,39.61,-8.823,PORTO DE M&Oacute;S (16E/03UG),PORTO DE MÓS (16E/03UG),16E/03UG
556,920752542,37.115397,-8.151319,PO&Ccedil;O DE BOLIQUEIME (31I/03U),POÇO DE BOLIQUEIME (31I/03U),31I/03U
557,920685630,39.199,-9.064,PRAGAN&Ccedil;A (18C/01G),PRAGANÇA (18C/01G),18C/01G
558,1581625194,40.457,-8.791,PRAIA DE MIRA (11E/01C),PRAIA DE MIRA (11E/01C),11E/01C
559,920752482,38.980152,-7.422466,PRAZERES (20M/02U),PRAZERES (20M/02U),20M/02U
560,920685632,39.748,-7.929,PROEN&Ccedil;A-A-NOVA (15J/01UC),PROENÇA-A-NOVA (15J/01UC),15J/01UC
561,920685600,40.599,-7.067,P&Iacute;NZIO (10O/01UG),PÍNZIO (10O/01UG),10O/01UG
562,920752406,39.932,-7.518,P&Oacute;VOA DE RIO DE MOINHOS (14L/01U),PÓVOA DE RIO DE MOINHOS (14L/01U),14L/01U
563,920685628,41.396,-8.758,P&Oacute;VOA DE VARZIM (05E/03UG),PÓVOA DE VARZIM (05E/03UG),05E/03UG
564,920685624,41.573,-8.266,P&Oacute;VOA DO LANHOSO (04H/01UG),PÓVOA DO LANHOSO (04H/01UG),04H/01UG
565,920685626,39.512,-7.516,P&Oacute;VOA E MEADAS (16L/04UG),PÓVOA E MEADAS (16L/04UG),16L/04UG
566,920685634,40.804339,-7.745857,QUEIRIGA (09K/02UG),QUEIRIGA (09K/02UG),09K/02UG
567,920685636,37.058,-7.818,QUELFES (31K/02UG),QUELFES (31K/02UG),31K/02UG
568,920685638,40.836008,-7.578912,QUINTA DA FUMADINHA (08L/07UG),QUINTA DA FUMADINHA (08L/07UG),08L/07UG
569,920685640,41.612,-6.875,QUINTA DAS LAMPA&Ccedil;AS (04P/02G),QUINTA DAS LAMPAÇAS (04P/02G),04P/02G
570,920685642,38.734,-9.424,QUINTA DO PIS&Atilde;O (21A/08UG),QUINTA DO PISÃO (21A/08UG),21A/08UG
571,920685644,40.476009,-7.254174,RAMELA (11N/01UG),RAMELA (11N/01UG),11N/01UG
572,920752468,39.10847,-8.581096,RAPOSA (19F/01G),RAPOSA (19F/01G),19F/01G
573,920685646,41.736,-7.16,REBORDELO (03O/01UC),REBORDELO (03O/01UC),03O/01UC
574,920685648,38.647,-7.549,REDONDO (22L/01U),REDONDO (22L/01U),22L/01U
575,920685650,39.767,-8.357,REGO DA MURTA (15G/02G),REGO DA MURTA (15G/02G),15G/02G
576,920685652,38.423199,-7.526897,REGUENGOS (23L/01G),REGUENGOS (23L/01G),23L/01G
577,920685654,37.7032,-8.482363,REL&Iacute;QUIAS (27G/01G),RELÍQUIAS (27G/01G),27G/01G
578,920685656,38.709445,-8.10106,REPRESA (21I/01UG),REPRESA (21I/01UG),21I/01UG
579,920685658,40.134314,-8.734183,REVELES (ABRUNHEIRA) (13E/01UG),REVELES (ABRUNHEIRA) (13E/01UG),13E/01UG
580,920752330,39.33349,-7.41581,RIBEIRA DE NISA (17M/04U),RIBEIRA DE NISA (17M/04U),17M/04U
581,920686148,41.52657,-7.78477,RIBEIRA DE PENA (04K/01UG),RIBEIRA DE PENA (04K/01UG),04K/01UG
582,920685660,40.736551,-8.300862,RIBEIRADIO (09H/04UG),RIBEIRADIO (09H/04UG),09H/04UG
583,920685662,41.93743,-6.618101,RIO ONOR (02R/01UG),RIO ONOR (02R/01UG),02R/01UG
584,920685664,41.537968,-7.280597,RIO TORTO (04N/01C),RIO TORTO (04N/01C),04N/01C
585,920686084,39.728,-7.087,ROSMANINHAL (15O/01UG),ROSMANINHAL (15O/01UG),15O/01UG
586,920685666,37.602,-8.081,ROS&Aacute;RIO (ALMOD&Ocirc;VAR) (28I/02U),ROSÁRIO (ALMODÔVAR) (28I/02U),28I/02U
587,920685668,38.62126,-7.347177,ROS&Aacute;RIO (CAPELINS) (22M/03UG),ROSÁRIO (CAPELINS) (22M/03UG),22M/03UG
588,920685702,37.489792,-8.494183,SAB&Oacute;IA (29G/01UG),SABÓIA (29G/01UG),29G/01UG
589,920686102,38.794,-9.113,SACAV&Eacute;M DE CIMA (21C/01U),SACAVÉM DE CIMA (21C/01U),21C/01U
590,920685704,41.679,-8.09,SALAMONDE (03I/09UG),SALAMONDE (03I/09UG),03I/09UG
591,920685706,37.245226,-8.048559,SALIR (30I/03UG),SALIR (30I/03UG),30I/03UG
592,920685708,39.442,-9.102,SALIR DE MATOS (17C/05UG),SALIR DE MATOS (17C/05UG),17C/05UG
593,920685710,41.635,-7.943,SALTO (04J/02C),SALTO (04J/02C),04J/02C
594,920685712,37.927,-7.788,SALVADA (26K/01UG),SALVADA (26K/01UG),26K/01UG
595,920685714,41.54,-8.37,SAMEIRO (04G/02UG),SAMEIRO (04G/02UG),04G/02UG
596,920685716,41.76548,-6.75143,SAMIL (03Q/03UG),SAMIL (03Q/03UG),03Q/03UG
597,920752602,41.132,-7.851,SAMODAIS (07K/03U),SAMODAIS (07K/03U),07K/03U
598,920685718,41.3802,-6.563915,SANHOANE (05R/01UG),SANHOANE (05R/01UG),05R/01UG
599,920686048,37.635,-7.981,SANTA BARBARA DE PADR&Otilde;ES (28J/03UG),SANTA BARBARA DE PADRÕES (28J/03UG),28J/03UG
600,920752448,39.446,-9.014,SANTA CATARINA (17C/03U),SANTA CATARINA (17C/03U),17C/03U
601,920685832,37.148735,-7.784648,SANTA CATARINA (TAVIRA) (31K/01UG),SANTA CATARINA (TAVIRA) (31K/01UG),31K/01UG
602,920685830,39.665,-8.694,SANTA CATARINA DA SERRA (16E/05U),SANTA CATARINA DA SERRA (16E/05U),16E/05U
603,920685742,37.966247,-7.874388,SANTA CLARA DO LOUREDO (26J/03UG),SANTA CLARA DO LOUREDO (26J/03UG),26J/03UG
604,920752516,37.484012,-8.141605,SANTA CLARA-A-NOVA (29I/02C),SANTA CLARA-A-NOVA (29I/02C),29I/02C
605,920685834,40.433216,-8.117795,SANTA COMBA D&Atilde;O (11I/01G),SANTA COMBA DÃO (11I/01G),11I/01G
606,920752662,41.365469,-7.084755,SANTA COMBA VILARI&Ccedil;A (05O/02U),SANTA COMBA VILARIÇA (05O/02U),05O/02U
607,920685836,41.576309,-6.888092,SANTA COMBINHA (04P/04UG),SANTA COMBINHA (04P/04UG),04P/04UG
608,920686050,37.442524,-7.919496,SANTA CRUZ (29J/03UG),SANTA CRUZ (29J/03UG),29J/03UG
609,920686168,39.003,-7.249,SANTA EUL&Aacute;LIA (19N/02U),SANTA EULÁLIA (19N/02U),19N/02U
610,920685838,37.882,-7.557,SANTA IRIA (26L/02UG),SANTA IRIA (26L/02UG),26L/02UG
611,920752360,41.121289,-7.627532,SANTA LEUC&Aacute;DIA (07L/08U),SANTA LEUCÁDIA (07L/08U),07L/08U
612,920685840,37.247,-8.191,SANTA MARGARIDA (30H/04UG),SANTA MARGARIDA (30H/04UG),30H/04UG
613,920685744,41.500746,-7.745995,SANTA MARTA DA MONTANHA (04K/02G),SANTA MARTA DA MONTANHA (04K/02G),04K/02G
614,920686052,38.575,-7.658,SANTA SUSANA (22L/02UG),SANTA SUSANA (22L/02UG),22L/02UG
615,920686088,37.964469,-8.022717,SANTA VIT&Oacute;RIA (26I/01UG),SANTA VITÓRIA (26I/01UG),26I/01UG
616,920752624,39.037351,-9.068879,SANTANA CARNOTA (19C/12U),SANTANA CARNOTA (19C/12U),19C/12U
617,920685720,37.501618,-8.297854,SANTANA DA SERRA (28H/03UG),SANTANA DA SERRA (28H/03UG),28H/03UG
618,920685722,39.252,-8.702,SANTAR&Eacute;M (ESA) (18E/01C),SANTARÉM (ESA) (18E/01C),18E/01C
619,920685724,38.541,-8.168,SANTIAGO DO ESCOURAL (22H/02UG),SANTIAGO DO ESCOURAL (22H/02UG),22H/02UG
620,920685784,38.542368,-7.483011,SANTIAGO MAIOR (22M/01UG),SANTIAGO MAIOR (22M/01UG),22M/01UG
621,920685844,38.919862,-7.414836,SANTO ALEIXO (SORRAIA) (20M/01UG),SANTO ALEIXO (SORRAIA) (20M/01UG),20M/01UG
622,920685842,38.062922,-7.149105,SANTO ALEIXO DA RESTAURA&Ccedil;&Atilde;O (25O/01UG),SANTO ALEIXO DA RESTAURAÇÃO (25O/01UG),25O/01UG
623,920685846,38.86,-8.746,SANTO ESTEV&Atilde;O (20E/02UG),SANTO ESTEVÃO (20E/02UG),20E/02UG
624,920752664,41.349,-8.468,SANTO TIRSO (05G/02C),SANTO TIRSO (05G/02C),05G/02C
625,920685848,40.184,-8.602,SANTO VAR&Atilde;O (12F/02C),SANTO VARÃO (12F/02C),12F/02C
626,920685786,37.328,-7.47,SAPAL DE ODELEITE (Ex. FONTE DO PENEDO) (29M/02UG),SAPAL DE ODELEITE (Ex. FONTE DO PENEDO) (29M/02UG),29M/02UG
627,920685788,41.929,-8.667,SAPARDOS (02F/01UG),SAPARDOS (02F/01UG),02F/01UG
628,920752446,39.4893,-9.065002,SAPEIROS (17C/01C),SAPEIROS (17C/01C),17C/01C
629,920686086,39.538,-8.16,SARDOAL (16I/04UG),SARDOAL (16I/04UG),16I/04UG
630,920685790,39.739,-7.619,SARNADAS DE R&Oacute;D&Atilde;O (15L/02UG),SARNADAS DE RÓDÃO (15L/02UG),15L/02UG
631,920752404,39.948771,-7.768054,SARNADAS DE S&Atilde;O SIM&Atilde;O (14K/02U),SARNADAS DE SÃO SIMÃO (14K/02U),14K/02U
632,920685792,39.71,-7.717,SARNADINHA (15K/03U),SARNADINHA (15K/03U),15K/03U
633,920752682,39.84877,-7.701384,SARZEDAS (14K/03U),SARZEDAS (14K/03U),14K/03U
634,920752364,41.009621,-7.65864,SARZEDO (07L/13U),SARZEDO (07L/13U),07L/13U
635,920686038,39.14876,-7.784698,SEDA (19K/01UG),SEDA (19K/01UG),19K/01UG
636,920685796,40.423,-7.711,SEIA (11K/01UG),SEIA (11K/01UG),11K/01UG
637,920685798,41.788,-8.325,SEIXAS (EX. PORTUZELO) (03H/04G),SEIXAS (EX. PORTUZELO) (03H/04G),03H/04G
638,920685800,40.744,-8.21,SEJ&Atilde;ES (OLIVEIRA DE FRADES) (09H/02UG),SEJÃES (OLIVEIRA DE FRADES) (09H/02UG),09H/02UG
639,920686040,41.603254,-6.834759,SENDAS (04P/03UG),SENDAS (04P/03UG),04P/03UG
640,920752512,37.546,-7.954,SENHORA GRA&Ccedil;A DOS PADR&Otilde;ES (28J/04U),SENHORA GRAÇA DOS PADRÕES (28J/04U),28J/04U
641,920685802,40.895,-7.493,SERNANCELHE (08M/02G),SERNANCELHE (08M/02G),08M/02G
642,920685804,37.942636,-7.603831,SERPA (26L/01UG),SERPA (26L/01UG),26L/01UG
643,920752426,39.51,-8.725,SERRA DE SANTO ANT&Oacute;NIO (16E/04U),SERRA DE SANTO ANTÓNIO (16E/04U),16E/04U
644,920685806,39.809,-8.098,SERT&Atilde; (15I/01UG),SERTÃ (15I/01UG),15I/01UG
645,920685808,41.811837,-7.871578,SEZELHE (03J/01UG),SEZELHE (03J/01UG),03J/01UG
646,920685810,40.142,-7.67,SILVARES (13K/02UG),SILVARES (13K/02UG),13K/02UG
647,920686042,41.97,-8.368,SISTELO (02G/04UG),SISTELO (02G/04UG),02G/04UG
648,920685812,41.872,-8.265,SOAJO (02H/10UG),SOAJO (02H/10UG),02H/10UG
649,920685814,41.045,-8.271,SOBRADO DE PAIVA (07H/02G),SOBRADO DE PAIVA (07H/02G),07H/02G
650,920686140,38.998,-9.329,SOBRAL DA ABELHEIRA (20B/02UG),SOBRAL DA ABELHEIRA (20B/02UG),20B/02UG
651,920685816,38.018,-7.26,SOBRAL DA ADI&Ccedil;A (25N/01UG),SOBRAL DA ADIÇA (25N/01UG),25N/01UG
652,920686044,40.619,-7.281,SOBRAL DA SERRA (10N/04UG),SOBRAL DA SERRA (10N/04UG),10N/04UG
653,920685818,39.021,-9.151,SOBRAL DE MONTE AGRA&Ccedil;O (19C/01UG),SOBRAL DE MONTE AGRAÇO (19C/01UG),19C/01UG
654,920685820,40.20922,-7.742752,SOBRAL DE S&Atilde;O MIGUEL (12K/01UG),SOBRAL DE SÃO MIGUEL (12K/01UG),12K/01UG
655,920685822,40.693,-7.461,SOBRAL DO PICHORRO (09M/03UG),SOBRAL DO PICHORRO (09M/03UG),09M/03UG
656,920685772,37.299787,-8.060861,SOBREIRA (30I/02UG),SOBREIRA (30I/02UG),30I/02UG
657,920686046,40.052092,-8.625013,SOURE (13F/01G),SOURE (13F/01G),13F/01G
658,920685824,38.949413,-7.673635,SOUSEL (20K/01UG),SOUSEL (20K/01UG),20K/01UG
659,920685826,41.827586,-7.568523,SOUTELINHO DA RAIA (03L/01UG),SOUTELINHO DA RAIA (03L/01UG),03L/01UG
660,920685828,41.752967,-7.534774,SOUTELO (CHAVES) (03L/02UG),SOUTELO (CHAVES) (03L/02UG),03L/02UG
661,920685774,41.393253,-6.72864,SOUTELO (MOGADOURO) (05Q/02G),SOUTELO (MOGADOURO) (05Q/02G),05Q/02G
662,920752588,41.799,-8.435,SOUTO (03G/01U),SOUTO (03G/01U),03G/01U
663,920685794,40.739,-7.736,S&Aacute;T&Atilde;O (09K/01G),SÁTÃO (09K/01G),09K/01G
664,920685670,37.359073,-8.163492,S&Atilde;O BARNAB&Eacute; (29I/01UG),SÃO BARNABÉ (29I/01UG),29I/01UG
665,920685672,37.246,-8.276,S&Atilde;O BARTOLOMEU DE MESSINES (30H/03UG),SÃO BARTOLOMEU DE MESSINES (30H/03UG),30H/03UG
666,920685674,41.69608,-8.208752,S&Atilde;O BENTO DA PORTA ABERTA (03H/03UG),SÃO BENTO DA PORTA ABERTA (03H/03UG),03H/03UG
667,920752484,38.906,-7.494,S&Atilde;O BENTO DE ANA LOURA (20M/03U),SÃO BENTO DE ANA LOURA (20M/03U),20M/03U
668,920685676,37.162693,-7.896526,S&Atilde;O BR&Aacute;S DE ALPORTEL (31J/01C),SÃO BRÁS DE ALPORTEL (31J/01C),31J/01C
669,920752666,41.265457,-7.701426,S&Atilde;O CIBR&Atilde;O (06K/02U),SÃO CIBRÃO (06K/02U),06K/02U
670,920685678,37.931058,-8.541379,S&Atilde;O DOMINGOS (26F/01UG),SÃO DOMINGOS (26F/01UG),26F/01UG
671,920685680,38.764309,-8.195946,S&Atilde;O GERALDO (21H/01UG),SÃO GERALDO (21H/01UG),21H/01UG
672,920752456,40.44933,-8.12933,S&Atilde;O JOANINHO (11I/02U),SÃO JOANINHO (11I/02U),11I/02U
673,920685682,39.28,-8.859,S&Atilde;O JO&Atilde;O DA RIBEIRA (18D/02UG),SÃO JOÃO DA RIBEIRA (18D/02UG),18D/02UG
674,920686120,37.612,-7.791,S&Atilde;O JO&Atilde;O DOS CALDEIREIROS (28K/01UG),SÃO JOÃO DOS CALDEIREIROS (28K/01UG),28K/01UG
675,920685684,39.312026,-7.306337,S&Atilde;O JULI&Atilde;O (18N/01UG),SÃO JULIÃO (18N/01UG),18N/01UG
676,920685686,38.843,-9.123,S&Atilde;O JULI&Atilde;O DO TOJAL (20C/01C),SÃO JULIÃO DO TOJAL (20C/01C),20C/01C
677,920685688,38.46,-7.751,S&Atilde;O MAN&Ccedil;OS (23K/01UG),SÃO MANÇOS (23K/01UG),23K/01UG
678,920685690,37.704017,-7.939108,S&Atilde;O MARCOS DA ATABOEIRA (27J/01UG),SÃO MARCOS DA ATABOEIRA (27J/01UG),27J/01UG
679,920685768,37.36667,-8.380984,S&Atilde;O MARCOS DA SERRA (29G/02G),SÃO MARCOS DA SERRA (29G/02G),29G/02G
680,920685692,40.883,-8.033,S&Atilde;O MARTINHO DAS MOITAS (08I/03UG),SÃO MARTINHO DAS MOITAS (08I/03UG),08I/03UG
681,920685770,38.521242,-8.496913,S&Atilde;O MARTINHO DE CASEBRES (22G/01UG),SÃO MARTINHO DE CASEBRES (22G/01UG),22G/01UG
682,920685694,40.02,-7.315,S&Atilde;O MIGUEL DE ACHA (13N/01UG),SÃO MIGUEL DE ACHA (13N/01UG),13N/01UG
683,920752518,37.472904,-7.898546,S&Atilde;O PEDRO DE S&Oacute;LIS (29J/04U),SÃO PEDRO DE SÓLIS (29J/04U),29J/04U
684,920752436,39.632098,-7.868046,S&Atilde;O PEDRO DO ESTEVAL (16J/01U),SÃO PEDRO DO ESTEVAL (16J/01U),16J/01U
685,920685696,40.75,-8.07,S&Atilde;O PEDRO DO SUL (09I/01C),SÃO PEDRO DO SUL (09I/01C),09I/01C
686,920752348,41.4988,-7.334762,S&Atilde;O PEDRO VEIGA LILA (05N/02U),SÃO PEDRO VEIGA LILA (05N/02U),05N/02U
687,920752590,41.949,-8.418,S&Atilde;O SEBASTI&Atilde;O (03H/01U),SÃO SEBASTIÃO (03H/01U),03H/01U
688,920752480,38.846,-8.515,S&Atilde;O TORCATO (20F/02G),SÃO TORCATO (20F/02G),20F/02G
689,920685700,40.038,-7.559,S&Atilde;O VICENTE DA BEIRA (13L/04UG),SÃO VICENTE DA BEIRA (13L/04UG),13L/04UG
690,920685746,41.785,-7.784005,S&Atilde;O VICENTE DE CH&Atilde; (03K/03UG),SÃO VICENTE DE CHÃ (03K/03UG),03K/03UG
691,920752362,41.115457,-7.568087,TABUA&Ccedil;O (07L/09G),TABUAÇO (07L/09G),07L/09G
692,920685852,41.487,-8.342,TAIPAS (05G/04UG),TAIPAS (05G/04UG),05G/04UG
693,920685854,40.763,-7.317,TAMANHOS (09N/01UG),TAMANHOS (09N/01UG),09N/01UG
694,920685856,41.606,-8.636,TAMEL (04F/02UG),TAMEL (04F/02UG),04F/02UG
695,920685858,41.015,-7.774,TAROUCA (07K/08U),TAROUCA (07K/08U),07K/08U
696,920685860,40.195,-8.501,TAVEIRO (12G/03U),TAVEIRO (12G/03U),12G/03U
697,920686124,41.707,-7.853,TELHADO (03J/06UG),TELHADO (03J/06UG),03J/06UG
698,920685862,40.241,-8.593,TENT&Uacute;GAL (12F/01UG),TENTÚGAL (12F/01UG),12F/01UG
699,920685864,41.95272,-8.24944,TIBO DA GAVIEIRA (02H/05G),TIBO DA GAVIEIRA (02H/05G),02H/05G
700,920686090,41.728,-7.307,TINHELA (03N/02UG),TINHELA (03N/02UG),03N/02UG
701,920685866,39.279,-8.236,TOJEIRAS DE CIMA (18H/04UG),TOJEIRAS DE CIMA (18H/04UG),18H/04UG
702,920685868,39.606,-8.392,TOMAR (16G/01UG),TOMAR (16G/01UG),16G/01UG
703,10065708584,38.7756972222222,-9.41125555555556,TORGAS (R.E.) (21A/13G),TORGAS (R.E.) (21A/13G),21A/13G
704,920685872,41.65654,-7.115887,TORRE DE DONA CHAMA (04O/01G),TORRE DE DONA CHAMA (04O/01G),04O/01G
705,920685874,41.372,-7.61,TORRE DO PINH&Atilde;O (05L/03UG),TORRE DO PINHÃO (05L/03UG),05L/03UG
706,920685876,39.453,-8.529,TORRES NOVAS (17F/05UG),TORRES NOVAS (17F/05UG),17F/05UG
707,920685878,39.091,-9.265,TORRES VEDRAS (19B/01UG),TORRES VEDRAS (19B/01UG),19B/01UG
708,920685870,38.29,-8.229,TORR&Atilde;O (24H/01UG),TORRÃO (24H/01UG),24H/01UG
709,920685880,40.897,-7.748,TOURO (08K/01UG),TOURO (08K/01UG),08K/01UG
710,920752454,40.77824,-7.351068,TRANCOSO (09M/02U),TRANCOSO (09M/02U),09M/02U
711,920685882,41.827972,-7.305606,TRAVANCAS (03N/01G),TRAVANCAS (03N/01G),03N/01G
712,920752356,41.215,-7.068,TRAVELO (06O/03U),TRAVELO (06O/03U),06O/03U
713,920685884,37.886,-7.893,TRINDADE (26J/01UG),TRINDADE (26J/01UG),26J/01UG
714,920685886,40.275431,-8.451962,TROUXEMIL (12G/04UG),TROUXEMIL (12G/04UG),12G/04UG
715,920685888,41.627,-8.445,TURIZ (04G/03UG),TURIZ (04G/03UG),04G/03UG
