States,Not_graduated,HDI,Health_Index,Education_Index,Income_Index,Homeless_Ratio,Unsheltered_Homeless,Coal,Natural_Gas
Indiana,11.7880936467036,4.670224751405317,4.648932800000001,4.80875416301701,4.55298729119894,8.9,9.943714821763603,75.20787661709812,15.634589839238929
Iowa,8.411473093243103,5.224389275814272,5.605232329166666,5.2553544979263,4.81258100034985,9.9,6.588769879909121,52.614974045215625,4.232581709378919
Kansas,9.4771851217169,5.100098579002914,5.315368554166664,5.35528720340728,4.6296399794348,8.9,11.78516228748068,54.01908102079982,2.5784672890824383
Kentucky,14.537595560356493,4.258061203461966,3.8778259666666655,4.515201240139,4.38115640358023,11,16.35081533715293,86.9251112989756,7.12169686678001
Louisiana,15.774296400367007,4.410197631118469,4.242148520833335,4.53671328462136,4.45173108790071,8.799999999999999,29.184023523646164,14.066067048308767,61.41302878889
Maine,7.502561911123493,5.077757314208724,5.284819570833333,5.48702576840429,4.46142660338855,17.8,2.4873524451939293,0.7827180461389808,25.14129440056076
Maryland,9.8271973043895,6.035977353436952,5.485665537499997,6.06422613009777,6.55804039271309,14.000000000000002,21.40643623361144,38.29340212812436,12.526541607627264
Massachusetts,9.501510436676597,6.3645125722701215,6.091177895833333,6.54897777079416,6.45338205018287,31.3,2.8057724154246513,7.020713633426498,65.47226608615124
Michigan,9.64145217754701,4.908032861939526,5.023948704166669,5.24122242400089,4.45892745765102,10.6,10.193990110308102,46.7966954566511,17.7374956916786
Minnesota,7.118230842288995,5.900725127308005,6.241012766666666,5.74949709838357,5.71166551687378,13.8,11.144977471508085,43.34362681153774,12.968529461194015
Mississippi,16.01421414126139,4.048382553291635,3.686273712500003,4.54615332300299,3.91272062437191,6.6000000000000005,42.46091780131114,9.882359615814382,69.67021487923073
Missouri,10.323126309703497,4.827923191957878,4.798921908333333,5.12468239129169,4.56016527624861,10.7,16.52267818574514,78.10314283942408,5.495467859919337
Montana,7.627619430851595,4.572693632844222,5.228930145833335,4.92310128272081,3.56604946997852,16.7,51.02399063779989,54.64810204460719,2.0449041018857126
Nebraska,9.211445641545197,5.276175146934005,5.754975441666664,5.38880105917144,4.68474893996391,14.6,4.482507288629738,60.64033271393598,1.0799758726633852
Nevada,14.001746476038804,4.682747816767615,5.135487658333334,4.31432598898162,4.59842980298789,30.8,48.209996568683515,6.805397852996037,74.26863631073944
New Hampshire,6.952847078273308,5.734909524481073,5.594189516666669,5.99728200956603,5.61325704721052,10.9,9.134948096885813,4.679591362723611,30.23444919494723
New Jersey,10.835460090607299,6.24947317118687,6.096378762499999,6.13901520663301,6.5130255444276,11.3,9.645474351356704,2.3577575103010555,49.55772813041239
New Mexico,14.364441797588995,4.465579480368414,4.9993098750000025,4.781575333955,3.61585323215024,12.6,17.268923545074173,62.50354189750542,28.63676959621115
New York,13.703796934851098,5.9222857695312285,6.371408333333335,5.72229384322265,5.6731551320377,44.7,4.557507082152974,1.7168759486423355,41.06207228206543
North Carolina,12.7997253241643,4.845086434499357,5.012549237499998,5.03558007957166,4.48712998642641,10.7,22.695367337388863,31.094829445126464,28.464084910445013
North Dakota,8.754677329440497,5.234556080089084,5.798463820833332,4.47538773616746,5.42981668326646,17.599999999999998,37.24137931034483,74.64193183167507,1.9136405655068873
Ohio,9.9216158628344,4.775456137349466,4.6236364166666695,5.05615861580035,4.64657337958138,9.6,9.828295474870327,58.82970645802228,22.998551004414093
Oklahoma,12.063279822754296,4.453790780473146,4.163284054166668,4.68839872448918,4.50968956276359,9.700000000000001,20.598358485570557,32.66150566418368,45.033241744111386
Oregon,9.716590825202303,5.150125024118739,5.702113091666666,5.26849926026468,4.47976272042487,33.300000000000004,55.91259640102828,4.108348633627363,28.059554628594924
Pennsylvania,10.0787080955795,5.110305261533459,5.1335944374999976,5.30606608936477,4.89125525773561,12.1,9.260099863822061,30.123755820829633,27.708449549993386
Rhode Island,11.606738260456595,5.646283062628484,5.858944200000002,5.63658859700068,5.44331639088477,10.5,3.2403240324032403,0,94.91173031807521
South Carolina,13.409579211186696,4.565056388203367,4.584178199999999,4.82235151888528,4.28863944572482,11.1,35.412775494957046,23.44416676741887,17.14381705928569
South Dakota,8.576721767472492,5.090702432756959,5.411297991666668,5.18617015091574,4.67463915568847,12.1,13.127413127413126,15.520335080342818,8.02190753421067
Tennessee,13.094376303784898,4.413739804556628,4.2187676499999975,4.62220866182906,4.40024310184083,13.900000000000002,35.55847857064562,40.66539788878324,12.396164491176958
Texas,17.0509895024952,4.953492210657451,5.464431583333335,4.75409266935498,4.64195237928404,8.799999999999999,31.615845932933524,27.02249163108138,52.849601718295126
Utah,8.092190290358502,5.1843113484129715,5.677128708333333,5.46237047332786,4.41343486357772,10.299999999999999,7.471074380165289,75.46401211753667,19.589600449306207
Vermont,8.139553405437212,5.420397618249939,5.708450458333333,5.66274504290522,4.88999735351126,24.3,9.848982271831911,0,0.07532616532302211
Virginia,10.887641689923598,5.703005725405826,5.6284073125,5.80371196542574,5.67689789829174,8.4,11.584059420082845,20.413577793912477,39.430859211848535
Washington,9.252732932281404,5.673268754773701,6.018143050000001,5.32445941458109,5.67720379974001,27.500000000000004,36.67027138369638,4.622593564213013,11.937259076883278
West Virginia,13.8465253841742,3.9425197287999594,3.745770799999999,4.28366414304092,3.79812424335896,9.9,23.542234332425068,94.13630233535751,1.8032023644590076
Wisconsin,7.7841506506829035,5.241629715368808,5.5977620333333356,5.30458365695049,4.8225434558226,10.5,7.297341918441473,56.02839732976626,20.190985609548427
Wyoming,6.752826892630608,5.104514589633122,5.476161041666666,5.186116718324,4.6512660089087,14.2,36.46616541353384,88.00133209387418,1.475097709110178
