States,Not_graduated,HDI,Health_Index,Education_Index,Income_Index,Homeless_Ratio,Unsheltered_Homeless,Coal,Natural_Gas
Alabama,15.1056247329457,4.208729776768186,3.881706866666666,4.65777300573348,4.08670945790441,8.200000000000001,25.869017632241814,27.15839964954288,36.62473724717298
Alaska,7.510967666315111,5.146815570933821,5.132049533333335,4.57974227590121,5.72865490356692,26.5,16.20654396728016,10.621411161321108,49.16060415561843
Arizona,13.246442090519295,5.015567137393817,5.719299412500002,4.81638947103227,4.51101252864918,14.7,29.880759902991105,31.96616080345302,29.747651377143182
Arkansas,14.178452731623508,4.167504829123492,4.140094066666666,4.45757994322865,3.90484047747516,8.6,34.453125,39.12933192904722,26.757449698726198
California,17.57748114791849,5.559036209235834,6.470602937500001,5.24021507078944,4.96629061941806,29.799999999999997,63.67744388187112,0.15143271872176498,59.04287296693489
Colorado,8.596271958000699,5.738258263871155,5.9632294041666665,5.7416254346532,5.5099199527936,18.6,28.323118657691147,60.20050129905522,22.223833122074506
Connecticut,9.334668816178706,6.313129048623748,6.265538970833333,6.24990055567335,6.42394761936456,11.3,15.468248085001235,1.6025060913053433,46.335790742945235
Delaware,10.291736028985298,5.478490656707771,5.252670108333332,5.58122647464166,5.60157538714832,10.2,3.882476390346275,7.664373113157659,85.64995980796942
District of Columbia,10.052174638951499,6.915667761474526,5.1945217249999995,7.57031520072811,7.98216635869547,110.80000000000001,7.454097012880241,0,42.14511627906977
Florida,12.571004788179195,5.042261922111003,5.816787462500001,5.06662223394097,4.24337606989204,18,47.40111420612813,18.071493693429534,65.63431357083681
Georgia,13.538969370979899,4.881957853072731,4.865439395833331,5.17752584610153,4.60290831728333,13.700000000000001,42.08121827411168,28.82412349252896,39.17876846585403
Hawaii,7.739228623300804,5.832247151973301,6.8900263708333345,5.00383468856906,5.60288039651751,53.7,50.433070866141726,13.216186570482732,0
Idaho,9.480595509196505,4.692008140573691,5.548178829166664,4.92728862822734,3.60055696432707,12,23.85554425228891,0.5041968533413501,24.277557517842332
Illinois,11.303565304647904,5.5262515464305295,5.577729191666668,5.65683341147114,5.34419203615378,10.2,20.596493890870455,38.0370869004523,5.601324430513853
