element_name,k_e: x_min,k_e: x_max,k_e: x_0,phi_s: x_min,phi_s: x_max,phi_s: x_0,phi_0_abs: x_min,phi_0_abs: x_max,phi_0_abs: x_0,phi_0_rel: x_min,phi_0_rel: x_max,phi_0_rel: x_0
FM9,1.396622,1.396624,1.396623,-0.186860,-0.186858,-0.186859,5.304985,5.304987,5.304986,3.839112,3.839114,3.839113
FM10,2.174921,2.174923,2.174922,-0.924122,-0.924120,-0.924121,0.823151,0.823153,0.823152,3.169551,3.169553,3.169552
FM12,2.851342,2.851344,2.851343,-0.611273,-0.611271,-0.611272,1.889863,1.889865,1.889864,3.571020,3.571022,3.571021
