"source_code","source_display","target_code","target_display"
"snomedct_446141000124107","Female gender identity","female","Female gender identity"
"snomedct_446151000124109","Male gender identity","male","Male gender identity"
"snomedct_394743007","Gender unknown","unknown","Gender unknown"
"snomedct_33791000087105","Identifies as nonbinary gender","other","Identifies as nonbinary gender"
"snomedct_1220561009","Not recorded","unknown","Not recorded"
