"source_code","source_display","target_code","target_display"
"snomedct_248152002","Female","LA3-6","Female"
"snomedct_248153007","Male","LA2-8","Male"
"snomedct_184115007","Patient sex unknown","LA4489-6","Patient sex unknown"
"snomedct_32570691000036108","Intersex","32570691000036108","Intersex"
"snomedct_1220561009","Not recorded","1220561009","Not recorded"
