"source_code","source_display","target_code","target_display"
"loinc_la6705-3","Homozygous","LA6705-3","Homozygous"
"loinc_la6706-1","(simple) Heterozygous","LA6706-1","(simple) Heterozygous"
"loinc_la26217-2","Compound heterozygous","LA26217-2","Compunt Heterozygous"
"loinc_la26220-6","Double heterozygous","LA26220-6","Double Heterozygous"
"loinc_la6707-9","Hemizygous","LA6707-9","Hemizygous"
"loinc_la6703-8","Heteroplasmic","LA6703-8","Heteroplasmic"
"loinc_la6704-6","Homoplasmic","LA6704-6","Homoplasmic"
"loinc_53034_5_other","Other","",""
