"source_code","source_display","target_code","target_display"
"snomedct_438949009","Alive","false","Not Deceased"
"snomedct_419099009","Dead","true","Deceased"
"snomedct_399307001","Unknown - Lost in follow-up","",""
"snomedct_185924006","Unknown - Opted-out","",""
"snomedct_261665006","Unknown - Other Reason","",""
