"source_code","source_display","target_code","target_display"
"loinc_la9658-1","Wild type","LA9658-1","Wild type"
"loinc_la6692-3","Deletion","LA6692-3","Deletion"
"loinc_la6686-5","Duplication","LA6686-5","Duplication"
"loinc_la6687-3","Insertion","LA6687-3","Insertion"
"loinc_la6688-1","Insertion/Deletion","LA6688-1","Insertion/Deletion"
"loinc_la6689-9","Inversion","LA6689-9","Inversion"
"loinc_la6690-7","Substitution","LA6690-7","Substitution"
"loinc_48019_4_other","Other","",""
