"source_code","source_display","target_code","target_display"
"hl7fhir_partial","Partial","partial","Partial"
"hl7fhir_completed","Completed","completed","Completed"
"hl7fhir_entered-in-error","Entered in Error","entered-in-error","Entered in Error"
"hl7fhir_health-unknown","Health Unknown","health-unknown","Health Unknown"
