"source_code","source_display","target_code","target_display"
"hp_0011009","Acute","0011009","Acute"
"hp_0011010","Chronic","0011010","Chronic"
"hp_0031914","Fluctuating","0031914","Fluctuating"
"hp_0025297","Prolonged","0025297","Prolonged"
"hp_0031796","Recurrent","0031796","Recurrent"
"hp_0031915","Stable","0031915","Stable"
"hp_0011011","Subacute","0011011","Subacute"
"hp_0025153","Transient","0025153","Transient"
