"source_code","source_display","target_code","target_display"
"loinc_la14032-9","NCBI Build 34 (hg16)","LA14032-9","NCBI Build 34 (hg16)"
"loinc_la14029-5","GRCh37 (hg19)","LA14029-5","GRCh37 (hg19)"
"loinc_la14030-3","NCBI Build 36.1 (hg18)","LA14030-3","NCBI Build 36.1 (hg18)"
"loinc_la14031-1","NCBI Build 35 (hg17)","LA14031-1","NCBI Build 35 (hg17)"
"loinc_la26806-2","GRCh38 (hg38)","LA26806-2","GRCh38 (hg38)"
