"source_code","source_display","target_code","target_display"
"hl7fhir_unconfirmed","Unconfirmed","unconfirmed","Unconfirmed"
"hl7fhir_provisional","Provisional","provisional","Provisional"
"hl7fhir_differential","Differential","differential","Differential"
"hl7fhir_confirmed","Confirmed","confirmed","Confirmed"
"hl7fhir_refuted","Refuted","refuted","Refuted"
"hl7fhir_entered-in-error","Entered in Error","entered-in-error","Entered in Error"
