element_name,phi_s: x_min,phi_s: x_max,phi_s: x_0
FM1,-1.5707963267948966,-0.46097038771271104,
FM2,-1.5707963267948966,-0.4635391038395045,
FM3,-1.5707963267948966,-0.4555656012529393,
FM4,-1.5707963267948966,-0.4580402220550886,
FM5,-1.5707963267948966,-0.44980945329084315,
FM6,-1.5707963267948966,-0.4522010963414246,
FM7,-1.5707963267948966,-0.4436856624999083,
FM8,-1.5707963267948966,-0.44600225394341536,
FM9,-1.5707963267948966,-0.4372113917198862,
FM10,-1.5707963267948966,-0.4394544862760339,
FM11,-1.5707963267948966,-0.430369224396402,
FM12,-1.5707963267948966,-0.4325399892198564,
FM13,-1.5707963267948966,-0.4231601935213427,
FM14,-1.5707963267948966,-0.42526642460403496,
FM15,-1.5707963267948966,-0.4155657837016899,
FM16,-1.5707963267948966,-0.41761472213560474,
FM17,-1.5707963267948966,-0.4075852600716658,
FM18,-1.5707963267948966,-0.40956421361362244,
FM19,-1.5707963267948966,-0.399187788313217,
FM20,-1.5707963267948966,-0.40111837876367756,
FM21,-1.5707963267948966,-0.3903658145376521,
FM22,-1.5707963267948966,-0.3922436860013006,
FM23,-1.5707963267948966,-0.3810899261154383,
FM24,-1.5707963267948966,-0.3829150315883425,
FM25,-1.5707963267948966,-0.3713144732886334,
FM26,-1.5707963267948966,-0.3730999714355764,
FM27,-1.5707963267948966,-0.36101888631972595,
FM28,-1.5707963267948966,-0.36275759607273056,
FM29,-1.5707963267948966,-0.350137416126076,
FM30,-1.5707963267948966,-0.3517076050271682,
FM31,-1.5707963267948966,-0.33949392711194776,
FM32,-1.5707963267948966,-0.3408536750626691,
FM33,-1.5707963267948966,-0.32954665637962516,
FM34,-1.5707963267948966,-0.33072516812115554,
FM35,-1.5707963267948966,-0.32027325479709473,
FM36,-1.5707963267948966,-0.3212967549780605,
FM37,-1.5707963267948966,-0.31163958519525764,
FM38,-1.5707963267948966,-0.31253026899657627,
FM39,-1.5707963267948966,-0.3036038099895693,
FM40,-1.5707963267948966,-0.30438087658826274,
FM41,-1.5707963267948966,-0.2961209541758128,
FM42,-1.5707963267948966,-0.29680210291872355,
FM43,-1.5707963267948966,-0.3299691909303878,
FM44,-1.5707963267948966,-0.28810367220780175,
FM45,-1.5707963267948966,-0.2709595007281085,
FM46,-1.5707963267948966,-0.2657320083909546,
FM47,-1.5707963267948966,-0.26851371528203993,
FM48,-1.5707963267948966,-0.27069562254269736,
FM49,-1.5707963267948966,-0.2610902884144162,
FM50,-1.5707963267948966,-0.26297016872293694,
FM51,-1.5707963267948966,-0.25379301064572063,
FM52,-1.5707963267948966,-0.2553822851521429,
FM53,-1.5707963267948966,-0.24673351521197806,
FM54,-1.5707963267948966,-0.2480691977694338,
FM55,-1.5707963267948966,-0.23997696417771988,
FM56,-1.5707963267948966,-0.2410966953122501,
FM57,-1.5707963267948966,-0.23356631187816748,
FM58,-1.5707963267948966,-0.23451016227700713,
FM59,-1.5707963267948966,-0.22753439228530126,
FM60,-1.5707963267948966,-0.22832280165541222,
FM61,-1.5707963267948966,-0.22187040542396527,
FM62,-1.5707963267948966,-0.22254353408521343,
FM63,-1.5707963267948966,-0.2165751993224997,
FM64,-1.5707963267948966,-0.21713263748012246,
FM65,-1.5707963267948966,-0.2116216086523053,
FM66,-1.5707963267948966,-0.21209974118504196,
FM67,-1.5707963267948966,-0.20698727350970492,
FM68,-1.5707963267948966,-0.20739837001427766,
FM69,-1.5707963267948966,-0.2026527040277044,
FM70,-1.5707963267948966,-0.20300523697791426,
FM71,-1.5707963267948966,-0.1985954547583294,
FM72,-1.5707963267948966,-0.19889894812341033,
FM73,-1.5707963267948966,-0.19479034876764426,
FM74,-1.5707963267948966,-0.1950525327473111,
FM75,-1.5707963267948966,-0.1912179634836211,
FM76,-1.5707963267948966,-0.19144476313734488,
FM77,-1.5707963267948966,-0.18785649146379718,
FM78,-1.5707963267948966,-0.188053512273687,
FM79,-1.5707963267948966,-0.18468893671842582,
FM80,-1.5707963267948966,-0.18486081016234837,
FM81,-1.5707963267948966,-0.18169863705537537,
FM82,-1.5707963267948966,-0.18184933929788216,
FM83,-1.5707963267948966,-0.1788698049117674,
FM84,-1.5707963267948966,-0.17900276059399464,
FM85,-1.5707963267948966,-0.19939506764756917,
FM86,-1.5707963267948966,-0.2135419498735221,
FM87,-1.5707963267948966,-0.35336147070704266,
FM88,-1.5707963267948966,-0.33630874602450206,
FM89,-1.5707963267948966,-0.48370779612605475,
FM90,-1.5707963267948966,-0.4613042759397581,
FM91,-1.5707963267948966,-0.3575847652538125,
FM92,-1.5707963267948966,-0.35793205780868,
FM93,-1.5707963267948966,-0.3586653248763428,
FM94,-1.5707963267948966,-0.3597437012846381,
FM95,-1.5707963267948966,-0.3543634537737933,
FM96,-1.5707963267948966,-0.3548749136248958,
FM97,-1.5707963267948966,-0.3559618475921744,
FM98,-1.5707963267948966,-0.35753292561177635,
FM99,-1.5707963267948966,-0.34917234679157844,
FM100,-1.5707963267948966,-0.34983455668870966,
FM101,-1.5707963267948966,-0.35124983939019194,
FM102,-1.5707963267948966,-0.3532565487624049,
FM103,-1.5707963267948966,-0.341678058480336,
FM104,-1.5707963267948966,-0.34230495992349896,
FM105,-1.5707963267948966,-0.34368900074678355,
FM106,-1.5707963267948966,-0.34566481766971474,
FM107,-1.5707963267948966,-0.33374462850270553,
FM108,-1.5707963267948966,-0.3343376347606732,
FM109,-1.5707963267948966,-0.33569053297975066,
FM110,-1.5707963267948966,-0.3376372102355336,
FM111,-1.5707963267948966,-0.32533543336346155,
FM112,-1.5707963267948966,-0.3258951150062529,
FM113,-1.5707963267948966,-0.3272187503146056,
FM114,-1.5707963267948966,-0.32913598583703435,
FM115,-1.5707963267948966,-0.3164021278796904,
FM116,-1.5707963267948966,-0.31692732000799434,
FM117,-1.5707963267948966,-0.3182207583010485,
FM118,-1.5707963267948966,-0.320109924711682,
FM119,-1.5707963267948966,-0.30688020321879783,
FM120,-1.5707963267948966,-0.30736969968871525,
FM121,-1.5707963267948966,-0.3086332773318939,
FM122,-1.5707963267948966,-0.31049183714392253,
FM123,-1.5707963267948966,-0.2966866220040613,
FM124,-1.5707963267948966,-0.2971136813588064,
FM125,-1.5707963267948966,-0.2982879284982634,
FM126,-1.5707963267948966,-0.30005021117527103,
FM127,-1.5707963267948966,-0.28625141466968435,
FM128,-1.5707963267948966,-0.2865794272404945,
FM129,-1.5707963267948966,-0.2875622983463047,
FM130,-1.5707963267948966,-0.28906101590569744,
FM131,-1.5707963267948966,-0.27672327466907937,
FM132,-1.5707963267948966,-0.2769816787330872,
FM133,-1.5707963267948966,-0.2778012208416271,
FM134,-1.5707963267948966,-0.2790770732587099,
FM135,-1.5707963267948966,-0.2680623432666879,
FM136,-1.5707963267948966,-0.2682526527573926,
FM137,-1.5707963267948966,-0.268933279519502,
FM138,-1.5707963267948966,-0.2700294480993369,
FM139,-1.5707963267948966,-0.26016535063464935,
FM140,-1.5707963267948966,-0.26031439329835,
FM141,-1.5707963267948966,-0.26087608195319273,
FM142,-1.5707963267948966,-0.26181482653766813,
