p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
2.44E-52,3.398209968,0.218,0.015,1.44E-47,3,TP53I3
2.80E-52,4.630835465,0.147,0.003,1.65E-47,3,CCDC68
3.70E-52,3.360199015,0.227,0.017,2.18E-47,3,MUC5B
3.75E-52,3.79168119,0.187,0.009,2.21E-47,3,MGST1
7.97E-52,3.540184314,0.164,0.006,4.69E-47,3,CARMIL1
9.11E-52,3.040120825,0.302,0.037,5.36E-47,3,RARRES2
1.35E-51,3.748483471,0.173,0.007,7.97E-47,3,DSG2
1.65E-51,3.859168099,0.16,0.005,9.74E-47,3,UGT2A3
6.02E-51,3.086984932,0.209,0.014,3.55E-46,3,PLCE1
8.69E-51,2.145204178,0.316,0.04,5.12E-46,3,GALE
8.81E-51,3.355910686,0.187,0.01,5.19E-46,3,GAS6
1.23E-50,3.914490838,0.164,0.006,7.23E-46,3,GALNT5
2.02E-50,3.149259884,0.2,0.012,1.19E-45,3,SLPI
2.28E-50,3.864940494,0.173,0.008,1.34E-45,3,UGT2B17
2.32E-50,2.213515545,0.511,0.119,1.36E-45,3,PHLDA2
3.44E-50,2.801106616,0.218,0.016,2.03E-45,3,LGALS3BP
4.32E-50,3.098208702,0.267,0.029,2.54E-45,3,HBEGF
4.88E-50,4.333126533,0.191,0.011,2.88E-45,3,EREG
6.05E-50,3.916501075,0.169,0.007,3.56E-45,3,CTTN
6.70E-50,3.896425763,0.169,0.007,3.94E-45,3,RASEF
8.71E-50,3.54523583,0.244,0.023,5.13E-45,3,MAFB
1.09E-49,3.336994575,0.169,0.007,6.40E-45,3,LAD1
1.54E-49,3.542819927,0.191,0.011,9.05E-45,3,TJP1
2.07E-49,2.687782925,0.267,0.029,1.22E-44,3,TST
2.52E-49,3.640510369,0.151,0.005,1.48E-44,3,MYOF
3.67E-49,2.105237266,0.387,0.065,2.16E-44,3,AC103702.2
4.64E-49,3.959009932,0.147,0.004,2.73E-44,3,NXPE4
9.21E-49,2.411754214,0.351,0.055,5.42E-44,3,SGK1
1.47E-48,4.309751874,0.138,0.003,8.65E-44,3,HOXB13
2.20E-48,3.165040959,0.178,0.009,1.30E-43,3,STAP2
4.22E-48,2.894427362,0.209,0.016,2.48E-43,3,EMP2
2.22E-47,3.01882205,0.213,0.017,1.31E-42,3,TMPRSS2
3.42E-47,3.250687724,0.196,0.014,2.01E-42,3,HMGCS2
3.55E-47,3.098027273,0.191,0.012,2.09E-42,3,AK1
4.27E-47,3.89489891,0.156,0.006,2.51E-42,3,MAP7
6.69E-47,3.058580511,0.2,0.015,3.94E-42,3,VIL1
8.62E-47,3.28214337,0.164,0.008,5.08E-42,3,GPRC5C
9.13E-47,4.46864297,0.133,0.003,5.38E-42,3,SMIM31
9.90E-47,4.34483478,0.133,0.003,5.83E-42,3,LINC01133
1.65E-46,5.478316384,0.124,0.002,9.71E-42,3,B3GALT5
2.28E-46,5.059102903,0.12,0.002,1.34E-41,3,HOXD13
3.69E-46,1.675526233,0.502,0.111,2.17E-41,3,MTND2P28
6.06E-46,1.905329391,0.347,0.055,3.57E-41,3,LIMA1
1.35E-45,0.983975649,1,0.981,7.97E-41,3,MT-ND5
1.36E-45,4.617905308,0.138,0.004,8.03E-41,3,CHP2
1.50E-45,1.894128731,0.409,0.078,8.82E-41,3,TSC22D1
2.05E-45,3.985589883,0.138,0.004,1.20E-40,3,CDC42BPA
2.95E-45,3.712361954,0.16,0.008,1.74E-40,3,HOXB7
4.09E-45,3.204042839,0.204,0.017,2.41E-40,3,MUC1
4.09E-45,4.013162633,0.133,0.004,2.41E-40,3,MAL2
4.96E-45,3.365769354,0.16,0.008,2.92E-40,3,SPINT1-AS1
5.62E-45,4.086251338,0.147,0.006,3.31E-40,3,SULT1B1
7.53E-45,3.660662412,0.129,0.003,4.43E-40,3,INSR
1.00E-44,4.196513948,0.124,0.003,5.89E-40,3,FAM114A1
1.04E-44,2.860782167,0.231,0.023,6.15E-40,3,CCL28
1.13E-44,0.858297454,1,1,6.64E-40,3,MT-ATP6
1.46E-44,3.27608433,0.156,0.007,8.61E-40,3,MTMR11
1.78E-44,1.975538448,0.436,0.091,1.05E-39,3,TMEM141
2.24E-44,3.806269341,0.142,0.005,1.32E-39,3,HRCT1
2.76E-44,2.867515546,0.218,0.02,1.63E-39,3,MYH14
3.88E-44,3.795382722,0.151,0.007,2.28E-39,3,AL109918.1
4.24E-44,3.730338658,0.151,0.007,2.49E-39,3,MUC3A
5.31E-44,3.793151698,0.173,0.011,3.12E-39,3,EDN1
5.63E-44,2.233070327,0.276,0.035,3.31E-39,3,HSBP1L1
6.08E-44,3.367126938,0.196,0.016,3.58E-39,3,SELENOP
6.15E-44,3.107815927,0.191,0.015,3.62E-39,3,NPDC1
2.56E-43,2.650781921,0.178,0.012,1.50E-38,3,IL18
5.08E-43,3.210824319,0.204,0.018,2.99E-38,3,DST
9.13E-43,3.360373131,0.16,0.009,5.37E-38,3,HNF4A
1.01E-42,1.479659211,0.844,0.434,5.97E-38,3,MT-ATP8
1.16E-42,3.687136886,0.164,0.01,6.81E-38,3,BCAS1
1.19E-42,2.391087663,0.276,0.037,7.00E-38,3,PDLIM1
2.29E-42,1.900278017,0.364,0.066,1.35E-37,3,FCGRT
2.78E-42,3.204523116,0.156,0.008,1.64E-37,3,SLC39A5
4.21E-42,2.593396005,0.258,0.033,2.48E-37,3,TENT5A
4.55E-42,2.755749879,0.187,0.015,2.68E-37,3,BICDL2
5.37E-42,3.254665908,0.173,0.012,3.16E-37,3,EPHA2
6.21E-42,1.784418604,0.373,0.069,3.66E-37,3,LLGL2
6.28E-42,4.450818212,0.129,0.004,3.70E-37,3,ADH1C
8.76E-42,4.734756607,0.156,0.009,5.16E-37,3,CEACAM7
1.37E-41,4.288650822,0.124,0.004,8.05E-37,3,USH1C
1.57E-41,4.256172334,0.124,0.004,9.27E-37,3,MECOM
1.85E-41,3.080583054,0.164,0.01,1.09E-36,3,SNORC
2.00E-41,0.857764582,1,1,1.18E-36,3,MT-ND3
2.38E-41,3.706636664,0.138,0.006,1.40E-36,3,COBL
3.34E-41,4.129209726,0.12,0.003,1.97E-36,3,PLPP2
3.36E-41,2.530295465,0.182,0.014,1.98E-36,3,B3GNT5
3.97E-41,3.28368344,0.147,0.007,2.34E-36,3,BAIAP2L1
8.17E-41,3.087831252,0.187,0.016,4.81E-36,3,MAFA
1.03E-40,1.602348422,0.738,0.285,6.05E-36,3,MT-TP
1.17E-40,3.547057941,0.142,0.007,6.87E-36,3,OVOL1
1.57E-40,3.147584013,0.142,0.007,9.23E-36,3,CXADR
1.58E-40,4.031510177,0.129,0.005,9.33E-36,3,EPB41L4B
4.83E-40,2.80243001,0.156,0.009,2.84E-35,3,WNK2
6.52E-40,1.935534896,0.293,0.045,3.84E-35,3,EPS8
1.17E-39,3.746346991,0.133,0.006,6.90E-35,3,AOC1
1.17E-39,3.581603641,0.12,0.004,6.91E-35,3,PDZK1IP1
1.62E-39,2.832040261,0.164,0.011,9.52E-35,3,PRSS8
2.01E-39,4.066341094,0.116,0.003,1.18E-34,3,HNMT
2.23E-39,2.236231934,0.267,0.038,1.31E-34,3,CISD3
2.76E-39,2.812652408,0.169,0.012,1.62E-34,3,ACSS2
6.38E-39,3.526767587,0.138,0.007,3.75E-34,3,SNHG18
7.19E-39,5.06702796,0.102,0.002,4.23E-34,3,AKR1C2
7.36E-39,4.93258109,0.102,0.002,4.33E-34,3,PLSCR4
8.39E-39,3.906079222,0.178,0.015,4.94E-34,3,LAMA3
9.61E-39,4.714153533,0.133,0.006,5.66E-34,3,REP15
1.01E-38,3.197482318,0.187,0.017,5.94E-34,3,KLK1
1.08E-38,2.819417919,0.164,0.012,6.37E-34,3,QPRT
1.10E-38,3.007220556,0.196,0.019,6.45E-34,3,AC023157.3
1.58E-38,4.127838757,0.609,0.218,9.33E-34,3,TFF3
2.08E-38,4.333213016,0.12,0.004,1.23E-33,3,PPARG
2.67E-38,4.007451936,0.12,0.004,1.57E-33,3,FGFBP1
2.71E-38,3.178658104,0.156,0.01,1.60E-33,3,CLDN23
3.38E-38,2.995416034,0.329,0.063,1.99E-33,3,GUCA2A
3.49E-38,3.18026919,0.16,0.011,2.05E-33,3,ID4
6.57E-38,3.785180352,0.116,0.004,3.87E-33,3,ESRP1
7.00E-38,3.447768171,0.129,0.006,4.12E-33,3,PLXNA2
9.48E-38,4.401631581,0.196,0.02,5.58E-33,3,ARL14
1.01E-37,2.769814477,0.213,0.024,5.95E-33,3,ABHD11
1.40E-37,3.911792667,0.111,0.003,8.26E-33,3,SH3BGRL2
1.67E-37,1.262037299,0.933,0.646,9.83E-33,3,JUN
2.15E-37,2.421873445,0.178,0.016,1.26E-32,3,MGST2
2.21E-37,3.533624714,0.124,0.005,1.30E-32,3,RAB25
2.75E-37,3.053347892,0.156,0.011,1.62E-32,3,TRPM4
3.98E-37,4.901314578,0.102,0.002,2.34E-32,3,ATP10B
4.40E-37,1.786146816,0.298,0.05,2.59E-32,3,MT-TH
5.39E-37,3.095289307,0.147,0.009,3.17E-32,3,MYO10
6.37E-37,2.807987962,0.164,0.013,3.75E-32,3,KIAA1522
6.83E-37,1.391327586,0.556,0.165,4.02E-32,3,EGR1
7.24E-37,2.64917897,0.164,0.013,4.26E-32,3,FRMD1
9.33E-37,3.26745759,0.138,0.008,5.50E-32,3,ABHD11-AS1
1.40E-36,4.160041902,0.116,0.004,8.24E-32,3,SCN9A
1.72E-36,1.828599674,0.307,0.054,1.01E-31,3,HOOK2
2.37E-36,3.235056038,0.142,0.009,1.40E-31,3,FGD4
2.46E-36,2.934337002,0.16,0.012,1.45E-31,3,RBM47
2.94E-36,2.362467683,0.196,0.021,1.73E-31,3,TMEM176B
3.18E-36,3.551244989,0.133,0.007,1.87E-31,3,FOXA3
3.46E-36,1.461618853,0.613,0.2,2.04E-31,3,TMEM238
3.90E-36,2.527359469,0.204,0.023,2.30E-31,3,SDCBP2
4.26E-36,3.752030625,0.111,0.004,2.51E-31,3,PLOD2
5.37E-36,2.409816776,0.178,0.017,3.16E-31,3,NEO1
6.06E-36,2.555697199,0.147,0.01,3.57E-31,3,IGFBP4
7.75E-36,4.388570715,0.107,0.003,4.56E-31,3,ARHGEF10L
1.03E-35,3.103505723,0.138,0.008,6.04E-31,3,TM4SF5
1.17E-35,1.629154819,0.338,0.067,6.87E-31,3,C1orf21
1.19E-35,2.141706698,0.342,0.071,7.02E-31,3,LDLR
1.55E-35,3.652494417,0.142,0.009,9.13E-31,3,PKIB
2.79E-35,2.496890607,0.164,0.014,1.64E-30,3,CGN
2.83E-35,2.533134184,0.164,0.014,1.67E-30,3,MAGI3
3.37E-35,3.048692929,0.147,0.01,1.98E-30,3,SEMA3B
3.61E-35,3.450922485,0.116,0.005,2.13E-30,3,TACC2
3.78E-35,3.297569557,0.133,0.008,2.23E-30,3,TMC4
4.20E-35,1.924349607,0.227,0.03,2.47E-30,3,PXMP2
5.02E-35,3.53910368,0.124,0.006,2.95E-30,3,TMPRSS4
5.17E-35,3.503577104,0.124,0.006,3.04E-30,3,ESRP2
6.22E-35,1.654704176,0.462,0.125,3.66E-30,3,ATP5MC1
6.25E-35,3.020573706,0.151,0.011,3.68E-30,3,GPA33
8.11E-35,3.992095448,0.111,0.004,4.77E-30,3,GNA11
8.33E-35,1.439503141,0.556,0.175,4.91E-30,3,FAM162A
1.02E-34,3.108950227,0.111,0.004,6.02E-30,3,PRR15L
1.06E-34,3.494344931,0.111,0.004,6.22E-30,3,KIF13A
1.19E-34,1.9551799,0.28,0.048,6.99E-30,3,CES2
1.73E-34,1.983374343,0.231,0.032,1.02E-29,3,SPINT1
1.84E-34,2.827759566,0.129,0.007,1.08E-29,3,PTPRF
2.11E-34,2.686711778,0.187,0.02,1.24E-29,3,IL1R2
2.43E-34,3.68571683,0.133,0.008,1.43E-29,3,HEPACAM2
2.53E-34,3.741400665,0.107,0.004,1.49E-29,3,GRTP1
3.79E-34,2.783199466,0.133,0.008,2.23E-29,3,SVIL
4.86E-34,1.068395057,0.938,0.687,2.86E-29,3,MTATP6P1
5.28E-34,4.089024924,0.102,0.003,3.11E-29,3,AC124947.2
6.06E-34,3.808489329,0.102,0.003,3.57E-29,3,PKP2
6.43E-34,3.504358062,0.116,0.005,3.78E-29,3,SOWAHC
7.60E-34,2.119279736,0.258,0.042,4.48E-29,3,LMO7
1.27E-33,1.883893595,0.28,0.05,7.45E-29,3,GOLIM4
1.40E-33,2.490638998,0.178,0.019,8.21E-29,3,RAPGEF5
1.61E-33,3.903402359,0.111,0.005,9.49E-29,3,LURAP1L
1.63E-33,1.952324,0.271,0.047,9.59E-29,3,QTRT1
1.71E-33,3.258374902,0.129,0.008,1.00E-28,3,BAIAP2L2
1.75E-33,3.641138387,0.111,0.005,1.03E-28,3,BMP2
1.88E-33,3.621973627,0.111,0.005,1.11E-28,3,KIAA1217
2.32E-33,2.839481359,0.16,0.015,1.37E-28,3,PLS1
2.87E-33,1.352386028,0.764,0.359,1.69E-28,3,CHCHD10
3.62E-33,1.810499855,0.342,0.076,2.13E-28,3,KCNQ1OT1
4.42E-33,2.373465419,0.151,0.012,2.60E-28,3,GK5
4.44E-33,2.417813047,0.16,0.015,2.61E-28,3,CDHR1
5.07E-33,3.763960931,0.107,0.004,2.99E-28,3,ACOT11
5.43E-33,1.743253636,0.316,0.064,3.20E-28,3,DNMBP
5.63E-33,3.344504892,0.107,0.004,3.32E-28,3,PLCB4
5.71E-33,3.582167306,0.107,0.004,3.36E-28,3,CFTR
1.38E-32,3.987011396,0.102,0.004,8.13E-28,3,SH3RF1
2.60E-32,3.581244316,0.12,0.007,1.53E-27,3,ZFHX3
2.71E-32,3.663466133,0.111,0.005,1.59E-27,3,PTK6
3.49E-32,3.394618841,0.111,0.005,2.05E-27,3,ARHGEF16
4.40E-32,2.008954121,0.213,0.03,2.59E-27,3,SPPL2B
5.10E-32,3.073515764,0.138,0.01,3.00E-27,3,PPARGC1B
7.94E-32,4.146316205,0.107,0.005,4.68E-27,3,PCLO
7.94E-32,4.106016255,0.107,0.005,4.68E-27,3,CEACAM1
9.56E-32,1.782047499,0.547,0.196,5.63E-27,3,NR4A1
9.68E-32,2.683515928,0.147,0.012,5.70E-27,3,INAVA
1.24E-31,3.382272629,0.116,0.006,7.29E-27,3,TMEM44
1.45E-31,2.939083286,0.129,0.009,8.54E-27,3,LTBR
1.46E-31,1.578039426,0.298,0.058,8.57E-27,3,GRN
1.99E-31,3.111956616,0.164,0.017,1.17E-26,3,S100P
2.06E-31,4.884503681,0.111,0.006,1.21E-26,3,CLCA1
2.63E-31,2.444935516,0.227,0.035,1.55E-26,3,PDK4
3.00E-31,3.657755151,0.102,0.004,1.76E-26,3,SPINK5
3.01E-31,1.550206672,0.551,0.185,1.77E-26,3,HSPB1
4.08E-31,2.687645589,0.209,0.03,2.40E-26,3,RF00100-4
4.17E-31,3.275074669,0.111,0.006,2.46E-26,3,OCLN
4.27E-31,3.324056358,0.111,0.006,2.51E-26,3,ERBB2
4.75E-31,2.850437595,0.142,0.012,2.80E-26,3,CATSPERG
5.02E-31,3.237210952,0.111,0.006,2.95E-26,3,KRTCAP3
7.43E-31,2.192299713,0.196,0.026,4.38E-26,3,LGALS9
8.71E-31,2.144417656,0.204,0.029,5.13E-26,3,LINC00511
1.03E-30,2.127812452,0.187,0.023,6.09E-26,3,EFNB2
1.04E-30,1.395988039,0.6,0.221,6.10E-26,3,RRBP1
1.31E-30,3.743638588,0.107,0.005,7.70E-26,3,ARHGAP32
1.46E-30,3.156090134,0.133,0.01,8.61E-26,3,C3orf52
1.46E-30,2.991911725,0.116,0.007,8.61E-26,3,KCTD12
1.47E-30,3.272721128,0.138,0.011,8.68E-26,3,C2orf88
1.67E-30,3.14973143,0.107,0.005,9.82E-26,3,FUT3
1.78E-30,3.004917603,0.138,0.011,1.05E-25,3,PDE9A
1.89E-30,3.085013851,0.293,0.065,1.11E-25,3,MUC2
3.50E-30,1.642933488,0.298,0.061,2.06E-25,3,CCDC14
3.87E-30,1.437856227,0.311,0.065,2.28E-25,3,MCRIP2
5.03E-30,3.14740641,0.111,0.006,2.96E-25,3,BCAR1
5.15E-30,3.565031985,0.102,0.005,3.03E-25,3,GNG12
5.31E-30,1.418368079,0.791,0.428,3.13E-25,3,IER2
5.62E-30,2.93103763,0.151,0.015,3.31E-25,3,MIR222HG
7.19E-30,2.502862364,0.191,0.026,4.23E-25,3,ITPKC
1.05E-29,1.431687224,0.329,0.074,6.18E-25,3,ECI1
1.06E-29,1.927523479,0.204,0.03,6.22E-25,3,NR2F6
1.35E-29,1.595149378,0.204,0.03,7.94E-25,3,TCF7L2
1.35E-29,2.993408382,0.116,0.007,7.95E-25,3,TSPAN15
1.71E-29,1.316855389,0.422,0.114,1.01E-24,3,ETS2
1.72E-29,3.555743703,0.107,0.006,1.01E-24,3,SCIN
2.13E-29,3.306337885,0.12,0.008,1.25E-24,3,AL365436.2
2.23E-29,2.430828213,0.164,0.019,1.31E-24,3,PPP1R16A
2.42E-29,2.782928417,0.107,0.006,1.43E-24,3,MYO1A
2.58E-29,2.210457931,0.164,0.019,1.52E-24,3,SLC22A18
2.68E-29,1.516585759,0.196,0.028,1.58E-24,3,S100A13
3.86E-29,3.71810415,0.111,0.007,2.27E-24,3,RNASE1
4.18E-29,3.875452373,0.111,0.007,2.46E-24,3,CCND1
4.27E-29,2.96414828,0.124,0.009,2.51E-24,3,MT1G
4.60E-29,3.006994775,0.129,0.01,2.71E-24,3,PTPRK
4.82E-29,1.700830473,0.307,0.068,2.84E-24,3,ETHE1
5.34E-29,1.114604869,0.431,0.123,3.15E-24,3,ID3
6.88E-29,3.440128554,0.102,0.005,4.05E-24,3,SEMA6A
6.95E-29,1.789064784,0.213,0.033,4.09E-24,3,DNPH1
7.29E-29,1.269037317,0.618,0.235,4.29E-24,3,NDUFB7
9.98E-29,2.156188813,0.138,0.012,5.88E-24,3,TNFRSF14-AS1
1.08E-28,3.010232737,0.116,0.008,6.36E-24,3,WLS
1.40E-28,1.337830078,0.48,0.148,8.22E-24,3,CD9
1.84E-28,2.09723324,0.173,0.022,1.08E-23,3,RAB40B
1.98E-28,2.972860469,0.12,0.009,1.16E-23,3,MACROD1
2.00E-28,2.383089379,0.156,0.017,1.18E-23,3,DNASE1
2.07E-28,1.310606716,0.502,0.161,1.22E-23,3,MT-TE
2.08E-28,3.497526433,0.107,0.006,1.22E-23,3,EGLN3
2.23E-28,3.234138272,0.107,0.006,1.31E-23,3,UNC13B
2.31E-28,3.366804611,0.129,0.011,1.36E-23,3,MDK
2.42E-28,1.95618247,0.222,0.037,1.42E-23,3,SPATS2L
2.47E-28,1.700284379,0.253,0.048,1.45E-23,3,MT-TC
3.36E-28,2.354376802,0.142,0.014,1.98E-23,3,IGFBP2
3.85E-28,2.435843343,0.133,0.012,2.27E-23,3,ITGB4
5.51E-28,2.884564522,0.111,0.007,3.24E-23,3,OSBPL1A
5.75E-28,2.858139144,0.111,0.007,3.38E-23,3,VSIG10
6.20E-28,2.723124685,0.111,0.007,3.65E-23,3,BCL2L15
7.96E-28,3.942344782,0.102,0.006,4.69E-23,3,TLCD2
8.78E-28,3.426430085,0.102,0.006,5.17E-23,3,WNK4
9.42E-28,3.08956169,0.102,0.006,5.54E-23,3,PADI2
1.16E-27,1.264403629,0.689,0.283,6.83E-23,3,ITM2C
1.23E-27,3.058369255,0.12,0.009,7.26E-23,3,JDP2
1.39E-27,1.26986635,0.52,0.17,8.21E-23,3,TSPO
1.91E-27,2.038563865,0.182,0.025,1.12E-22,3,ISOC2
2.09E-27,2.632258654,0.129,0.011,1.23E-22,3,USP54
2.30E-27,3.231336814,0.107,0.007,1.35E-22,3,RASSF6
2.50E-27,2.325501045,0.133,0.012,1.47E-22,3,VIPR1
2.65E-27,2.889112746,0.107,0.007,1.56E-22,3,ACTN1
3.17E-27,2.451115721,0.164,0.021,1.86E-22,3,SEMA4A
3.66E-27,1.200072297,0.4,0.109,2.16E-22,3,ETFB
4.41E-27,2.295815974,0.151,0.017,2.60E-22,3,NCKAP1
4.88E-27,1.511946576,0.333,0.083,2.87E-22,3,MIR22HG
5.44E-27,1.818281954,0.222,0.039,3.20E-22,3,ESRRA
6.11E-27,2.429302369,0.156,0.019,3.60E-22,3,CDKN2B-AS1
6.38E-27,1.481368396,0.262,0.053,3.76E-22,3,MT-TK
7.14E-27,2.218083357,0.169,0.022,4.20E-22,3,SMIM14
7.43E-27,3.458784216,0.102,0.006,4.38E-22,3,PPFIBP2
9.38E-27,1.190114663,0.64,0.247,5.52E-22,3,NANS
9.78E-27,3.106215651,0.102,0.006,5.76E-22,3,SOCS6
1.13E-26,2.276730186,0.138,0.014,6.64E-22,3,GPR160
1.16E-26,1.405408673,0.222,0.039,6.83E-22,3,SDC4
1.48E-26,1.68816251,0.227,0.042,8.70E-22,3,GSN
1.88E-26,1.983875246,0.169,0.023,1.10E-21,3,CCN1
2.00E-26,3.183713281,0.107,0.007,1.18E-21,3,CPM
2.20E-26,1.716189837,0.258,0.054,1.30E-21,3,CSRNP2
2.32E-26,2.459308858,0.107,0.007,1.36E-21,3,RNF152
2.34E-26,2.64895213,0.107,0.007,1.38E-21,3,CES3
4.22E-26,2.773112638,0.116,0.009,2.48E-21,3,AC020911.2
5.14E-26,2.89610508,0.12,0.01,3.03E-21,3,PARD6G-AS1
5.22E-26,2.787195809,0.124,0.011,3.07E-21,3,MSRB2
5.59E-26,2.573767978,0.116,0.009,3.29E-21,3,RHPN2
7.77E-26,3.215440632,0.102,0.007,4.58E-21,3,CDC42BPB
9.00E-26,2.945693392,0.102,0.007,5.30E-21,3,EVI5
9.10E-26,3.00931483,0.102,0.007,5.36E-21,3,LPIN3
9.40E-26,3.167692351,0.102,0.007,5.53E-21,3,MLPH
9.71E-26,1.464076658,0.324,0.082,5.71E-21,3,ITPRID2
1.02E-25,1.267914673,0.356,0.094,5.98E-21,3,ZKSCAN1
2.34E-25,2.721178688,0.111,0.009,1.38E-20,3,FN3K
2.44E-25,2.841354626,0.116,0.01,1.44E-20,3,ALDH2
3.25E-25,1.554397633,0.227,0.043,1.91E-20,3,GADD45G
3.77E-25,1.381349858,0.289,0.068,2.22E-20,3,ITGA6
5.42E-25,1.844272456,0.311,0.08,3.19E-20,3,HSPA2
5.55E-25,2.143362599,0.169,0.024,3.27E-20,3,S100A16
5.61E-25,2.587970671,0.138,0.016,3.30E-20,3,DHRS11
6.46E-25,1.643158308,0.204,0.036,3.80E-20,3,SIPA1L2
7.53E-25,2.325708887,0.147,0.018,4.43E-20,3,TMEM176A
7.64E-25,3.042364184,0.102,0.007,4.50E-20,3,NEURL1
7.84E-25,1.610471014,0.196,0.033,4.61E-20,3,CRACR2B
7.89E-25,1.161407616,0.387,0.11,4.64E-20,3,NDUFB3
1.01E-24,2.844136755,0.107,0.008,5.92E-20,3,SPIRE2
1.46E-24,2.444796338,0.142,0.017,8.59E-20,3,ACADS
1.74E-24,2.230878191,0.111,0.009,1.03E-19,3,AL391121.1
1.74E-24,2.460064926,0.116,0.01,1.03E-19,3,HK2
1.94E-24,1.288086985,0.244,0.051,1.14E-19,3,PCBD1
2.09E-24,1.486682272,0.347,0.096,1.23E-19,3,MXD1
3.75E-24,1.660486131,0.187,0.031,2.21E-19,3,HIST1H2BG
3.87E-24,1.081553886,0.356,0.097,2.28E-19,3,PNKD
4.20E-24,1.102582029,0.511,0.178,2.48E-19,3,CAMK2N1
5.24E-24,2.194965365,0.129,0.014,3.08E-19,3,PIGZ
5.72E-24,2.849176027,0.102,0.008,3.37E-19,3,AC254629.1
7.22E-24,2.822719362,0.116,0.011,4.25E-19,3,HIST2H4B
7.33E-24,0.734601758,0.404,0.126,4.32E-19,3,HSPA1B
7.39E-24,1.128916743,0.338,0.089,4.35E-19,3,NPC2
7.42E-24,2.67710991,0.107,0.009,4.37E-19,3,FAM129B
8.72E-24,2.57156762,0.111,0.01,5.13E-19,3,MIR4458HG
1.03E-23,1.335688413,0.329,0.088,6.05E-19,3,CD151
1.23E-23,1.296586813,0.378,0.112,7.23E-19,3,TPD52
1.27E-23,1.946931696,0.147,0.019,7.45E-19,3,MT-TT
1.82E-23,3.04233264,0.12,0.012,1.07E-18,3,LYPD8
3.21E-23,1.472265961,0.249,0.055,1.89E-18,3,RASSF7
3.86E-23,1.807643243,0.138,0.017,2.27E-18,3,TP53TG1
4.32E-23,1.959230569,0.147,0.02,2.54E-18,3,ASPH
4.36E-23,2.338176524,0.196,0.036,2.56E-18,3,SREBF2-AS1
6.02E-23,2.934946693,0.124,0.014,3.54E-18,3,SPIB
6.56E-23,2.213641555,0.129,0.015,3.86E-18,3,AC099778.1
9.81E-23,1.783621346,0.129,0.015,5.77E-18,3,AL137782.1
1.43E-22,1.667791103,0.196,0.036,8.43E-18,3,FLNB
1.61E-22,2.199845593,0.12,0.013,9.46E-18,3,C4orf19
1.72E-22,2.376757513,0.191,0.036,1.01E-17,3,PLAUR
1.80E-22,0.964832173,0.556,0.206,1.06E-17,3,LAMTOR4
1.87E-22,1.269774097,0.671,0.31,1.10E-17,3,ATF3
2.06E-22,2.752621864,0.102,0.009,1.21E-17,3,SYTL4
2.11E-22,2.713963939,0.102,0.009,1.24E-17,3,ZNF704
3.79E-22,2.036387813,0.151,0.022,2.23E-17,3,IDH1
4.76E-22,1.751179847,0.138,0.018,2.80E-17,3,VTRNA1-2
6.37E-22,2.17806658,0.12,0.014,3.75E-17,3,AK9
7.15E-22,3.456351569,0.107,0.01,4.21E-17,3,CXCL3
7.48E-22,1.779635549,0.142,0.02,4.41E-17,3,CCDC112
7.74E-22,2.464743215,0.116,0.012,4.55E-17,3,OAF
7.79E-22,1.966130089,0.12,0.014,4.58E-17,3,ARHGEF5
7.84E-22,2.115392628,0.147,0.021,4.62E-17,3,AC015912.3
9.44E-22,1.56858867,0.191,0.036,5.56E-17,3,UGDH
9.45E-22,2.695754882,0.107,0.01,5.56E-17,3,CRYBG3
1.74E-21,2.65058368,0.12,0.014,1.03E-16,3,LGALSL
1.81E-21,1.914566133,0.16,0.026,1.07E-16,3,GALNT12
2.05E-21,1.077013047,0.267,0.065,1.21E-16,3,MT-TD
2.29E-21,1.038027467,0.498,0.183,1.35E-16,3,MT-TV
2.50E-21,2.336383333,0.116,0.013,1.47E-16,3,JAG1
2.83E-21,1.470921589,0.156,0.024,1.67E-16,3,THRA
3.23E-21,1.555577884,0.191,0.037,1.90E-16,3,BDH1
3.64E-21,1.263690069,0.262,0.065,2.14E-16,3,WASL
5.28E-21,2.06593752,0.124,0.016,3.11E-16,3,EPHX2
5.40E-21,1.035272397,0.347,0.104,3.18E-16,3,AFDN
5.40E-21,1.690401491,0.204,0.043,3.18E-16,3,ANK3
6.13E-21,3.778286678,0.111,0.012,3.61E-16,3,KRT20
9.45E-21,1.902072618,0.12,0.015,5.56E-16,3,RAPGEFL1
9.82E-21,1.541243031,0.2,0.041,5.78E-16,3,MYO1C
1.05E-20,1.069675724,0.324,0.093,6.18E-16,3,RERE
1.06E-20,1.527638424,0.209,0.045,6.22E-16,3,MYO1E
1.46E-20,1.411953666,0.196,0.04,8.57E-16,3,ACOT13
1.70E-20,1.49214999,0.169,0.03,1.00E-15,3,RALGPS2
2.03E-20,1.000265084,0.351,0.107,1.19E-15,3,MT-TA
2.03E-20,1.190105825,0.52,0.207,1.20E-15,3,VMP1
2.51E-20,3.68501175,0.133,0.02,1.48E-15,3,BEST4
3.06E-20,1.141120386,0.347,0.108,1.80E-15,3,DIAPH2
3.86E-20,2.369363128,0.116,0.014,2.27E-15,3,PLA2G2A
6.88E-20,1.775556188,0.16,0.028,4.05E-15,3,MYO15B
