p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
4.91E-12,0.392179872,0.74,0.658,2.89E-07,0,PDE4D
7.10E-12,0.370330329,0.834,0.833,4.18E-07,0,GABARAPL1
9.18E-12,0.398302207,0.768,0.689,5.40E-07,0,LINC01871
1.09E-11,0.286181536,0.945,0.937,6.42E-07,0,RPL22
1.19E-11,0.714575701,0.508,0.431,6.98E-07,0,FYB1
1.64E-11,1.005996507,0.282,0.173,9.67E-07,0,CD6
3.15E-11,0.796475275,0.428,0.316,1.86E-06,0,GFPT2
6.89E-11,0.469074234,0.688,0.646,4.06E-06,0,DDX18
1.76E-10,0.336261566,0.826,0.824,1.03E-05,0,ITM2B
3.76E-10,0.504023598,0.493,0.39,2.21E-05,0,CD8B
5.35E-10,0.263239235,0.884,0.87,3.15E-05,0,NOP53
5.38E-10,1.090273491,0.235,0.143,3.16E-05,0,APBA2
9.12E-10,0.395981798,0.918,0.92,5.37E-05,0,KLF6
1.28E-09,0.391176925,0.759,0.712,7.54E-05,0,PTGER4
2.08E-09,0.348720753,0.8,0.785,0.000122367,0,GLIPR1
3.64E-09,0.42771968,0.684,0.662,0.000214344,0,HERPUD1
4.16E-09,0.61482968,0.568,0.478,0.000244784,0,SPRY1
4.30E-09,0.8205883,0.359,0.274,0.000253022,0,MGAT4A
5.80E-09,0.339280635,0.814,0.818,0.000341308,0,STK17B
5.99E-09,0.634339587,0.552,0.492,0.000352385,0,ODF2L
6.02E-09,0.357265171,0.745,0.696,0.000354191,0,S100A4
1.67E-08,0.378006328,0.84,0.83,0.000982611,0,ID2
1.87E-08,0.544075223,0.525,0.458,0.001098503,0,SPOCK2
2.72E-08,0.576478602,0.523,0.483,0.001600565,0,NDFIP1
5.15E-08,0.415267867,0.694,0.686,0.003029393,0,UBE2S
8.53E-08,0.473679188,0.697,0.705,0.005020187,0,DEK
1.14E-07,0.477732611,0.557,0.512,0.006717515,0,ORAI1
1.27E-07,0.700663509,0.365,0.292,0.0074656,0,ABRACL
1.37E-07,0.765244614,0.331,0.252,0.008057199,0,ITK
2.32E-07,1.067158962,0.217,0.141,0.01368161,0,ZNF831
2.82E-166,3.196196897,0.754,0.12,1.66E-161,1,KLRC2
2.19E-131,3.835693942,0.503,0.048,1.29E-126,1,IKZF2
2.21E-95,3.235838956,0.427,0.052,1.30E-90,1,LAYN
4.89E-91,2.326795823,0.641,0.164,2.88E-86,1,TNFRSF9
1.91E-80,3.168603271,0.403,0.058,1.13E-75,1,ATP8B4
1.75E-78,4.179924451,0.267,0.015,1.03E-73,1,KLRC3
2.84E-77,2.46266454,0.5,0.105,1.67E-72,1,ENTPD1
3.24E-76,3.18507154,0.327,0.034,1.90E-71,1,TRDC
2.23E-67,2.079101673,0.628,0.219,1.31E-62,1,FAM3C
6.18E-65,1.956620266,0.668,0.249,3.64E-60,1,TIGIT
4.19E-60,1.039158731,0.971,0.842,2.47E-55,1,CD7
8.88E-60,1.399847231,0.927,0.665,5.23E-55,1,AREG
2.56E-59,1.910315555,0.634,0.249,1.51E-54,1,GNPTAB
2.72E-58,2.217754026,0.545,0.179,1.60E-53,1,ECI2
4.97E-58,3.134011831,0.306,0.046,2.93E-53,1,PLPP1
9.47E-56,2.218983264,0.545,0.182,5.57E-51,1,SMC4
9.77E-56,3.195177197,0.262,0.032,5.75E-51,1,LYN
2.06E-52,1.500074131,0.683,0.288,1.21E-47,1,SLA2
2.06E-51,1.388848276,0.84,0.513,1.21E-46,1,CEMIP2
3.23E-50,1.461381106,0.717,0.344,1.90E-45,1,CUL3
3.51E-49,1.235228276,0.869,0.601,2.07E-44,1,CAST
5.14E-49,2.860724826,0.262,0.039,3.02E-44,1,SLC25A15
1.01E-48,2.049146756,0.416,0.111,5.93E-44,1,AP002956.1
2.20E-48,1.945652974,0.49,0.16,1.29E-43,1,HES4
2.27E-47,0.96780225,0.942,0.772,1.34E-42,1,IQGAP1
3.26E-47,1.777213066,0.455,0.136,1.92E-42,1,TNFRSF18
1.09E-46,2.631076439,0.28,0.049,6.42E-42,1,AKAP5
9.34E-45,1.213988728,0.822,0.479,5.50E-40,1,JMY
3.54E-44,0.920675924,0.919,0.576,2.09E-39,1,LDLRAD4
4.58E-44,0.915171895,0.948,0.715,2.70E-39,1,CD96
4.90E-44,1.106701454,0.851,0.521,2.88E-39,1,LITAF
8.31E-44,1.595959696,0.228,0.031,4.89E-39,1,FCER1G
2.88E-43,2.371888345,0.309,0.066,1.70E-38,1,PLCG2
6.41E-43,1.88171758,0.469,0.161,3.78E-38,1,TLE1
1.34E-42,2.902300839,0.215,0.028,7.88E-38,1,ADRB1
4.90E-41,3.028720233,0.241,0.042,2.88E-36,1,CXXC5
1.40E-40,1.174661445,0.791,0.495,8.27E-36,1,DUSP4
7.24E-40,1.259178159,0.827,0.578,4.26E-35,1,HMGB2
6.60E-39,1.564860704,0.521,0.203,3.89E-34,1,CHPT1
7.93E-39,2.821964104,0.225,0.037,4.67E-34,1,ABTB2
4.54E-37,1.539390987,0.49,0.185,2.67E-32,1,FAM102B
1.16E-36,0.973328563,0.819,0.521,6.81E-32,1,AC011529.1
1.19E-36,0.716445843,0.969,0.876,7.01E-32,1,AKAP13
2.81E-36,4.829546673,0.113,0.005,1.65E-31,1,CD109
6.70E-36,1.052308136,0.694,0.341,3.94E-31,1,TRGC2
9.19E-36,0.896875105,0.853,0.496,5.41E-31,1,ZEB2
3.14E-35,1.103197868,0.743,0.428,1.85E-30,1,PDE3B
2.20E-33,1.885555664,0.335,0.098,1.30E-28,1,SSH1
3.59E-33,0.711256018,0.955,0.772,2.11E-28,1,PIK3R1
2.83E-32,2.463265321,0.202,0.036,1.67E-27,1,GEM
3.98E-32,1.667502066,0.437,0.168,2.34E-27,1,SLFN5
1.02E-31,1.228681308,0.61,0.303,5.98E-27,1,LRMP
3.97E-31,1.129176769,0.654,0.354,2.34E-26,1,SNX9
9.53E-31,1.324144203,0.403,0.143,5.61E-26,1,TMIGD2
1.41E-30,1.439040294,0.508,0.231,8.28E-26,1,IRF4
1.90E-30,0.788997263,0.919,0.72,1.12E-25,1,JAK1
3.07E-30,2.09156821,0.223,0.047,1.81E-25,1,SIRPG
2.03E-29,1.030400517,0.723,0.44,1.20E-24,1,CBLB
2.26E-29,1.464542697,0.437,0.176,1.33E-24,1,STAM
2.80E-29,2.282207858,0.243,0.061,1.65E-24,1,AGPAT5
8.06E-29,0.417084156,1,1,4.74E-24,1,TMSB4X
2.38E-28,1.145937338,0.652,0.395,1.40E-23,1,NAP1L4
3.74E-28,0.622926168,0.984,0.879,2.20E-23,1,MBNL1
6.30E-28,1.154949243,0.61,0.311,3.71E-23,1,PSMD13
6.56E-28,2.965375636,0.154,0.024,3.86E-23,1,ADAM28
1.01E-27,1.845150644,0.288,0.088,5.96E-23,1,CCDC50
7.78E-27,1.032760668,0.654,0.361,4.58E-22,1,SYTL2
1.30E-26,1.242101687,0.565,0.287,7.64E-22,1,CREBZF
1.55E-26,2.732094823,0.157,0.027,9.12E-22,1,TRGV4
1.04E-25,0.488029401,0.99,0.955,6.14E-21,1,CREM
2.34E-25,0.615548073,0.908,0.741,1.38E-20,1,NR3C1
3.02E-25,2.095506167,0.254,0.075,1.78E-20,1,HIPK2
3.73E-25,1.160012701,0.592,0.322,2.19E-20,1,ARID5B
1.85E-24,2.972407794,0.118,0.015,1.09E-19,1,VSTM2L
4.07E-24,1.065582171,0.586,0.318,2.40E-19,1,SAP30
4.14E-24,1.620311979,0.301,0.101,2.44E-19,1,PARVB
4.60E-24,0.493862949,0.984,0.917,2.71E-19,1,SMAP2
4.99E-24,1.686422502,0.306,0.108,2.94E-19,1,PACSIN2
8.29E-24,1.17081418,0.487,0.235,4.88E-19,1,CMIP
9.41E-24,0.863646465,0.819,0.611,5.54E-19,1,RANBP2
1.52E-23,1.133391792,0.508,0.246,8.95E-19,1,NFIL3
1.54E-23,2.018021435,0.285,0.099,9.06E-19,1,LRRN3
2.03E-23,0.713306861,0.872,0.692,1.19E-18,1,MYH9
2.04E-23,1.816617031,0.233,0.066,1.20E-18,1,AC055748.1
3.05E-23,2.105537726,0.209,0.056,1.80E-18,1,SLC5A6
7.52E-23,1.639870093,0.346,0.138,4.42E-18,1,PGAP1
9.48E-23,1.523186378,0.458,0.236,5.58E-18,1,BCL2L11
1.04E-22,1.36498657,0.343,0.131,6.11E-18,1,PPM1B
4.51E-22,0.623841782,0.929,0.833,2.66E-17,1,TSPYL2
5.68E-22,0.293009733,1,0.999,3.34E-17,1,RPS19
7.67E-22,1.897638498,0.191,0.048,4.52E-17,1,UBASH3B
9.20E-22,0.806017404,0.77,0.545,5.42E-17,1,EID1
1.74E-21,1.012682683,0.552,0.297,1.03E-16,1,ITGA1
2.85E-21,2.606120092,0.12,0.019,1.68E-16,1,HAVCR2
4.55E-21,0.994560624,0.584,0.333,2.68E-16,1,EVL
6.73E-21,2.33990453,0.17,0.041,3.96E-16,1,MROH1
7.29E-21,0.906350507,0.602,0.343,4.29E-16,1,CD247
9.50E-21,1.953303474,0.175,0.043,5.59E-16,1,SLC1A4
9.94E-21,0.627933342,0.919,0.77,5.85E-16,1,GSPT1
1.30E-20,0.926668145,0.555,0.291,7.64E-16,1,PPP3CA
2.18E-20,0.901784093,0.699,0.469,1.28E-15,1,SEC14L1
3.30E-20,1.811283414,0.194,0.053,1.94E-15,1,EPSTI1
5.00E-20,1.060898294,0.531,0.293,2.94E-15,1,SLC16A3
5.17E-20,1.5681728,0.359,0.168,3.04E-15,1,HPGD
5.61E-20,0.365512916,0.997,0.984,3.30E-15,1,PTPRC
1.03E-19,1.162699234,0.442,0.213,6.08E-15,1,ARHGEF7
1.16E-19,1.307846349,0.359,0.155,6.86E-15,1,TMEM70
2.09E-19,0.494372365,0.953,0.806,1.23E-14,1,FNBP1
3.25E-19,1.626550654,0.233,0.076,1.91E-14,1,RIN3
3.93E-19,1.036671282,0.437,0.211,2.31E-14,1,RHOQ
8.65E-19,0.423302581,0.969,0.9,5.09E-14,1,FYN
1.60E-18,0.427132852,0.987,0.939,9.43E-14,1,SYTL3
1.77E-18,1.11895617,0.393,0.185,1.04E-13,1,IRS2
1.86E-18,0.821090863,0.539,0.288,1.10E-13,1,FMNL1
1.91E-18,1.720819512,0.202,0.061,1.13E-13,1,SNN
2.07E-18,2.072514172,0.157,0.04,1.22E-13,1,RTKN2
4.84E-18,0.625514354,0.877,0.729,2.85E-13,1,FKBP5
5.83E-18,0.891839561,0.594,0.362,3.43E-13,1,SMARCA2
6.68E-18,1.926418867,0.181,0.053,3.93E-13,1,TRIM25
7.46E-18,0.532879919,0.73,0.48,4.39E-13,1,SPRY1
8.25E-18,0.793947645,0.647,0.414,4.86E-13,1,PRDM2
9.90E-18,1.409443641,0.249,0.09,5.83E-13,1,KLHL23
9.98E-18,0.618632062,0.848,0.66,5.88E-13,1,G3BP2
1.09E-17,0.770020495,0.712,0.494,6.41E-13,1,IQGAP2
1.23E-17,0.823517517,0.599,0.356,7.27E-13,1,DOCK10
1.76E-17,0.667186823,0.788,0.587,1.04E-12,1,PRPF4B
2.89E-17,1.117836794,0.445,0.241,1.70E-12,1,HDLBP
3.08E-17,1.421309916,0.272,0.107,1.81E-12,1,CHST12
3.65E-17,1.700442791,0.293,0.125,2.15E-12,1,ID3
3.99E-17,0.881565697,0.641,0.427,2.35E-12,1,LPIN1
4.92E-17,1.287913636,0.204,0.065,2.89E-12,1,FSD1
9.31E-17,2.126234344,0.115,0.023,5.48E-12,1,KLHL2
1.00E-16,0.877830585,0.573,0.347,5.91E-12,1,MAP4
1.08E-16,0.836629038,0.573,0.344,6.36E-12,1,TANK
1.43E-16,0.750935761,0.762,0.56,8.44E-12,1,GPR171
1.97E-16,0.971793652,0.45,0.233,1.16E-11,1,PITPNC1
2.22E-16,1.092162859,0.398,0.199,1.31E-11,1,CTNNB1
2.34E-16,1.487127145,0.228,0.084,1.37E-11,1,CH25H
3.87E-16,1.939700611,0.165,0.049,2.28E-11,1,B3GNT7
5.00E-16,1.202479327,0.293,0.124,2.95E-11,1,ZBTB16
6.98E-16,1.221776353,0.529,0.333,4.11E-11,1,GZMA
7.68E-16,0.817174577,0.5,0.27,4.52E-11,1,FBXO34
1.01E-15,1.313220774,0.249,0.096,5.94E-11,1,PLEKHG2
1.02E-15,1.089113832,0.421,0.219,6.02E-11,1,PELI1
1.15E-15,1.089843926,0.293,0.124,6.76E-11,1,AOAH
1.38E-15,1.558393434,0.149,0.041,8.12E-11,1,PRKAR2B
2.11E-15,1.603353052,0.16,0.046,1.24E-10,1,SYNGR1
2.37E-15,1.224456115,0.296,0.13,1.39E-10,1,CCDC69
2.62E-15,1.887838049,0.147,0.04,1.54E-10,1,ADGRG1
3.63E-15,1.712914967,0.144,0.039,2.14E-10,1,OSBPL3
6.09E-15,0.952412857,0.374,0.186,3.59E-10,1,ABCB1
6.55E-15,0.512471446,0.859,0.644,3.85E-10,1,ANKRD28
6.78E-15,2.065142854,0.12,0.029,3.99E-10,1,CCRL2
1.07E-14,0.992026896,0.267,0.111,6.27E-10,1,CLIC3
1.42E-14,0.560740647,0.843,0.69,8.35E-10,1,MSN
2.06E-14,0.999570433,0.45,0.251,1.21E-09,1,FOXO1
2.32E-14,1.821597839,0.175,0.06,1.37E-09,1,SPRY2
2.32E-14,0.75927382,0.589,0.372,1.37E-09,1,PRKAR1A
2.47E-14,1.428933328,0.223,0.087,1.46E-09,1,TRGC1
3.29E-14,1.54678205,0.157,0.048,1.93E-09,1,TOX
4.57E-14,1.036190327,0.469,0.285,2.69E-09,1,MAP3K8
5.98E-14,0.847135068,0.484,0.274,3.52E-09,1,ZCCHC2
8.51E-14,0.776661373,0.594,0.401,5.01E-09,1,KAT6B
8.68E-14,0.671018388,0.73,0.534,5.11E-09,1,STAT3
9.42E-14,0.701533563,0.662,0.458,5.55E-09,1,ISG15
9.45E-14,0.82666832,0.516,0.31,5.56E-09,1,B4GALT1
1.16E-13,0.7980068,0.495,0.284,6.80E-09,1,PRKCH
1.19E-13,0.927088947,0.406,0.22,6.99E-09,1,MAPK1
1.25E-13,0.361832986,0.694,0.452,7.33E-09,1,GZMB
1.62E-13,0.665539394,0.581,0.369,9.54E-09,1,CD160
1.83E-13,0.756018698,0.62,0.429,1.08E-08,1,FOSL2
1.91E-13,1.164139413,0.293,0.136,1.12E-08,1,NECTIN3
2.03E-13,1.62334664,0.16,0.052,1.19E-08,1,SLCO4A1
2.04E-13,1.129822685,0.264,0.115,1.20E-08,1,PACS1
2.06E-13,0.81308089,0.691,0.577,1.22E-08,1,CEBPB
2.15E-13,0.423303597,0.984,0.904,1.27E-08,1,ACTG1
2.53E-13,0.460051406,0.817,0.617,1.49E-08,1,CD53
3.12E-13,0.704358792,0.618,0.407,1.83E-08,1,ITGA4
3.68E-13,0.994333796,0.335,0.167,2.16E-08,1,TAB2
3.93E-13,1.393536015,0.17,0.058,2.31E-08,1,KLHL6
4.32E-13,1.353188193,0.199,0.075,2.55E-08,1,NUGGC
5.65E-13,0.919077003,0.34,0.171,3.33E-08,1,KDM5B
7.19E-13,0.886949914,0.356,0.182,4.23E-08,1,CAPRIN1
7.75E-13,1.546831311,0.181,0.067,4.56E-08,1,SMC6
7.91E-13,0.7565178,0.393,0.206,4.65E-08,1,LPXN
9.07E-13,0.87659057,0.38,0.204,5.34E-08,1,MARK3
9.49E-13,1.046665384,0.332,0.168,5.59E-08,1,LNPEP
9.91E-13,0.657266315,0.707,0.505,5.84E-08,1,PAK2
1.11E-12,0.778165989,0.487,0.292,6.55E-08,1,CPD
1.11E-12,0.252737508,1,0.999,6.56E-08,1,UBC
1.12E-12,0.779627572,0.435,0.245,6.60E-08,1,PLEKHO1
1.27E-12,0.751207177,0.448,0.252,7.49E-08,1,CAMK4
1.41E-12,0.602023567,0.699,0.499,8.31E-08,1,RAB8B
1.74E-12,0.448362771,0.864,0.716,1.02E-07,1,HNRNPA3
1.81E-12,1.370635333,0.162,0.056,1.07E-07,1,KIAA1147
3.12E-12,0.532105004,0.806,0.639,1.84E-07,1,CEBPZ
3.24E-12,1.602534593,0.128,0.038,1.91E-07,1,ABHD15
3.56E-12,0.492361106,0.733,0.54,2.10E-07,1,ARHGAP9
3.60E-12,1.564643703,0.154,0.053,2.12E-07,1,POMC
5.41E-12,1.053945013,0.293,0.146,3.18E-07,1,SIPA1L1
5.58E-12,0.898598906,0.414,0.24,3.29E-07,1,NAMPT
5.63E-12,0.497505593,0.861,0.775,3.32E-07,1,SMCHD1
5.93E-12,0.954804895,0.309,0.153,3.49E-07,1,XPO6
9.11E-12,0.933870358,0.314,0.158,5.36E-07,1,HGSNAT
9.66E-12,0.396751876,0.932,0.826,5.69E-07,1,PGK1
1.16E-11,0.704246086,0.539,0.346,6.81E-07,1,SMIM3
1.21E-11,0.442183915,0.804,0.632,7.11E-07,1,GNG2
1.62E-11,0.853518924,0.408,0.231,9.56E-07,1,CTSD
1.78E-11,1.777362761,0.118,0.035,1.05E-06,1,ASB2
2.04E-11,0.596823625,0.563,0.351,1.20E-06,1,AUTS2
2.21E-11,1.088468234,0.228,0.1,1.30E-06,1,TTC1
2.36E-11,0.582638589,0.649,0.464,1.39E-06,1,DYNC1H1
2.44E-11,0.512199408,0.757,0.57,1.43E-06,1,TNFRSF1B
2.54E-11,1.040311725,0.288,0.144,1.49E-06,1,ZDBF2
2.59E-11,1.171650751,0.199,0.082,1.53E-06,1,SFMBT2
2.79E-11,0.78472911,0.469,0.291,1.64E-06,1,USP47
2.94E-11,1.205608616,0.175,0.067,1.73E-06,1,VIM-AS1
2.96E-11,0.663637292,0.545,0.352,1.74E-06,1,FAS
3.07E-11,0.758194655,0.432,0.256,1.81E-06,1,SLAIN2
3.64E-11,0.741188187,0.39,0.219,2.14E-06,1,PCNX1
4.01E-11,0.750484705,0.393,0.224,2.36E-06,1,IL2RB
5.12E-11,0.554412468,0.743,0.585,3.01E-06,1,FAM129A
5.36E-11,1.579508536,0.162,0.062,3.16E-06,1,CEP152
5.81E-11,0.765885087,0.5,0.317,3.42E-06,1,AHI1
6.28E-11,1.471311678,0.152,0.056,3.70E-06,1,TIMP2
6.42E-11,0.853499902,0.369,0.205,3.78E-06,1,ITGAE
7.26E-11,0.942029564,0.338,0.186,4.27E-06,1,RBM12
8.51E-11,0.766662916,0.38,0.215,5.01E-06,1,IL21R
9.32E-11,1.517946179,0.118,0.036,5.49E-06,1,ZKSCAN8
9.63E-11,1.05255871,0.23,0.107,5.67E-06,1,HIVEP1
1.11E-10,0.392056463,0.911,0.777,6.53E-06,1,RNF19A
1.24E-10,0.687491135,0.463,0.28,7.30E-06,1,02-Sep
1.61E-10,0.787514314,0.361,0.199,9.45E-06,1,AP3S1
1.66E-10,0.431200463,0.843,0.662,9.77E-06,1,PARP8
1.81E-10,1.841267831,0.118,0.038,1.06E-05,1,AC079331.1
1.91E-10,1.214714582,0.183,0.075,1.12E-05,1,GALC
1.91E-10,0.972165452,0.267,0.131,1.13E-05,1,DMTF1
2.07E-10,0.750882006,0.361,0.201,1.22E-05,1,GPR15
2.75E-10,0.830332553,0.366,0.207,1.62E-05,1,CHD7
3.25E-10,0.289054275,0.958,0.897,1.91E-05,1,YBX1
3.28E-10,0.855605242,0.369,0.211,1.93E-05,1,PTGER2
3.36E-10,0.624103195,0.12,0.039,1.98E-05,1,GNLY
4.07E-10,0.544360177,0.599,0.411,2.39E-05,1,PBX4
4.68E-10,0.614741169,0.594,0.416,2.76E-05,1,MBD2
4.82E-10,0.536399811,0.678,0.479,2.84E-05,1,TLN1
5.02E-10,0.492706346,0.751,0.605,2.96E-05,1,IFITM2
5.15E-10,1.733276861,0.134,0.049,3.03E-05,1,MYO6
5.23E-10,1.295047668,0.149,0.057,3.08E-05,1,SLC12A6
6.19E-10,1.256456362,0.157,0.062,3.65E-05,1,BACH2
6.24E-10,1.122691779,0.199,0.089,3.67E-05,1,CARD16
6.47E-10,1.402514121,0.157,0.062,3.81E-05,1,MAST4
7.20E-10,0.376515921,0.838,0.735,4.24E-05,1,ELF1
8.51E-10,1.384574051,0.136,0.049,5.01E-05,1,NCALD
8.56E-10,0.35902576,0.864,0.747,5.04E-05,1,IL32
8.64E-10,0.620635775,0.681,0.518,5.08E-05,1,PARK7
8.80E-10,0.795131216,0.364,0.206,5.18E-05,1,TRIM22
1.03E-09,0.877542517,0.215,0.099,6.09E-05,1,AC079331.2
1.04E-09,0.484383066,0.678,0.504,6.11E-05,1,SLC7A5
1.15E-09,0.300182744,0.99,0.946,6.77E-05,1,DDX24
1.19E-09,0.722317565,0.353,0.199,6.98E-05,1,PSPC1
1.41E-09,0.274130061,0.95,0.802,8.31E-05,1,KLRD1
1.46E-09,1.05386106,0.291,0.159,8.57E-05,1,ATP2A2
1.52E-09,0.636292388,0.516,0.34,8.93E-05,1,WASF2
1.53E-09,0.842643636,0.343,0.197,8.99E-05,1,P4HA1
1.66E-09,0.798681707,0.262,0.129,9.75E-05,1,RFTN1
1.70E-09,0.736378269,0.249,0.12,1.00E-04,1,PHTF1
2.02E-09,0.806499243,0.296,0.159,0.000119125,1,ARPC4
2.04E-09,0.478684454,0.571,0.38,0.000119959,1,HCLS1
2.06E-09,1.389258019,0.113,0.037,0.000121394,1,PLCXD2
2.22E-09,0.650511508,0.461,0.292,0.000130419,1,EIF3L
2.28E-09,0.645009336,0.503,0.333,0.000134022,1,BICDL1
2.30E-09,1.65292847,0.102,0.032,0.000135636,1,ZNF395
2.48E-09,0.866333813,0.243,0.12,0.000145883,1,GALNT2
2.55E-09,0.682674725,0.403,0.242,0.000149908,1,ARPC1B
2.70E-09,1.190913826,0.194,0.088,0.000159199,1,CHRM3-AS2
2.77E-09,1.591667509,0.144,0.058,0.00016294,1,CAT
3.38E-09,0.765079264,0.427,0.274,0.000199223,1,UCP2
4.14E-09,0.808317168,0.291,0.158,0.000243686,1,CNBD2
4.29E-09,0.624761265,0.555,0.389,0.000252342,1,OSTF1
4.35E-09,0.535684254,0.524,0.341,0.000256364,1,ACTN4
4.54E-09,0.712732888,0.372,0.219,0.000267142,1,IL4R
5.17E-09,0.488862765,0.495,0.322,0.000304475,1,RNF115
5.81E-09,0.64701405,0.586,0.43,0.000342127,1,RPS27L
6.00E-09,1.732572291,0.118,0.043,0.000353479,1,GRAMD2B
6.60E-09,0.513705714,0.529,0.36,0.000388506,1,CDC14A
6.64E-09,1.207942884,0.128,0.048,0.000390839,1,YPEL1
7.09E-09,0.392614539,0.893,0.827,0.000417121,1,ATP1B3
7.47E-09,0.489766222,0.623,0.445,0.000439636,1,PIP4K2A
8.28E-09,0.94101173,0.262,0.141,0.000487427,1,PRMT9
8.37E-09,0.67253822,0.34,0.193,0.000492813,1,UBE2E3
1.05E-08,0.924136109,0.238,0.122,0.000619387,1,TRIM56
1.16E-08,1.227951298,0.128,0.049,0.000680088,1,GRK5
1.28E-08,0.309267028,0.932,0.839,0.000755257,1,CNOT6L
1.33E-08,1.026615702,0.149,0.061,0.000780259,1,EVA1B
1.37E-08,0.459030689,0.746,0.585,0.000804999,1,SCAND1
