,marker site,rede,latitude,longitude,estacao3,estacao,codigo
28,1627759434,Hidrométrica,41.953,-6.779,ALBUFEIRA DA SERRA SERRADA (02Q/01A), ALBUFEIRA DA SERRA SERRADA (02Q/01A),02Q/01A
29,1627759452,Hidrométrica,37.669,-7.507,ALBUFEIRA DA TAPADA GRANDE (27L/01A), ALBUFEIRA DA TAPADA GRANDE (27L/01A),27L/01A
30,1627759474,Hidrométrica,39.873,-7.076,ALBUFEIRA DA TOULICA (14O/01A), ALBUFEIRA DA TOULICA (14O/01A),14O/01A
31,1627759510,Hidrométrica,41.167,-7.376,ALBUFEIRA DA VALEIRA (R.E.) (07M/02A), ALBUFEIRA DA VALEIRA (R.E.) (07M/02A),07M/02A
32,1627759512,Hidrométrica,41.121,-7.775,ALBUFEIRA DA VAROSA (R.E.) (07K/02A), ALBUFEIRA DA VAROSA (R.E.) (07K/02A),07K/02A
33,1627759534,Hidrométrica,38.538,-7.607,ALBUFEIRA DA VIGIA (22L/01A), ALBUFEIRA DA VIGIA (22L/01A),22L/01A
34,7914972596,Hidrométrica,37.4702425,-7.493445556,ALBUFEIRA DE ALCOUTIM (29M/04A), ALBUFEIRA DE ALCOUTIM (29M/04A),29M/04A
35,7556914548,Hidrométrica,41.058043,-7.671978,ALBUFEIRA DE ARMAMAR (TEMILOBOS) (07K/05A), ALBUFEIRA DE ARMAMAR (TEMILOBOS) (07K/05A),07K/05A
36,1627743534,Hidrométrica,41.395,-6.66,ALBUFEIRA DE BAST&Ecirc;LOS (05R/01A), ALBUFEIRA DE BASTÊLOS (05R/01A),05R/01A
37,1627743544,Hidrométrica,39.48,-7.998,ALBUFEIRA DE BELVER (R.E.) (17J/01A), ALBUFEIRA DE BELVER (R.E.) (17J/01A),17J/01A
38,1627743574,Hidrométrica,40.854,-8.303,ALBUFEIRA DE BURG&Atilde;ES (08H/01A), ALBUFEIRA DE BURGÃES (08H/01A),08H/01A
39,1627743666,Hidrométrica,41.369,-6.956,ALBUFEIRA DE CAMBA (05P/02A), ALBUFEIRA DE CAMBA (05P/02A),05P/02A
40,1627743668,Hidrométrica,37.845,-8.612,ALBUFEIRA DE CAMPILHAS (26F/01A), ALBUFEIRA DE CAMPILHAS (26F/01A),26F/01A
41,7927143708,Hidrométrica,37.253519,-7.487947,ALBUFEIRA DE CAROUCHA (30M/06A), ALBUFEIRA DE CAROUCHA (30M/06A),30M/06A
42,1627743896,Hidrométrica,39.545,-8.323,ALBUFEIRA DE CASTELO DE BODE (R.E.) (16H/01A), ALBUFEIRA DE CASTELO DE BODE (R.E.) (16H/01A),16H/01A
43,1627751876,Hidrométrica,39.812,-7.912,ALBUFEIRA DE CORGAS (15J/01A), ALBUFEIRA DE CORGAS (15J/01A),15J/01A
44,1627751880,Hidrométrica,37.609,-8.453,ALBUFEIRA DE CORTE BRIQUE (28G/02A), ALBUFEIRA DE CORTE BRIQUE (28G/02A),28G/02A
45,1627751890,Hidrométrica,40.314,-7.595,ALBUFEIRA DE COV&Atilde;O DO FERRO (12L/01AE), ALBUFEIRA DE COVÃO DO FERRO (12L/01AE),12L/01AE
46,1627751892,Hidrométrica,40.334,-7.633,ALBUFEIRA DE COV&Atilde;O DO MEIO (R.E.) (13L/01AE), ALBUFEIRA DE COVÃO DO MEIO (R.E.) (13L/01AE),13L/01AE
47,1627751912,Hidrométrica,41.074,-8.488,ALBUFEIRA DE CRESTUMA (R.E.) (07G/01A), ALBUFEIRA DE CRESTUMA (R.E.) (07G/01A),07G/01A
48,7554829608,Hidrométrica,40.714337,-8.353046,ALBUFEIRA DE ERMIDA (R.E.) (09H/07A), ALBUFEIRA DE ERMIDA (R.E.) (09H/07A),09H/07A
49,1627752558,Hidrométrica,40.259,-7.286,ALBUFEIRA DE ESCARIGO (12N/01AE), ALBUFEIRA DE ESCARIGO (12N/01AE),12N/01AE
50,1627758608,Hidrométrica,40.639,-7.783,ALBUFEIRA DE FAGILDE (10K/01A), ALBUFEIRA DE FAGILDE (10K/01A),10K/01A
51,1627758622,Hidrométrica,41.305,-7.169,ALBUFEIRA DE FONTE LONGA (06N/01A), ALBUFEIRA DE FONTE LONGA (06N/01A),06N/01A
52,1627758624,Hidrométrica,37.881,-8.497,ALBUFEIRA DE FONTE SERNE (26G/01AE), ALBUFEIRA DE FONTE SERNE (26G/01AE),26G/01AE
53,1627758660,Hidrométrica,41.052,-7.98,ALBUFEIRA DE FREIGIL (R.E.) (07J/01A), ALBUFEIRA DE FREIGIL (R.E.) (07J/01A),07J/01A
54,1627758668,Hidrométrica,40.241,-8.157,ALBUFEIRA DE FRONHAS (R.E.) (12I/01A), ALBUFEIRA DE FRONHAS (R.E.) (12I/01A),12I/01A
55,1627758676,Hidrométrica,39.395,-7.655,ALBUFEIRA DE GAFETE (17L/03A), ALBUFEIRA DE GAFETE (17L/03A),17L/03A
56,1627758686,Hidrométrica,41.585,-8.138,ALBUFEIRA DE GUILHOFREI (R.E.) (04I/01A), ALBUFEIRA DE GUILHOFREI (R.E.) (04I/01A),04I/01A
57,1627758730,Hidrométrica,39.946,-7.202,ALBUFEIRA DE IDANHA (14N/01A), ALBUFEIRA DE IDANHA (14N/01A),14N/01A
58,1627758752,Hidrométrica,38.636,-7.406,ALBUFEIRA DE LUCEF&Eacute;CIT (22M/01A), ALBUFEIRA DE LUCEFÉCIT (22M/01A),22M/01A
59,1627758756,Hidrométrica,38.998,-8.688,ALBUFEIRA DE MAGOS (20E/01A), ALBUFEIRA DE MAGOS (20E/01A),20E/01A
60,1627758774,Hidrométrica,40.263,-7.151,ALBUFEIRA DE MEIMOA (12O/01A), ALBUFEIRA DE MEIMOA (12O/01A),12O/01A
61,1627758784,Hidrométrica,38.659,-8.098,ALBUFEIRA DE MINUTOS (DGADR) (22I/01A), ALBUFEIRA DE MINUTOS (DGADR) (22I/01A),22I/01A
62,1627758786,Hidrométrica,41.484,-6.28,ALBUFEIRA DE MIRANDA (R.E.) (05T/01A), ALBUFEIRA DE MIRANDA (R.E.) (05T/01A),05T/01A
63,1627758816,Hidrométrica,39.053,-8.175,ALBUFEIRA DE MONTARGIL (19H/01A), ALBUFEIRA DE MONTARGIL (19H/01A),19H/01A
64,1627758826,Hidrométrica,37.497,-8.061,ALBUFEIRA DE MONTE CL&Eacute;RIGO (29I/01A), ALBUFEIRA DE MONTE CLÉRIGO (29I/01A),29I/01A
65,1627758846,Hidrométrica,37.736,-8.294,ALBUFEIRA DE MONTE DA ROCHA (27H/01A), ALBUFEIRA DE MONTE DA ROCHA (27H/01A),27H/01A
66,1627758832,Hidrométrica,37.789,-8.265,ALBUFEIRA DE MONTE MIGUEIS (27H/03AE), ALBUFEIRA DE MONTE MIGUEIS (27H/03AE),27H/03AE
67,1627758860,Hidrométrica,37.898,-8.761,ALBUFEIRA DE MORGAV&Eacute;L (26E/01A), ALBUFEIRA DE MORGAVÉL (26E/01A),26E/01A
68,1627758874,Hidrométrica,39.326,-7.696,ALBUFEIRA DE NASCENTES (18K/02A), ALBUFEIRA DE NASCENTES (18K/02A),18K/02A
69,1627758894,Hidrométrica,37.331,-7.518,ALBUFEIRA DE ODELEITE (30L/01A), ALBUFEIRA DE ODELEITE (30L/01A),30L/01A
70,1627758906,Hidrométrica,38.187,-8.121,ALBUFEIRA DE ODIVELAS (24I/01A), ALBUFEIRA DE ODIVELAS (24I/01A),24I/01A
71,1627758936,Hidrométrica,39.247600671,-8.589464748,ALBUFEIRA DE PATUDOS (18F/03A), ALBUFEIRA DE PATUDOS (18F/03A),18F/03A
72,1627758954,Hidrométrica,40.045,-7.015,ALBUFEIRA DE PENHA GARCIA (13O/01A), ALBUFEIRA DE PENHA GARCIA (13O/01A),13O/01A
73,1627758956,Hidrométrica,41.549571699,-8.537080799,ALBUFEIRA DE PENIDE (04F/01A), ALBUFEIRA DE PENIDE (04F/01A),04F/01A
74,1627758948,Hidrométrica,38.419,-8.392,ALBUFEIRA DE P&Ecirc;GO DO ALTAR (23G/01A), ALBUFEIRA DE PÊGO DO ALTAR (23G/01A),23G/01A
75,1627759290,Hidrométrica,39.486,-7.557,ALBUFEIRA DE P&Oacute;VOA E MEADAS (R.E.) (17L/01A), ALBUFEIRA DE PÓVOA E MEADAS (R.E.) (17L/01A),17L/01A
76,1627759330,Hidrométrica,41.008,-7.335,ALBUFEIRA DE RANHADOS (07M/01A), ALBUFEIRA DE RANHADOS (07M/01A),07M/01A
77,1627759358,Hidrométrica,38.763,-9.419,ALBUFEIRA DE RIO DA MULA (21A/01A), ALBUFEIRA DE RIO DA MULA (21A/01A),21A/01A
78,1627759378,Hidrométrica,41.689,-8.094,ALBUFEIRA DE SALAMONDE (R.E.) (03I/01A), ALBUFEIRA DE SALAMONDE (R.E.) (03I/01A),03I/01A
79,1627759384,Hidrométrica,37.516,-8.44,ALBUFEIRA DE SANTA CLARA (28G/01A), ALBUFEIRA DE SANTA CLARA (28G/01A),28G/01A
80,1627759390,Hidrométrica,40.09,-7.858,ALBUFEIRA DE SANTA LUZIA (R.E.) (13J/01A), ALBUFEIRA DE SANTA LUZIA (R.E.) (13J/01A),13J/01A
81,1627759396,Hidrométrica,40.867,-6.893,ALBUFEIRA DE SANTA MARIA DE AGUIAR (08P/01A), ALBUFEIRA DE SANTA MARIA DE AGUIAR (08P/01A),08P/01A
82,1627759382,Hidrométrica,39.969,-7.481,ALBUFEIRA DE SANTA &Aacute;GUEDA (MARATECA) (14M/01A), ALBUFEIRA DE SANTA ÁGUEDA (MARATECA) (14M/01A),14M/01A
83,1627759402,Hidrométrica,39.341,-9.314,ALBUFEIRA DE S&Atilde;O DOMINGOS (17B/01A), ALBUFEIRA DE SÃO DOMINGOS (17B/01A),17B/01A
84,1627759456,Hidrométrica,40.97,-7.312,ALBUFEIRA DE TEJA (08N/02AE), ALBUFEIRA DE TEJA (08N/02AE),08N/02AE
85,1627759488,Hidrométrica,41.267,-7.016,ALBUFEIRA DE VALE COVO (06P/02AE), ALBUFEIRA DE VALE COVO (06P/02AE),06P/02AE
86,1627759492,Hidrométrica,38.246,-8.297,ALBUFEIRA DE VALE DO GAIO (24H/01A), ALBUFEIRA DE VALE DO GAIO (24H/01A),24H/01A
87,7556914544,Hidrométrica,41.480776,-7.079466,ALBUFEIRA DE VALE MADEIRO (05O/02A), ALBUFEIRA DE VALE MADEIRO (05O/02A),05O/02A
88,8235958464,Hidrométrica,41.953825833,-6.804194167,ALBUFEIRA DE VEIGUINHAS (02Q/02AE), ALBUFEIRA DE VEIGUINHAS (02Q/02AE),02Q/02AE
89,1627759522,Hidrométrica,41.681225973,-7.984773617,ALBUFEIRA DE VENDA NOVA (R.E.) (03J/04A), ALBUFEIRA DE VENDA NOVA (R.E.) (03J/04A),03J/04A
90,1627759524,Hidrométrica,41.683,-7.99,ALBUFEIRA DE VENDA NOVA FRADES (R.E.) (03J/05A), ALBUFEIRA DE VENDA NOVA FRADES (R.E.) (03J/05A),03J/05A
91,1627759552,Hidrométrica,41.2,-6.88,ALBUFEIRA DE VILAR FERREIRO (CARVI&Ccedil;AIS) (06P/01A), ALBUFEIRA DE VILAR FERREIRO (CARVIÇAIS) (06P/01A),06P/01A
92,1627759554,Hidrométrica,40.987,-7.535,ALBUFEIRA DE VILAR TABUA&Ccedil;O (R.E.) (08L/01A), ALBUFEIRA DE VILAR TABUAÇO (R.E.) (08L/01A),08L/01A
93,1627759560,Hidrométrica,41.759,-8.217,ALBUFEIRA DE VILARINHO DAS FURNAS (R.E.) (03H/01A), ALBUFEIRA DE VILARINHO DAS FURNAS (R.E.) (03H/01A),03H/01A
94,7796342256,Hidrométrica,39.360089,-9.137291,ALBUFEIRA DE &Oacute;BIDOS (DGADR) (17C/06A), ALBUFEIRA DE ÓBIDOS (DGADR) (17C/06A),17C/06A
95,1627743354,Hidrométrica,39.096,-7.121,ALBUFEIRA DO ABRILONGO (DGADR) (19O/01A), ALBUFEIRA DO ABRILONGO (DGADR) (19O/01A),19O/01A
96,1627743406,Hidrométrica,41.309,-7.445,ALBUFEIRA DO ALIJ&Oacute; (VILA CH&Atilde;) (06M/01A), ALBUFEIRA DO ALIJÓ (VILA CHÃ) (06M/01A),06M/01A
97,1627743418,Hidrométrica,38.197,-7.495,ALBUFEIRA DO ALQUEVA (24M/06A), ALBUFEIRA DO ALQUEVA (24M/06A),24M/06A
98,1627743416,Hidrométrica,38.197,-7.495,ALBUFEIRA DO ALQUEVA (R.E.) (24M/07A), ALBUFEIRA DO ALQUEVA (R.E.) (24M/07A),24M/07A
99,7554862818,Hidrométrica,38.16889,-7.490436,ALBUFEIRA DO ALQUEVA JUSANTE (R.E.) (24M/08A), ALBUFEIRA DO ALQUEVA JUSANTE (R.E.) (24M/08A),24M/08A
100,1627743426,Hidrométrica,40.19,-7.846,ALBUFEIRA DO ALTO CEIRA (R.E.) (12J/01A), ALBUFEIRA DO ALTO CEIRA (R.E.) (12J/01A),12J/01A
101,1627743422,Hidrométrica,41.803,-7.876,ALBUFEIRA DO ALTO C&Aacute;VADO (R.E.) (03J/02AE), ALBUFEIRA DO ALTO CÁVADO (R.E.) (03J/02AE),03J/02AE
102,1627743428,Hidrométrica,41.871,-8.205,ALBUFEIRA DO ALTO LINDOSO (R.E.) (02H/01A), ALBUFEIRA DO ALTO LINDOSO (R.E.) (02H/01A),02H/01A
103,1627743430,Hidrométrica,41.732,-7.861,ALBUFEIRA DO ALTO RABAG&Atilde;O (R.E.) (03J/03A), ALBUFEIRA DO ALTO RABAGÃO (R.E.) (03J/03A),03J/03A
104,1627743440,Hidrométrica,38.275,-7.921,ALBUFEIRA DO ALVITO (24J/01A), ALBUFEIRA DO ALVITO (24J/01A),24J/01A
105,1627743432,Hidrométrica,41.32,-7.8,ALBUFEIRA DO ALV&Atilde;O (VILA REAL) (06K/05A), ALBUFEIRA DO ALVÃO (VILA REAL) (06K/05A),06K/05A
106,1627743460,Hidrométrica,37.238,-8.381,ALBUFEIRA DO ARADE (30G/02A), ALBUFEIRA DO ARADE (30G/02A),30G/02A
107,1627743468,Hidrométrica,41.089,-6.998,ALBUFEIRA DO ARROIO (07P/01A), ALBUFEIRA DO ARROIO (07P/01A),07P/01A
108,1627743482,Hidrométrica,41.557,-6.888,ALBUFEIRA DO AZIBO (04P/01A), ALBUFEIRA DO AZIBO (04P/01A),04P/01A
109,7554777518,Hidrométrica,41.228605,-7.012504,ALBUFEIRA DO BAIXO SABOR (R.E.) (06O/09A), ALBUFEIRA DO BAIXO SABOR (R.E.) (06O/09A),06O/09A
110,7554829602,Hidrométrica,41.202247,-7.092974,ALBUFEIRA DO BAIXO SABOR JUS (R.E.) (06O/10A), ALBUFEIRA DO BAIXO SABOR JUS (R.E.) (06O/10A),06O/10A
111,1627743538,Hidrométrica,37.278,-7.507,ALBUFEIRA DO BELICHE (30L/02A), ALBUFEIRA DO BELICHE (30L/02A),30L/02A
112,1627743586,Hidrométrica,39.929,-8.127,ALBUFEIRA DO CABRIL (R.E.) (14I/01A), ALBUFEIRA DO CABRIL (R.E.) (14I/01A),14I/01A
113,1627743648,Hidrométrica,38.996,-7.14,ALBUFEIRA DO CAIA (20O/01A), ALBUFEIRA DO CAIA (20O/01A),20O/01A
114,1627743662,Hidrométrica,40.535,-7.335,ALBUFEIRA DO CALDEIR&Atilde;O (R.E.) (10M/01A), ALBUFEIRA DO CALDEIRÃO (R.E.) (10M/01A),10M/01A
115,1627743682,Hidrométrica,41.088,-8.126,ALBUFEIRA DO CARRAPATELO (R.E.) (07I/01A), ALBUFEIRA DO CARRAPATELO (R.E.) (07I/01A),07I/01A
116,7557137960,Hidrométrica,39.608725,-8.357725,ALBUFEIRA DO CARRIL (16G/03A), ALBUFEIRA DO CARRIL (16G/03A),16G/03A
117,1627752100,Hidrométrica,38.705,-7.924,ALBUFEIRA DO DIV&Ocirc;R (21J/01A), ALBUFEIRA DO DIVÔR (21J/01A),21J/01A
118,1627752188,Hidrométrica,37.98,-7.45,ALBUFEIRA DO ENXO&Eacute; (26M/01A), ALBUFEIRA DO ENXOÉ (26M/01A),26M/01A
119,1627758658,Hidrométrica,39.531,-7.833,ALBUFEIRA DO FRATEL (R.E.) (16K/02A), ALBUFEIRA DO FRATEL (R.E.) (16K/02A),16K/02A
120,1627758670,Hidrométrica,37.274,-8.374,ALBUFEIRA DO FUNCHO (30G/01A), ALBUFEIRA DO FUNCHO (30G/01A),30G/01A
121,1627758738,Hidrométrica,40.386,-7.62,ALBUFEIRA DO LAGOACHO (R.E.) (11L/01A), ALBUFEIRA DO LAGOACHO (R.E.) (11L/01A),11L/01A
122,1627758764,Hidrométrica,39.015,-7.976,ALBUFEIRA DO MARANH&Atilde;O (19J/01A), ALBUFEIRA DO MARANHÃO (19J/01A),19J/01A
123,1627758830,Hidrométrica,37.791,-8.237,ALBUFEIRA DO MONTE GATO (27H/02AE), ALBUFEIRA DO MONTE GATO (27H/02AE),27H/02AE
124,1627758834,Hidrométrica,38.511,-7.71,ALBUFEIRA DO MONTE NOVO (22K/01A), ALBUFEIRA DO MONTE NOVO (22K/01A),22K/01A
125,1627758876,Hidrométrica,39.508,-8.094,ALBUFEIRA DO NEGRELINHO (16I/02A), ALBUFEIRA DO NEGRELINHO (16I/02A),16I/02A
126,3507536920,Hidrométrica,37.28694,-8.471098,ALBUFEIRA DO ODELOUCA (30G/11AE), ALBUFEIRA DO ODELOUCA (30G/11AE),30G/11AE
127,1627758924,Hidrométrica,41.176,-7.219,ALBUFEIRA DO PALAMEIRO (06N/02AE), ALBUFEIRA DO PALAMEIRO (06N/02AE),06N/02AE
128,1627758952,Hidrométrica,41.295438166,-7.174163649,ALBUFEIRA DO PENEIREIRO (06O/01A), ALBUFEIRA DO PENEIREIRO (06O/01A),06O/01A
129,1627758968,Hidrométrica,41.386,-6.374,ALBUFEIRA DO PICOTE (R.E.) (05S/01A), ALBUFEIRA DO PICOTE (R.E.) (05S/01A),05S/01A
130,1627758972,Hidrométrica,40.019,-7.556,ALBUFEIRA DO PISCO (13L/02A), ALBUFEIRA DO PISCO (13L/02A),13L/02A
131,1627758976,Hidrométrica,41.135220512,-7.114295478,ALBUFEIRA DO POCINHO (R.E.) (07O/02A), ALBUFEIRA DO POCINHO (R.E.) (07O/02A),07O/02A
132,1627758980,Hidrométrica,39.516,-7.583,ALBUFEIRA DO POIO (16L/01AE), ALBUFEIRA DO POIO (16L/01AE),16L/01AE
133,7554777512,Hidrométrica,40.742218,-8.319449,ALBUFEIRA DO RIBEIRADIO (R.E.) (09H/06A), ALBUFEIRA DO RIBEIRADIO (R.E.) (09H/06A),09H/06A
134,1627759368,Hidrométrica,37.929604974,-8.081894325,ALBUFEIRA DO ROXO (26I/01A), ALBUFEIRA DO ROXO (26I/01A),26I/01A
135,1627759374,Hidrométrica,40.261,-7.143,ALBUFEIRA DO SABUGAL (DGADR) (12O/02A), ALBUFEIRA DO SABUGAL (DGADR) (12O/02A),12O/02A
136,1627759380,Hidrométrica,41.32,-7.06,ALBUFEIRA DO SALGUEIRO (06O/02A), ALBUFEIRA DO SALGUEIRO (06O/02A),06O/02A
137,1627759446,Hidrométrica,41.285,-7.828,ALBUFEIRA DO SORDO (06K/01A), ALBUFEIRA DO SORDO (06K/01A),06K/01A
138,1627759468,Hidrométrica,41.098,-8.262,ALBUFEIRA DO TORR&Atilde;O (R.E.) (07H/01A), ALBUFEIRA DO TORRÃO (R.E.) (07H/01A),07H/01A
139,1627759476,Hidrométrica,41.812,-8.349,ALBUFEIRA DO TOUVEDO (R.E.) (03G/01A), ALBUFEIRA DO TOUVEDO (R.E.) (03G/01A),03G/01A
140,1627759502,Hidrométrica,40.4,-7.589,ALBUFEIRA DO VALE DO ROSSIM (R.E.) (11L/02A), ALBUFEIRA DO VALE DO ROSSIM (R.E.) (11L/02A),11L/02A
141,9978398426,Hidrométrica,41.525288,-7.863249,ALBUFEIRA DOS DAIV&Otilde;ES (R.E.) (04J/08A), ALBUFEIRA DOS DAIVÕES (R.E.) (04J/08A),04J/08A
142,10074142276,Hidrométrica,-7.110299066,41.211539425,ALBUFEIRA FEITICEIRO (R.E.) (06O/11A), ALBUFEIRA FEITICEIRO (R.E.) (06O/11A),06O/11A
143,9321904688,Hidrométrica,41.218872,-7.422642,ALBUFEIRA FOZ DO TUA (R.E.) (06M/06A), ALBUFEIRA FOZ DO TUA (R.E.) (06M/06A),06M/06A
144,1627743398,Hidrométrica,37.471,-7.469,ALCOUTIM (29M/03H), ALCOUTIM (29M/03H),29M/03H
145,1627743394,Hidrométrica,38.37,-8.507,ALC&Aacute;CER DO SAL (23F/01H), ALCÁCER DO SAL (23F/01H),23F/01H
146,1627743396,Hidrométrica,38.439,-8.158,ALC&Aacute;&Ccedil;OVAS VALVERDE (23I/02H), ALCÁÇOVAS VALVERDE (23I/02H),23I/02H
147,1627743400,Hidrométrica,39.495,-9.093,ALFEIZER&Atilde;O (17C/01H), ALFEIZERÃO (17C/01H),17C/01H
148,1627743402,Hidrométrica,39.481,-8.148,ALFERRAREDE (17I/01H), ALFERRAREDE (17I/01H),17I/01H
149,1627743404,Hidrométrica,39.98,-8.275,ALGE (14H/02H), ALGE (14H/02H),14H/02H
150,1627743408,Hidrométrica,40.34,-8.228,ALMA&Ccedil;A (11H/01H), ALMAÇA (11H/01H),11H/01H
151,1627743410,Hidrométrica,39.213,-8.636,ALMEIRIM (18F/02H), ALMEIRIM (18F/02H),18F/02H
152,1627743414,Hidrométrica,39.461,-8.375,ALMOUROL (17G/02H), ALMOUROL (17G/02H),17G/02H
153,1627743412,Hidrométrica,39.735,-7.749,ALMOUR&Atilde;O (15K/01H), ALMOURÃO (15K/01H),15K/01H
154,1627743424,Hidrométrica,41.803,-7.88,ALTO C&Aacute;VADO DERIVA&Ccedil;&Atilde;O (R.E.) (03J/01H), ALTO CÁVADO DERIVAÇÃO (R.E.) (03J/01H),03J/01H
155,1627743420,Hidrométrica,41.803,-7.878,ALTO C&Aacute;VADO TOTAL (R.E.) (03J/06H), ALTO CÁVADO TOTAL (R.E.) (03J/06H),03J/06H
156,1701658505,Hidrométrica,40.954,-8.173,ALVARENGA (08H/05H), ALVARENGA (08H/05H),08H/05H
157,1627743434,Hidrométrica,40.954,-8.173,ALVARENGA (R.E.) (08H/01H), ALVARENGA (R.E.) (08H/01H),08H/01H
158,1627743436,Hidrométrica,39.462,-8.041,ALVEGA (17I/02H), ALVEGA (17I/02H),17I/02H
159,1627743438,Hidrométrica,38.244,-7.968,ALVITO (24J/01H), ALVITO (24J/01H),24J/01H
160,1627743442,Hidrométrica,37.138,-8.596,ALVOR (31F/04H), ALVOR (31F/04H),31F/04H
161,1627743444,Hidrométrica,41.269,-8.078,AMARANTE (06I/01H), AMARANTE (06I/01H),06I/01H
162,1627743446,Hidrométrica,41.268942,-8.075111,AMARANTE (R.E.) (06I/04H), AMARANTE (R.E.) (06I/04H),06I/04H
163,1627743448,Hidrométrica,41.985,-8.163,AMEIJOEIRA (02I/01H), AMEIJOEIRA (02I/01H),02I/01H
164,1627743450,Hidrométrica,38.3,-7.554,AMIEIRA (24L/01H), AMIEIRA (24L/01H),24L/01H
