,marker site,rede,latitude,longitude,estacao3,estacao,codigo
165,1627743452,Hidrométrica,40.41,-7.932,ANDORINHA (11J/01H), ANDORINHA (11J/01H),11J/01H
166,1627743456,Hidrométrica,40.674,-8.563,ANGEJA (09F/03H), ANGEJA (09F/03H),09F/03H
167,1627743462,Hidrométrica,38.167,-7.412,ARDILA (FOZ) (25M/01H), ARDILA (FOZ) (25M/01H),25M/01H
168,1627743464,Hidrométrica,38.172,-7.129,ARDILA FRONTEIRA (24O/01H), ARDILA FRONTEIRA (24O/01H),24O/01H
169,1627743466,Hidrométrica,41.082,-8.52,ARNELAS (R.E.) (07F/04H), ARNELAS (R.E.) (07F/04H),07F/04H
170,1627743470,Hidrométrica,41.807,-8.848,ASPRA (03D/01H), ASPRA (03D/01H),03D/01H
171,1627743474,Hidrométrica,37.293,-7.576,ATALISCA (30L/04H), ATALISCA (30L/04H),30L/04H
172,10065708580,Hidrométrica,38.7440305555556,-9.40325833333333,ATROZELA (R.E.) (21A/06H), ATROZELA (R.E.) (21A/06H),21A/06H
173,1627743472,Hidrométrica,41.107,-8.537,AT&Atilde;ES (R.E.) (07F/02H), ATÃES (R.E.) (07F/02H),07F/02H
174,1627743476,Hidrométrica,37.955,-7.672,AZENHA DE QUILOS (26K/02H), AZENHA DE QUILOS (26K/02H),26K/02H
175,1627743478,Hidrométrica,37.929,-8.087,AZENHA DO SALTO (26I/01H), AZENHA DO SALTO (26I/01H),26I/01H
176,1627743480,Hidrométrica,41.406,-6.804,AZIBO (R.E.) (05Q/01H), AZIBO (R.E.) (05Q/01H),05Q/01H
177,1627743484,Hidrométrica,39.346,-8.527,AZINHAGA (17F/04H), AZINHAGA (17F/04H),17F/04H
178,1627743362,Hidrométrica,40.152,-7.081,A&Ccedil;UDE DA BEZ&Aacute;GUEDA (13O/02A), AÇUDE DA BEZÁGUEDA (13O/02A),13O/02A
179,1627743364,Hidrométrica,37.72,-7.637,A&Ccedil;UDE DA BRAVA (27L/02AE), AÇUDE DA BRAVA (27L/02AE),27L/02AE
180,1627743358,Hidrométrica,41.568,-8.197,A&Ccedil;UDE DAS ANDORINHAS (04H/05A), AÇUDE DAS ANDORINHAS (04H/05A),04H/05A
181,1627743454,Hidrométrica,41.568,-8.196,A&Ccedil;UDE DAS ANDORINHAS (R.E.) (04H/02AE), AÇUDE DAS ANDORINHAS (R.E.) (04H/02AE),04H/02AE
182,1627743376,Hidrométrica,41.368,-8.698,A&Ccedil;UDE DE TOUGUES (05E/02AE), AÇUDE DE TOUGUES (05E/02AE),05E/02AE
183,1627743356,Hidrométrica,40.687,-8.218,A&Ccedil;UDE DO ALFUSQUEIRO (09H/05A), AÇUDE DO ALFUSQUEIRO (09H/05A),09H/05A
184,1627743360,Hidrométrica,39.752,-8.812,A&Ccedil;UDE DO ARRABALDE (15E/05A), AÇUDE DO ARRABALDE (15E/05A),15E/05A
185,1627743366,Hidrométrica,38.151,-6.997,A&Ccedil;UDE DO BUFO (25P/01A), AÇUDE DO BUFO (25P/01A),25P/01A
186,1627743368,Hidrométrica,38.969,-8.209,A&Ccedil;UDE DO FURADOURO (20H/01A), AÇUDE DO FURADOURO (20H/01A),20H/01A
187,1627758678,Hidrométrica,38.954,-8.11,A&Ccedil;UDE DO GAMEIRO (20I/01AE), AÇUDE DO GAMEIRO (20I/01AE),20I/01AE
188,1627758944,Hidrométrica,38.109,-7.631,A&Ccedil;UDE DO PEDROG&Atilde;O (R.E.) (25L/01A), AÇUDE DO PEDROGÃO (R.E.) (25L/01A),25L/01A
189,1627743374,Hidrométrica,40.216,-8.44,A&Ccedil;UDE PONTE COIMBRA (12G/01A), AÇUDE PONTE COIMBRA (12G/01A),12G/01A
190,1627743486,Hidrométrica,38.073,-8.782,BADOCA (25E/02H), BADOCA (25E/02H),25E/02H
191,1627743488,Hidrométrica,41.148,-7.746,BAGA&Uacute;STE (R.E.) (07K/02H), BAGAÚSTE (R.E.) (07K/02H),07K/02H
192,1627743490,Hidrométrica,41.226,-8.439,BALSA (06G/01H), BALSA (06G/01H),06G/01H
193,1627743492,Hidrométrica,38.223,-7.459,BARBOSA (24M/01H), BARBOSA (24M/01H),24M/01H
194,1627743494,Hidrométrica,41.03,-6.949,BARCA DE ALVA (R.E.) (07P/01H), BARCA DE ALVA (R.E.) (07P/01H),07P/01H
195,1627743500,Hidrométrica,41.515,-8.747,BARCA DO LAGO (04E/03H), BARCA DO LAGO (04E/03H),04E/03H
196,1627743502,Hidrométrica,41.528,-8.623,BARCELOS (04F/02H), BARCELOS (04F/02H),04F/02H
197,1627743504,Hidrométrica,41.817,-8.333,BARCO (R.E.) (03H/01H), BARCO (R.E.) (03H/01H),03H/01H
198,1627743506,Hidrométrica,40.17023896,-7.61340985,BARCO DO Z&Ecirc;ZERE (12L/01H), BARCO DO ZÊZERE (12L/01H),12L/01H
199,1627743508,Hidrométrica,39.456,-8.421,BARQUINHA (17G/05H), BARQUINHA (17G/05H),17G/05H
200,1627743512,Hidrométrica,39.856,-8.225,BARRAGEM DA BOU&Ccedil;&Atilde; (JUSANTE) (14H/03H), BARRAGEM DA BOUÇÃ (JUSANTE) (14H/03H),14H/03H
201,1627743514,Hidrométrica,39.856,-8.225,BARRAGEM DA BOU&Ccedil;&Atilde; (MONTANTE) (14H/04H), BARRAGEM DA BOUÇÃ (MONTANTE) (14H/04H),14H/04H
202,1627743528,Hidrométrica,41.767,-7.95,BARRAGEM DA PARADELA (03J/04H), BARRAGEM DA PARADELA (03J/04H),03J/04H
203,1627743516,Hidrométrica,39.926,-8.126,BARRAGEM DE CABRIL (14I/02H), BARRAGEM DE CABRIL (14I/02H),14I/02H
204,1627743530,Hidrométrica,41.38,-6.347,BARRAGEM DE PICOTE (05S/01H), BARRAGEM DE PICOTE (05S/01H),05S/01H
205,1627743520,Hidrométrica,37.273,-8.37,BARRAGEM DO FUNCHO (JUSANTE) (30G/10H), BARRAGEM DO FUNCHO (JUSANTE) (30G/10H),30G/10H
206,1627743522,Hidrométrica,37.242,-8.38,BARRAGEM DO FUNCHO (MONTANTE) (30G/09H), BARRAGEM DO FUNCHO (MONTANTE) (30G/09H),30G/09H
207,1627743524,Hidrométrica,41.871,-8.204,BARRAGEM DO LINDOSO (02H/02H), BARRAGEM DO LINDOSO (02H/02H),02H/02H
208,1627743532,Hidrométrica,37.27,-8.38,BARRANCO DO FUNCHO (30G/04H), BARRANCO DO FUNCHO (30G/04H),30G/04H
209,1627743536,Hidrométrica,39.465,-7.306,BEIR&Atilde; (17N/01H), BEIRÃ (17N/01H),17N/01H
210,1627743540,Hidrométrica,37.276,-7.509,BELICHE (MONTANTE) (30L/03H), BELICHE (MONTANTE) (30L/03H),30L/03H
211,1627743542,Hidrométrica,37.277,-7.508,BELICHE (POVOA&Ccedil;&Atilde;O) (30L/01H), BELICHE (POVOAÇÃO) (30L/01H),30L/01H
212,1627743546,Hidrométrica,41.298,-6.475,BEMPOSTA (R.E.) (06S/02H), BEMPOSTA (R.E.) (06S/02H),06S/02H
213,1627743550,Hidrométrica,38.984,-8.808,BENAVENTE (20E/01H), BENAVENTE (20E/01H),20E/01H
214,1627743552,Hidrométrica,37.155,-8.722,BENSAFRIM (31E/01H), BENSAFRIM (31E/01H),31E/01H
215,1627743556,Hidrométrica,37.162,-7.699,BODEGA (31K/03H), BODEGA (31K/03H),31K/03H
216,1627743558,Hidrométrica,41.678,-7.649,BOTICAS (R.E.) (03L/01H), BOTICAS (R.E.) (03L/01H),03L/01H
217,1627743560,Hidrométrica,39.854,-8.22,BOU&Ccedil;&Atilde; (14H/01H), BOUÇÃ (14H/01H),14H/01H
218,1627743566,Hidrométrica,37.202,-8.698,BRAVURA (30E/02H), BRAVURA (30E/02H),30E/02H
219,1627743576,Hidrométrica,39.483,-8.546,C.N.F.T - TORRES NOVAS (17F/01H), C.N.F.T - TORRES NOVAS (17F/01H),17F/01H
220,1627743578,Hidrométrica,38.092,-7.205,CABE&Ccedil;A GORDA (25N/01H), CABEÇA GORDA (25N/01H),25N/01H
221,1627743580,Hidrométrica,38.944,-8.105,CABE&Ccedil;&Atilde;O (20I/03H), CABEÇÃO (20I/03H),20I/03H
222,1627743582,Hidrométrica,41.653,-7.998,CABREIRA DERIVA&Ccedil;&Atilde;O (R.E.) (04J/02H), CABREIRA DERIVAÇÃO (R.E.) (04J/02H),04J/02H
223,1627743584,Hidrométrica,41.652,-7.997,CABREIRA TOTAL (R.E.) (04J/07H), CABREIRA TOTAL (R.E.) (04J/07H),04J/07H
224,1695334936,Hidrométrica,40.759,-8.054,CABRIA (R.E.) (09I/05H), CABRIA (R.E.) (09I/05H),09I/05H
225,1627743592,Hidrométrica,41.06999972,-8.10901809,CABRIZ (07I/06H), CABRIZ (07I/06H),07I/06H
226,1627743590,Hidrométrica,41.073,-8.11,CABRIZ (R.E.) (07I/04H), CABRIZ (R.E.) (07I/04H),07I/04H
227,1627743616,Hidrométrica,41.096,-8.028,CABRUM (R.E.) (07I/01H), CABRUM (R.E.) (07I/01H),07I/01H
228,1627743650,Hidrométrica,38.843,-7.077,CAIA (GUADIANA) (20O/03H), CAIA (GUADIANA) (20O/03H),20O/03H
229,1627743656,Hidrométrica,39.002,-8.94,CAIS DO CARREGADO (19D/03H), CAIS DO CARREGADO (19D/03H),19D/03H
230,1627743654,Hidrométrica,41.139,-8.617,CAIS DOS BANHOS (07F/05H), CAIS DOS BANHOS (07F/05H),07F/05H
231,1627743658,Hidrométrica,40.523,-7.971,CALDAS DE S&Atilde;O GEMIL (10J/01H), CALDAS DE SÃO GEMIL (10J/01H),10J/01H
232,4928135292,Hidrométrica,40.535,-7.335,CALDEIR&Atilde;O (10M/07H), CALDEIRÃO (10M/07H),10M/07H
233,1627743660,Hidrométrica,40.535,-7.335,CALDEIR&Atilde;O (R.E.) (10M/06H), CALDEIRÃO (R.E.) (10M/06H),10M/06H
234,1627743664,Hidrométrica,39.124,-8.508,CALHA DO GROU (19F/01H), CALHA DO GROU (19F/01H),19F/01H
235,1627743670,Hidrométrica,40.171,-8.318,CANEIRO (12H/04H), CANEIRO (12H/04H),12H/04H
236,1627743672,Hidrométrica,41.06,-8.254,CANEIROS (07H/03H), CANEIROS (07H/03H),07H/03H
237,1627743676,Hidrométrica,41.363,-8.435,CANI&Ccedil;OS (05G/02H), CANIÇOS (05G/02H),05G/02H
238,1627743680,Hidrométrica,41.085,-8.132,CARRAPATELO (07I/02H), CARRAPATELO (07I/02H),07I/02H
239,1627743688,Hidrométrica,37.617,-7.683,CARREIRAS (28K/03H), CARREIRAS (28K/03H),28K/03H
240,1627743698,Hidrométrica,37.232,-8.381,CASA QUEIMADA (30G/07H), CASA QUEIMADA (30G/07H),30G/07H
241,1627743706,Hidrométrica,42.147,-8.203,CASAIS (01H/03H), CASAIS (01H/03H),01H/03H
242,1627743716,Hidrométrica,40.283,-7.424,CASTANHEIRA (12M/01H), CASTANHEIRA (12M/01H),12M/01H
243,1627743784,Hidrométrica,41.242,-7.392,CASTANHEIRO (06M/05H), CASTANHEIRO (06M/05H),06M/05H
244,1627743730,Hidrométrica,41.242,-7.39,CASTANHEIRO (R.E.) (06M/01H), CASTANHEIRO (R.E.) (06M/01H),06M/01H
245,1627744042,Hidrométrica,40.628,-6.907,CASTELO BOM (10P/02H), CASTELO BOM (10P/02H),10P/02H
246,1627743970,Hidrométrica,40.628,-6.907,CASTELO BOM (R.E.) (10P/01H), CASTELO BOM (R.E.) (10P/01H),10P/01H
247,1627744270,Hidrométrica,40.892,-7.933,CASTRO DAIRE (08J/02H), CASTRO DAIRE (08J/02H),08J/02H
248,1627744152,Hidrométrica,40.891,-7.932,CASTRO DAIRE (R.E.) (08J/01H), CASTRO DAIRE (R.E.) (08J/01H),08J/01H
249,1627744404,Hidrométrica,41.889,-8.786,CAVADA (02E/02H), CAVADA (02E/02H),02E/02H
250,1627744494,Hidrométrica,40.669,-7.382,CELORICO DA BEIRA (09M/01H), CELORICO DA BEIRA (09M/01H),09M/01H
251,1627744618,Hidrométrica,41.655,-7.981,CENTRAL DE PADR&Otilde;ES (04J/03H), CENTRAL DE PADRÕES (04J/03H),04J/03H
252,1627744712,Hidrométrica,37.326,-8.758,CERCA DOS POMARES (30E/01H), CERCA DOS POMARES (30E/01H),30E/01H
253,1627744828,Hidrométrica,39.364,-8.489,CHAMUSCA (17G/08H), CHAMUSCA (17G/08H),17G/08H
254,1627744996,Hidrométrica,41.736,-7.471,CHAVES (03M/01H), CHAVES (03M/01H),03M/01H
255,1627745096,Hidrométrica,38.888,-9.328,CHELEIROS (20B/02H), CHELEIROS (20B/02H),20B/02H
256,1627744920,Hidrométrica,40.17,-7.928,CH&Atilde;O DO CADAVAL (12J/02H), CHÃO DO CADAVAL (12J/02H),12J/02H
257,1627745264,Hidrométrica,40.914,-7.102,CIDADELHE (08O/03H), CIDADELHE (08O/03H),08O/03H
258,1627745200,Hidrométrica,40.915,-7.101,CIDADELHE (R.E.) (08O/02H), CIDADELHE (R.E.) (08O/02H),08O/02H
259,1627751868,Hidrométrica,37.1,-7.903,COIRO DA BURRA (31J/01H), COIRO DA BURRA (31J/01H),31J/01H
260,1627751870,Hidrométrica,38.802,-9.447,COLARES (21A/05H), COLARES (21A/05H),21A/05H
261,1627751872,Hidrométrica,38.413,-8.67,COMPORTA (23E/02H), COMPORTA (23E/02H),23E/02H
262,1627751874,Hidrométrica,39.471,-8.339,CONST&Acirc;NCIA (17G/01H), CONSTÂNCIA (17G/01H),17G/01H
263,1627751878,Hidrométrica,37.649,-8.62,CORTE DOS AMEIXIAIS (28F/01H), CORTE DOS AMEIXIAIS (28F/01H),28F/01H
264,1627751882,Hidrométrica,39.698,-8.788,CORTES (15E/04H), CORTES (15E/04H),15E/04H
265,1627751884,Hidrométrica,37.14,-8.188,COTOVIO (31H/01H), COTOVIO (31H/01H),31H/01H
266,1627751886,Hidrométrica,39.269,-7.604,COUTO DE ANDREIROS (18L/01H), COUTO DE ANDREIROS (18L/01H),18L/01H
267,1627751894,Hidrométrica,41.724,-8.298,COVAS (R.E.) (03H/04H), COVAS (R.E.) (03H/04H),03H/04H
268,1627751900,Hidrométrica,41.071,-8.5,CRESTUMA (R.E.) (07G/01H), CRESTUMA (R.E.) (07G/01H),07G/01H
269,1627751922,Hidrométrica,41.53,-7.851,CUNHAS (R.E.) (04J/04H), CUNHAS (R.E.) (04J/04H),04J/04H
270,8259755350,Hidrométrica,41.709,-7.522,CURALHA (03L/04H), CURALHA (03L/04H),03L/04H
271,1627751948,Hidrométrica,41.709,-7.522,CURALHA (R.E.) (03L/02H), CURALHA (R.E.) (03L/02H),03L/02H
272,1627751978,Hidrométrica,37.18,-7.624,CURRAL DE BOIEIROS (30L/02H), CURRAL DE BOIEIROS (30L/02H),30L/02H
273,1627752042,Hidrométrica,40.648,-8.283,DESTRIZ (10H/01H), DESTRIZ (10H/01H),10H/01H
274,1627752088,Hidrométrica,37.149,-8.59,DIQUE DA TORRE (31F/02H), DIQUE DA TORRE (31F/02H),31F/02H
275,1627752122,Hidrométrica,38.987,-7.461,DOM JO&Atilde;O VEIROS (20M/01H), DOM JOÃO VEIROS (20M/01H),20M/01H
276,1627752130,Hidrométrica,40.61,-8.53,EIROL (10F/01H), EIROL (10F/01H),10F/01H
277,1627752142,Hidrométrica,37.764,-8.02,ENTRADAS (27I/01H), ENTRADAS (27I/01H),27I/01H
278,1627752166,Hidrométrica,41.079,-8.296,ENTRE-OS-RIOS (R.E.) (07H/01H), ENTRE-OS-RIOS (R.E.) (07H/01H),07H/01H
279,1627752302,Hidrométrica,41.23103,-7.74667,ERMIDA CORGO (06K/05H), ERMIDA CORGO (06K/05H),06K/05H
280,1627752254,Hidrométrica,41.23,-7.749,ERMIDA CORGO (R.E.) (06K/01H), ERMIDA CORGO (R.E.) (06K/01H),06K/01H
281,1627752204,Hidrométrica,41.122,-7.952,ERMIDA DOURO (R.E.) (07J/01H), ERMIDA DOURO (R.E.) (07J/01H),07J/01H
282,1627752328,Hidrométrica,37.995,-8.387,ERMIDAS DO SADO (26G/01H), ERMIDAS DO SADO (26G/01H),26G/01H
283,1627752390,Hidrométrica,40.962,-6.876,ESCALH&Atilde;O (08P/03H), ESCALHÃO (08P/03H),08P/03H
284,1627752346,Hidrométrica,40.961,-6.875,ESCALH&Atilde;O (R.E.) (08P/01H), ESCALHÃO (R.E.) (08P/01H),08P/01H
285,1627752420,Hidrométrica,41.069,-8.255,ESCAMAR&Atilde;O (07H/02H), ESCAMARÃO (07H/02H),07H/02H
286,1627752674,Hidrométrica,40.842,-6.826,ESCARIGO (08Q/02H), ESCARIGO (08Q/02H),08Q/02H
287,1627752468,Hidrométrica,40.843,-6.823,ESCARIGO TOUR&Otilde;ES (R.E.) (08Q/01H), ESCARIGO TOURÕES (R.E.) (08Q/01H),08Q/01H
288,1627752796,Hidrométrica,39.529,-8.347,ESCORREGA (16G/02H), ESCORREGA (16G/02H),16G/02H
289,1627752886,Hidrométrica,39.033,-8.894,ESPADANAL (19D/02H), ESPADANAL (19D/02H),19D/02H
290,1627752978,Hidrométrica,41.528,-8.783,ESPOSENDE (04E/01H), ESPOSENDE (04E/01H),04E/01H
291,1627753084,Hidrométrica,38.701,-9.313,ESTA&Ccedil;&Atilde;O AGRON&Oacute;MICA NACIONAL (21B/02H), ESTAÇÃO AGRONÓMICA NACIONAL (21B/02H),21B/02H
292,1627758610,Hidrométrica,40.466,-8.037,FERREIR&Oacute;S (R.E.) (11I/01H), FERREIRÓS (R.E.) (11I/01H),11I/01H
293,1627758614,Hidrométrica,39.567,-8.989,FERVEN&Ccedil;A (16D/01H), FERVENÇA (16D/01H),16D/01H
294,1627758612,Hidrométrica,41.307,-8.444,FERVEN&Ccedil;A (LE&Ccedil;A) (06G/04H), FERVENÇA (LEÇA) (06G/04H),06G/04H
295,1627758616,Hidrométrica,39.047,-7.742,FIGUEIRA E BARROS (19K/01H), FIGUEIRA E BARROS (19K/01H),19K/01H
296,1627758618,Hidrométrica,39.543,-7.803,FIGUEIR&Oacute; (R.E.) (16K/03H), FIGUEIRÓ (R.E.) (16K/03H),16K/03H
297,1627758620,Hidrométrica,38.361,-8.068,FLOR DA ROSA (23I/01H), FLOR DA ROSA (23I/01H),23I/01H
298,8770661530,Hidrométrica,41.861342,-8.410783,FONTE VELHA (02G/02H), FONTE VELHA (02G/02H),02G/02H
299,9087187588,Hidrométrica,39.687638108,-8.779071204,FONTES (LIS) (15E/06H), FONTES (LIS) (15E/06H),15E/06H
300,1627758626,Hidrométrica,41.616,-8.752,FORJ&Atilde;ES (04E/06H), FORJÃES (04E/06H),04E/06H
301,1627758628,Hidrométrica,41.774,-8.559,FORNO DA CAL (03F/01H), FORNO DA CAL (03F/01H),03F/01H
302,1627758634,Hidrométrica,37.257,-8.493,FOZ DA LAJE (30G/05H), FOZ DA LAJE (30G/05H),30G/05H
303,1627758630,Hidrométrica,41.661,-7.981,FOZ DO BORRALHA (04J/01H), FOZ DO BORRALHA (04J/01H),04J/01H
304,1695334942,Hidrométrica,39.73,-7.769,FOZ DO COBR&Atilde;O (R.E.) (15K/02H), FOZ DO COBRÃO (R.E.) (15K/02H),15K/02H
305,1627758636,Hidrométrica,39.88,-8.963,FOZ DO LIS (14D/01H), FOZ DO LIS (14D/01H),14D/01H
306,1627758640,Hidrométrica,42.077,-8.391,FOZ DO MOURO (01G/03H), FOZ DO MOURO (01G/03H),01G/03H
307,1627758638,Hidrométrica,42.076,-8.39,FOZ DO MOURO (R.E.) (01G/02H), FOZ DO MOURO (R.E.) (01G/02H),01G/02H
308,1627758642,Hidrométrica,37.307,-8.241,FOZ DO RIBEIRO (30H/02H), FOZ DO RIBEIRO (30H/02H),30H/02H
309,1627758644,Hidrométrica,39.662,-7.545,FOZ DO SEVER (16L/01H), FOZ DO SEVER (16L/01H),16L/01H
310,1627758646,Hidrométrica,40.145,-8.671,FOZ DO SOURE (13E/03H), FOZ DO SOURE (13E/03H),13E/03H
311,1627758648,Hidrométrica,41.094,-8.501,FOZ DO SOUSA (07F/03H), FOZ DO SOUSA (07F/03H),07F/03H
312,1627758650,Hidrométrica,39.582,-8.256,FOZ DO SOUTO (16H/01H), FOZ DO SOUTO (16H/01H),16H/01H
313,1627758652,Hidrométrica,41.213,-7.43,FOZ DO TUA (06M/02H), FOZ DO TUA (06M/02H),06M/02H
314,1627758656,Hidrométrica,40.93947635,-8.18033386,FRAGAS DA TORRE (08H/04H), FRAGAS DA TORRE (08H/04H),08H/04H
315,1627758654,Hidrométrica,40.941,-8.18,FRAGAS DA TORRE (R.E.) (08H/02H), FRAGAS DA TORRE (R.E.) (08H/02H),08H/02H
316,1627758662,Hidrométrica,41.14,-8.576,FREIXO (R.E.) (07F/01H), FREIXO (R.E.) (07F/01H),07F/01H
317,1627758664,Hidrométrica,41.322,-8.023,FRID&Atilde;O (R.E.) (06I/03H), FRIDÃO (R.E.) (06I/03H),06I/03H
318,1627758666,Hidrométrica,40.246,-8.164,FRONHAS (R.E.) (12I/01H), FRONHAS (R.E.) (12I/01H),12I/01H
319,1627758606,Hidrométrica,39.532,-8.379,F&Aacute;BRICA DA MATRENA (16G/01H), FÁBRICA DA MATRENA (16G/01H),16G/01H
320,1627758604,Hidrométrica,40.156,-8.225,F&Aacute;BRICA DO BOQUE (SERPINS) (13H/01H), FÁBRICA DO BOQUE (SERPINS) (13H/01H),13H/01H
321,1627758674,Hidrométrica,39.357,-9.125,GAEIRAS (R.E.) (17C/05H), GAEIRAS (R.E.) (17C/05H),17C/05H
322,1627743370,Hidrométrica,38.955,-8.11,GAMEIRO (20I/02H), GAMEIRO (20I/02H),20I/02H
323,1627758680,Hidrométrica,41.542,-8.249,GARFE (04H/01H), GARFE (04H/01H),04H/01H
324,1627758682,Hidrométrica,40.142,-8.263,GEVIM (13H/04H), GEVIM (13H/04H),13H/04H
325,1627758684,Hidrométrica,41.798,-6.696,GIMONDE (R.E.) (03Q/01H), GIMONDE (R.E.) (03Q/01H),03Q/01H
326,1627758690,Hidrométrica,38.797,-7.652,HERDADE DA DEFESA (21L/01H), HERDADE DA DEFESA (21L/01H),21L/01H
327,1627758688,Hidrométrica,38.093,-7.672,HERDADE DAS ALDEIAS (25K/01H), HERDADE DAS ALDEIAS (25K/01H),25K/01H
328,1627758692,Hidrométrica,38.532,-8.458,HERDADE DE PANCAS (22G/02H), HERDADE DE PANCAS (22G/02H),22G/02H
329,1627758694,Hidrométrica,38.259,-8.379,HERDADE DO PORTANCHO (24G/01H), HERDADE DO PORTANCHO (24G/01H),24G/01H
330,1701658501,Hidrométrica,41.68682,-7.553487,HIDROEL&Eacute;CTRICA DA PENEDA (03L/03AE), HIDROELÉCTRICA DA PENEDA (03L/03AE),03L/03AE
331,1627758724,Hidrométrica,41.705,-7.118,HIDROEL&Eacute;CTRICA DA TORGA (03O/01AE), HIDROELÉCTRICA DA TORGA (03O/01AE),03O/01AE
332,1627758700,Hidrométrica,40.92,-7.965,HIDROEL&Eacute;CTRICA DE ERMIDA (08J/01AE), HIDROELÉCTRICA DE ERMIDA (08J/01AE),08J/01AE
333,1627758702,Hidrométrica,40.638,-7.784,HIDROEL&Eacute;CTRICA DE FAGILDE (10K/02AE), HIDROELÉCTRICA DE FAGILDE (10K/02AE),10K/02AE
334,1627758704,Hidrométrica,41.826,-6.953,HIDROEL&Eacute;CTRICA DE NUNES (03P/01AE), HIDROELÉCTRICA DE NUNES (03P/01AE),03P/01AE
335,1627758706,Hidrométrica,41.047,-7.967,HIDROEL&Eacute;CTRICA DE OVADAS (07J/02AE), HIDROELÉCTRICA DE OVADAS (07J/02AE),07J/02AE
336,1627758710,Hidrométrica,40.764,-8.171,HIDROEL&Eacute;CTRICA DE PAREDES (09H/02AE), HIDROELÉCTRICA DE PAREDES (09H/02AE),09H/02AE
337,1627758712,Hidrométrica,40.3,-8.248,HIDROEL&Eacute;CTRICA DE PENACOVA (12H/02AE), HIDROELÉCTRICA DE PENACOVA (12H/02AE),12H/02AE
338,1627758714,Hidrométrica,40.94,-7.961,HIDROEL&Eacute;CTRICA DE PEREIRA (08J/03AE), HIDROELÉCTRICA DE PEREIRA (08J/03AE),08J/03AE
339,1627758716,Hidrométrica,41.585,-8.48,HIDROEL&Eacute;CTRICA DE RU&Atilde;ES (05G/01AE), HIDROELÉCTRICA DE RUÃES (05G/01AE),05G/01AE
340,1627758718,Hidrométrica,40.765,-8.003,HIDROEL&Eacute;CTRICA DE S&Atilde;O PEDRO DO SUL (08J/02AE), HIDROELÉCTRICA DE SÃO PEDRO DO SUL (08J/02AE),08J/02AE
341,1627758726,Hidrométrica,41.003,-8.193,HIDROEL&Eacute;CTRICA DE VILA VI&Ccedil;OSA (07H/02AE), HIDROELÉCTRICA DE VILA VIÇOSA (07H/02AE),07H/02AE
342,1627758696,Hidrométrica,40.811,-8.037,HIDROEL&Eacute;CTRICA DE &Aacute;GUAS FRIAS (09I/01AE), HIDROELÉCTRICA DE ÁGUAS FRIAS (09I/01AE),09I/01AE
343,2602492446,Hidrométrica,41.569515,-7.812823,HIDROEL&Eacute;CTRICA DO CANEDO (04K/03AE), HIDROELÉCTRICA DO CANEDO (04K/03AE),04K/03AE
344,1627758698,Hidrométrica,40.817,-8.227,HIDROEL&Eacute;CTRICA DO CARREGAL (09H/01AE), HIDROELÉCTRICA DO CARREGAL (09H/01AE),09H/01AE
345,1627758708,Hidrométrica,40.763,-8.454,HIDROEL&Eacute;CTRICA DO PALHAL (09G/01AE), HIDROELÉCTRICA DO PALHAL (09G/01AE),09G/01AE
346,1627758720,Hidrométrica,41.285,-7.828,HIDROEL&Eacute;CTRICA DO SORDO (06K/01AE), HIDROELÉCTRICA DO SORDO (06K/01AE),06K/01AE
347,4240009782,Hidrométrica,40.576,-8.281,HIDROEL&Eacute;CTRICA DO TEIXO (10H/03AE), HIDROELÉCTRICA DO TEIXO (10H/03AE),10H/03AE
348,1627758722,Hidrométrica,41.286,-7.752,HIDROEL&Eacute;CTRICA DO TERRAGIDO (06K/02AE), HIDROELÉCTRICA DO TERRAGIDO (06K/02AE),06K/02AE
349,1627758728,Hidrométrica,38.727,-8.008,HORTA VELHA (21I/01H), HORTA VELHA (21I/01H),21I/01H
350,1627758732,Hidrométrica,39.941,-7.202,IDANHA-A-NOVA (14N/01H), IDANHA-A-NOVA (14N/01H),14N/01H
351,1627759318,Hidrométrica,38.736,-9.422,JUN&Ccedil;&Atilde;O DAS RIBEIRAS (EX. QUINTA DO PIS&Atilde;O) (21A/02H), JUNÇÃO DAS RIBEIRAS (EX. QUINTA DO PISÃO) (21A/02H),21A/02H
352,1627758734,Hidrométrica,40.627,-7.336,LAGEOSA DO MONDEGO (10M/04H), LAGEOSA DO MONDEGO (10M/04H),10M/04H
353,1627758740,Hidrométrica,38.708,-9.273,LAVEIRAS (21B/03H), LAVEIRAS (21B/03H),21B/03H
354,1627758744,Hidrométrica,39.755,-8.745,LEIRIA (15E/01H), LEIRIA (15E/01H),15E/01H
355,1627758742,Hidrométrica,41.206,-8.619,LE&Ccedil;A DO BAILIO (06F/01H), LEÇA DO BAILIO (06F/01H),06F/01H
356,1627758746,Hidrométrica,37.826,-7.619,LIMAS (27L/04H), LIMAS (27L/04H),27L/04H
357,1627758748,Hidrométrica,40.024,-8.316,LOU&Ccedil;AINHA (13H/03H), LOUÇAINHA (13H/03H),13H/03H
358,1627758754,Hidrométrica,40.759,-7.954,LUSTOSA DA RIBAFEITA (09J/01H), LUSTOSA DA RIBAFEITA (09J/01H),09J/01H
359,1627758760,Hidrométrica,40.373,-7.551,MANTEIGAS (11L/02H), MANTEIGAS (11L/02H),11L/02H
