SNIRH - SISTEMA NACIONAL DE INFORMAÇÃO DE RECURSOS HÍDRICOS,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
REDE:,Meteorológica,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
CÓDIGO,NOME,ALTITUDE (M),LATITUDE (ºN),LONGITUDE (ºW),COORD_X (M),COORD_Y (M),ALTITUDE (M),BACIA,DISTRITO,CONCELHO,FREGUESIA,ENTIDADE RESPONSÁVEL (AUTOMÁTICA),ENTIDADE RESPONSÁVEL (CONVENCIONAL),TIPO ESTAÇÃO (AUTOMÁTICA),TIPO ESTAÇÃO (CONVENCIONAL),ENTRADA FUNCIONAMENTO (CONVENCIONAL),ENCERRAMENTO (CONVENCIONAL),ENTRADA FUNCIONAMENTO (AUTOMÁTICA),ENCERRAMENTO (AUTOMÁTICA),TELEMETRIA,ESTADO,ÍNDICE QUALIDADE*
04I/06UG,PENEDO,536,41.661,-8.163,197474,521338,536,CÁVADO/RIBEIRAS COSTEIRAS,BRAGA,VIEIRA DO MINHO,VENTOSA,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,18254,-,37757,39615,NÃO,DESATIVADA,-
08M/01U,PENEDONO,957,40.984,-7.393,262280.544,446311.39,957,DOURO,VISEU,PENEDONO,PENEDONO,-,CCDR-NORTE,-,Udométrica,12024,37256,-,-,NÃO,EXTINTA,-
29K/04UG,PENEDOS,273,37.487,-7.797,229757.91,57922.947,273,GUADIANA,BEJA,MÉRTOLA,SÃO MIGUEL DO PINHEIRO,Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,29526,-,36937,-,NÃO,ATIVA,-
19C/04C,PENEDOS DE ALENQUER,164,39.14,-9.084,117798.208,241796.557,164,TEJO,LISBOA,ALENQUER,VENTOSA,Autoridade Nacional da Água,CCDR-LVT,Climatológica,Climatológica,29190,-,38708,-,NÃO,ATIVA,-
13G/01UG,PENELA,253,40.031,-8.39,178072.281,340306.366,253,MONDEGO,COIMBRA,PENELA,PENELA (SÃO MIGUEL),Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,11567,-,37267,-,NÃO,ATIVA,-
13O/01UG,PENHA GARCIA,495,40.042,-7.018,295139.046,342135.656,495,TEJO,CASTELO BRANCO,IDANHA-A-NOVA,PENHA GARCIA,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,3927,-,37174,-,NÃO,ATIVA,-
11L/10G,PENHAS DOURADAS,1480,40.405461,-7.566158,248128,382010,1480,TEJO,GUARDA,MANTEIGAS,MANTEIGAS (SÃO PEDRO),Autoridade Nacional da Água,-,Udográfica,-,-,-,38664,-,SIM,ATIVA,-
03O/02G,PENHAS JUNTAS,779,41.732142,-7.034766,291383.566,529774.278,779,DOURO,BRAGANÇA,VINHAIS,ERVEDOSA,-,CCDR-NORTE,-,Udográfica,20880,27667,-,-,NÃO,EXTINTA,-
28J/02UG,PENILHOS,194,37.639,-7.851,224867.444,74771.457,194,GUADIANA,BEJA,MÉRTOLA,SÃO JOÃO DOS CALDEIREIROS,Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,29129,-,36930,-,NÃO,ATIVA,-
05P/02U,PEREDO,574,41.427,-6.869,305653.958,496117.618,574,DOURO,BRAGANÇA,MACEDO DE CAVALEIROS,PEREDO,-,CCDR-NORTE,-,Udométrica,11963,36007,-,-,NÃO,EXTINTA,-
29L/01UG,PEREIRO,250,37.448,-7.593,247757,53698,250,GUADIANA,FARO,ALCOUTIM,PEREIRO,Autoridade Nacional da Água,CCDR-ALGARVE,Udográfica,Udométrica,21017,-,36937,-,NÃO,ATIVA,-
19C/11U,PEREIRO DA PALHACANA,240,39.038739,-9.11249,115203.245,230566.354,240,TEJO,LISBOA,ALENQUER,PEREIRO DE PALHACANA,-,CCDR-LVT,-,Udométrica,29129,35044,-,-,NÃO,EXTINTA,-
17F/01UG,PERNES,81,39.391,-8.663,154325.788,269299.224,81,TEJO,SANTARÉM,SANTARÉM,PERNES,Autoridade Nacional da Água,CCDR-LVT,Udográfica,Udométrica,5388,-,37165,-,NÃO,ATIVA,-
30K/02C,PICOTA,140,37.174,-7.68,240197,23259,140,RIBEIRAS DO ALGARVE,FARO,TAVIRA,TAVIRA (SANTA MARIA),Autoridade Nacional da Água,CCDR-ALGARVE,Climatológica,Climatológica,12359,-,36965,-,SIM,ATIVA,-
08J/03U,PICÃO,907,40.946,-7.951,215300.748,441898.531,907,DOURO,VISEU,CASTRO DAIRE,PICÃO,-,CCDR-CENTRO,-,Udométrica,15980,31320,-,-,NÃO,EXTINTA,-
03I/08UG,PINCÃES,479,41.705,-8.053,206675,526166,479,CÁVADO/RIBEIRAS COSTEIRAS,VILA REAL,MONTALEGRE,CABRIL,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,18172,-,37756,-,NÃO,ATIVA,-
09J/02UG,PINDELO DOS MILAGRES (R.E.),468,40.806,-7.963,214372.075,426379.862,468,VOUGA/RIBEIRAS COSTEIRAS,VISEU,SÃO PEDRO DO SUL,PINDELO DOS MILAGRES,CAMARA MUNICIPAL DE SÃO PEDRO DO SUL,CCDR-CENTRO,Udográfica,Udométrica,29465,35430,44277,-,SIM,ATIVA,-
03Q/02UG,PINELA,842,41.665,-6.763,314104.501,522693.68,842,DOURO,BRAGANÇA,BRAGANÇA,PINELA,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,11963,-,37676,-,NÃO,ATIVA,-
04R/02G,PINELO,607,41.635,-6.552,331750.523,519570.162,607,DOURO,BRAGANÇA,VIMIOSO,PINELO,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udográfica,21817,-,37679,-,SIM,ATIVA,-
09O/01G,PINHEL,606,40.771,-7.061,290506.049,423001.736,606,DOURO,GUARDA,PINHEL,PINHEL,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udográfica,11597,-,37194,-,SIM,ATIVA,-
02J/01G,PITÕES DAS JÚNIAS,1077,41.84,-7.95,215206.758,541239.521,1077,CÁVADO/RIBEIRAS COSTEIRAS,VILA REAL,MONTALEGRE,PITÕES DAS JUNIAS,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udográfica,11689,-,37699,-,NÃO,ATIVA,-
14F/01UG,POMBAL,95,39.903,-8.625,157934.842,326140.778,95,MONDEGO,LEIRIA,POMBAL,POMBAL,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,15432,-,37788,-,SIM,ATIVA,-
04P/01UG,POMBARES,951,41.63881,-6.888094,303736.38,519573.717,951,DOURO,BRAGANÇA,BRAGANÇA,POMBARES,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,27303,-,37763,-,NÃO,ATIVA,-
18H/02UG,POMBAS,153,39.215421,-8.218039,192664.174,249727.347,153,TEJO,SANTARÉM,CHAMUSCA,CHOUTO,Autoridade Nacional da Água,CCDR-LVT,Udográfica,Udométrica,29129,34972,37000,-,NÃO,ATIVA,-
08M/06UG,PONTE ABADE (R.E.),649,40.849,-7.499,253481.87,431341.255,649,DOURO,GUARDA,AGUIAR DA BEIRA,SEQUEIROS,EDP,EDP,Udográfica,Udométrica,17777,-,38991,-,NÃO,ATIVA,-
03G/02C,PONTE DA BARCA,39,41.803,-8.42,176201.226,537097.421,39,LIMA,VIANA DO CASTELO,PONTE DA BARCA,OLEIROS,Autoridade Nacional da Água,CCDR-NORTE,Climatológica,Climatológica,11689,-,37644,-,SIM,ATIVA,-
03F/01G,PONTE DE LIMA,18,41.768,-8.596,161521.185,533304.495,18,LIMA,VIANA DO CASTELO,PONTE DE LIMA,ARCOZELO,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udográfica,11689,-,37642,-,SIM,ATIVA,-
23M/02C,PONTE MOURÃO,130,38.391812,-7.393006,264656.53,158551.279,130,GUADIANA,ÉVORA,REGUENGOS DE MONSARAZ,MONSARAZ,-,CCDR-ALENTEJO,-,Climatológica,15311,30955,-,-,NÃO,EXTINTA,-
06O/02UG,PONTE SABOR,161,41.215,-7.085,287919.587,472337.201,161,DOURO,BRAGANÇA,TORRE DE MONCORVO,ADEGANHA,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,6027,30224,38764,40169,NÃO,DESATIVADA,-
18I/02U,PONTE SÔR,111,39.258383,-8.008326,210769.353,254500.726,111,TEJO,PORTALEGRE,PONTE DE SOR,PONTE DE SOR,-,CCDR-ALENTEJO,-,Udométrica,3897,9952,-,-,NÃO,EXTINTA,-
19E/03UG,PONTÉVEL,99,39.162,-8.834,139383.983,244067.586,99,TEJO,SANTARÉM,CARTAXO,PONTÉVEL,Autoridade Nacional da Água,CCDR-LVT,Udográfica,Udométrica,29129,-,37204,-,NÃO,ATIVA,-
31G/02UG,PORCHES,58,37.132,-8.394,176809,18498,58,RIBEIRAS DO ALGARVE,FARO,LAGOA,PORCHES,Autoridade Nacional da Água,CCDR-ALGARVE,Udográfica,Udométrica,29129,-,37076,-,NÃO,ATIVA,-
05Q/05G,PORRAIS,212,41.392,-6.81,310654,492252,212,DOURO,BRAGANÇA,MOGADOURO,CASTRO VICENTE,Autoridade Nacional da Água,-,Udográfica,-,-,-,38764,-,NÃO,ATIVA,-
02G/02U,PORTA COVA,648,41.982,-8.335,183288.854,556978.237,648,LIMA,VIANA DO CASTELO,ARCOS DE VALDEVEZ,SISTELO,-,CCDR-NORTE,-,Udométrica,14885,22189,-,-,NÃO,EXTINTA,-
24K/01UG,PORTEL,302,38.306,-7.708,237180.145,148849.32,302,GUADIANA,ÉVORA,PORTEL,PORTEL,Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,14244,-,37083,-,SIM,ATIVA,-
03I/01G,PORTELA DO HOMEM,844,41.815,-8.135,199863.872,538446.387,844,CÁVADO/RIBEIRAS COSTEIRAS,BRAGA,TERRAS DE BOURO,CAMPO DO GERÊS,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udográfica,17807,-,37713,39645,NÃO,DESATIVADA,-
03G/03UG,PORTELA DO VADE,219,41.718,-8.417,176401.14,527686.427,219,CÁVADO/RIBEIRAS COSTEIRAS,BRAGA,VILA VERDE,ATÃES,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,11963,-,37772,-,NÃO,ATIVA,-
01H/02G,PORTELINHA,1018,42.052,-8.172,196759.617,564673.055,1018,LIMA,VIANA DO CASTELO,MELGAÇO,CASTRO LABOREIRO,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udográfica,16419,-,37659,-,SIM,ATIVA,-
16D/02U,PORTO CARRO,94,39.646,-8.896,134507.475,297804.658,94,RIBEIRAS DO OESTE,LEIRIA,LEIRIA,MACEIRA,-,CCDR-CENTRO,-,Udométrica,29129,30589,-,-,NÃO,EXTINTA,-
02H/06U,PORTO CHÃO,798,41.849,-8.201,194327.31,542151.001,798,LIMA,VIANA DO CASTELO,PONTE DA BARCA,LINDOSO,-,SERVIÇO DE FLORESTAS/INAG,-,Udométrica,22190,28125,-,-,NÃO,EXTINTA,-
16E/03UG,PORTO DE MÓS,111,39.61,-8.823,140759.942,293731.949,111,LIS/RIBEIRAS COSTEIRAS,LEIRIA,PORTO DE MÓS,PORTO DE MÓS (SÃO JOÃO BAPTISTA),Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,29129,-,37167,39897,NÃO,DESATIVADA,-
31I/03U,POÇO DE BOLIQUEIME,24,37.115397,-8.151319,198377.611,16620.189,24,RIBEIRAS DO ALGARVE,FARO,LOULÉ,BOLIQUEIME,-,CCDR-ALGARVE,-,Udométrica,29129,31320,-,-,NÃO,EXTINTA,-
18C/01G,PRAGANÇA,183,39.199,-9.064,119572.949,248285.963,183,RIBEIRAS DO OESTE,LISBOA,CADAVAL,LAMAS,Autoridade Nacional da Água,CCDR-LVT,Udográfica,Udográfica,5845,-,37166,-,SIM,ATIVA,-
11E/01C,PRAIA DE MIRA,-,40.457,-8.791,144195,387757,-,VOUGA/RIBEIRAS COSTEIRAS,COIMBRA,MIRA,PRAIA DE MIRA,Autoridade Nacional da Água,-,Climatológica,-,-,-,38961,40467,NÃO,DESATIVADA,-
20M/02U,PRAZERES,281,38.980152,-7.422466,261577.226,223844.11,281,TEJO,PORTALEGRE,MONFORTE,MONFORTE,-,CCDR-ALENTEJO,-,Udométrica,29495,31320,-,-,NÃO,EXTINTA,-
15J/01UC,PROENÇA-A-NOVA,502,39.748,-7.929,217486.446,308882.656,502,TEJO,CASTELO BRANCO,PROENÇA-A-NOVA,PROENÇA-A-NOVA,Autoridade Nacional da Água,CCDR-CENTRO,Climatológica,Udométrica,11597,-,37217,-,NÃO,ATIVA,-
10O/01UG,PÍNZIO,751,40.599,-7.067,290269.256,403870.158,751,DOURO,GUARDA,PINHEL,PÍNZIO,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,20363,-,38635,-,NÃO,ATIVA,-
14L/01U,PÓVOA DE RIO DE MOINHOS,348,39.932,-7.518,252575,329476.115,348,TEJO,CASTELO BRANCO,CASTELO BRANCO,PÓVOA DE RIO DE MOINHOS,-,EDP,-,Udométrica,14885,36525,-,-,NÃO,EXTINTA,-
05E/03UG,PÓVOA DE VARZIM,18,41.396,-8.758,147709.836,492047.662,18,CÁVADO/RIBEIRAS COSTEIRAS,PORTO,PÓVOA DE VARZIM,A VER-O-MAR,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,29129,-,37704,-,NÃO,ATIVA,-
04H/01UG,PÓVOA DO LANHOSO,173,41.573,-8.266,188882.029,511489.549,173,AVE,BRAGA,PÓVOA DE LANHOSO,PÓVOA DE LANHOSO (NOSSA SENHORA DO AMPARO),Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,29129,-,37685,38358,NÃO,DESATIVADA,-
16L/04UG,PÓVOA E MEADAS,334,39.512,-7.516,253066,282844,334,TEJO,PORTALEGRE,CASTELO DE VIDE,NOSSA SENHORA DA GRAÇA DE PÓVOA E MEADAS,Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,10928,-,36944,-,NÃO,ATIVA,-
09K/02UG,QUEIRIGA,685,40.804339,-7.745857,232679.472,426222.279,685,VOUGA/RIBEIRAS COSTEIRAS,VISEU,VILA NOVA DE PAIVA,QUEIRIGA,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,29495,-,37158,-,NÃO,ATIVA,-
31K/02UG,QUELFES,24,37.058,-7.818,227981,10327,24,RIBEIRAS DO ALGARVE,FARO,OLHÃO,QUELFES,Autoridade Nacional da Água,CCDR-ALGARVE,Udográfica,Udométrica,29434,-,37076,-,NÃO,ATIVA,-
08L/07UG,QUINTA DA FUMADINHA,803,40.836008,-7.578912,246744.921,429814.712,803,VOUGA/RIBEIRAS COSTEIRAS,GUARDA,AGUIAR DA BEIRA,AGUIAR DA BEIRA,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,29495,-,37161,-,NÃO,ATIVA,-
04P/02G,QUINTA DAS LAMPAÇAS,726,41.612,-6.875,304844.723,516596.404,726,DOURO,BRAGANÇA,BRAGANÇA,QUINTELA DE LAMPAÇAS,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udográfica,27303,-,37680,-,NÃO,ATIVA,-
21A/08UG,QUINTA DO PISÃO,89,38.734,-9.424,87787.251,197040.741,89,RIBEIRAS DO OESTE,LISBOA,CASCAIS,ALCABIDECHE,Autoridade Nacional da Água,CCDR-LVT,Udográfica,Udométrica,29129,37529,42156,-,SIM,ATIVA,-
11N/01UG,RAMELA,667,40.476009,-7.254174,274534.005,390060.265,667,TEJO,GUARDA,GUARDA,RAMELA,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,29129,-,37172,-,NÃO,ATIVA,-
19F/01G,RAPOSA,28,39.10847,-8.581096,161250.304,237946.22,28,TEJO,SANTARÉM,ALMEIRIM,RAPOSA,-,CCDR-LVT,-,Udográfica,29129,31320,-,-,NÃO,EXTINTA,-
03O/01UC,REBORDELO,557,41.736,-7.16,280932.707,530049.592,557,DOURO,BRAGANÇA,VINHAIS,REBORDELO,Autoridade Nacional da Água,CCDR-NORTE,Climatológica,Udométrica,11597,-,37734,-,NÃO,ATIVA,-
22L/01U,REDONDO,300,38.647,-7.549,250837.605,186791.717,300,GUADIANA,ÉVORA,REDONDO,REDONDO,-,CCDR-ALENTEJO,-,Udométrica,11567,36354,-,-,NÃO,EXTINTA,-
15G/02G,REGO DA MURTA,241,39.767,-8.357,180820.745,311028.657,241,TEJO,SANTARÉM,FERREIRA DO ZÊZERE,AREIAS,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udográfica,12664,-,37176,-,SIM,ATIVA,-
23L/01G,REGUENGOS,218,38.423199,-7.526897,252936.214,161950.282,218,GUADIANA,ÉVORA,REGUENGOS DE MONSARAZ,REGUENGOS DE MONSARAZ,Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udográfica,11567,-,36895,-,SIM,ATIVA,-
27G/01G,RELÍQUIAS,232,37.7032,-8.482363,169186.3269,81890.055,232,MIRA,BEJA,ODEMIRA,RELÍQUIAS,Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udográfica,11628,-,36902,-,SIM,ATIVA,-
21I/01UG,REPRESA,300,38.709445,-8.10106,202786,193553,300,TEJO,ÉVORA,MONTEMOR-O-NOVO,NOSSA SENHORA DA VILA,Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,29129,-,36941,-,NÃO,ATIVA,-
13E/01UG,REVELES (ABRUNHEIRA),112,40.134314,-8.734183,148772.489,351921.752,112,MONDEGO,COIMBRA,MONTEMOR-O-VELHO,ABRUNHEIRA,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,28764,-,38357,-,NÃO,ATIVA,-
17M/04U,RIBEIRA DE NISA,672,39.33349,-7.41581,261844.432,263076.607,672,TEJO,PORTALEGRE,PORTALEGRE,RIBEIRA DE NISA,-,CCDR-ALENTEJO,-,Udométrica,29129,31320,-,-,NÃO,EXTINTA,-
04K/01UG,RIBEIRA DE PENA,376,41.52657,-7.78477,229075.977,506418.467,376,DOURO,VILA REAL,RIBEIRA DE PENA,SANTA MARINHA,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,11963,-,38848,-,NÃO,ATIVA,-
09H/04UG,RIBEIRADIO,228,40.736551,-8.300862,185831.216,418636.418,228,VOUGA/RIBEIRAS COSTEIRAS,VISEU,OLIVEIRA DE FRADES,RIBEIRADIO,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,28034,-,38117,44251,NÃO,DESATIVADA,-
02R/01UG,RIO ONOR,787,41.93743,-6.618101,325648.471,553102.607,787,DOURO,BRAGANÇA,BRAGANÇA,RIO DE ONOR,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,20860,-,37678,-,SIM,ATIVA,-
04N/01C,RIO TORTO,322,41.537968,-7.280597,271143.512,507976.134,322,DOURO,VILA REAL,VALPAÇOS,RIO TORTO,Autoridade Nacional da Água,CCDR-NORTE,Climatológica,Climatológica,4993,-,37760,-,SIM,ATIVA,-
15O/01UG,ROSMANINHAL,313,39.728,-7.087,289716.376,307149.493,313,TEJO,CASTELO BRANCO,IDANHA-A-NOVA,ROSMANINHAL,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,11597,-,37175,44111,NÃO,DESATIVADA,-
28I/02U,ROSÁRIO (ALMODÔVAR),247,37.602,-8.081,204593.703,70634.766,247,GUADIANA,BEJA,ALMODÔVAR,ROSÁRIO,-,CCDR-ALENTEJO,-,Udométrica,29129,36891,-,-,NÃO,EXTINTA,-
22M/03UG,ROSÁRIO (CAPELINS),172,38.62126,-7.347177,268443.145,184055.239,172,GUADIANA,ÉVORA,ALANDROAL,ALANDROAL (NOSSA SENHORA DA CONCEIÇÃO),Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,29434,-,36936,-,NÃO,ATIVA,-
29G/01UG,SABÓIA,75,37.489792,-8.494183,168065.1295,58231.6642,75,MIRA,BEJA,ODEMIRA,SABOIA,Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,11573,-,36956,-,NÃO,ATIVA,-
21C/01U,SACAVÉM DE CIMA,46,38.794,-9.113,114863.475,203397.935,46,TEJO,LISBOA,LOURES,SACAVÉM,-,CCDR-LVT,-,Udométrica,11597,37529,-,-,NÃO,EXTINTA,-
03I/09UG,SALAMONDE,600,41.679,-8.09,203564.484,523329.286,600,CÁVADO/RIBEIRAS COSTEIRAS,BRAGA,VIEIRA DO MINHO,SALAMONDE,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,18172,-,37712,-,NÃO,ATIVA,-
30I/03UG,SALIR,205,37.245226,-8.048559,207498,31032,205,RIBEIRAS DO ALGARVE,FARO,LOULÉ,SALIR,Autoridade Nacional da Água,CCDR-ALGARVE,Udográfica,Udométrica,29129,-,36965,-,SIM,ATIVA,-
17C/05UG,SALIR DE MATOS,91,39.442,-9.102,116567.011,275291.32,91,RIBEIRAS DO OESTE,LEIRIA,CALDAS DA RAINHA,SALIR DE MATOS,Autoridade Nacional da Água,CCDR-LVT,Udográfica,Udométrica,29129,-,37168,-,NÃO,ATIVA,-
04J/02C,SALTO,837,41.635,-7.943,215834.253,518409.56,837,CÁVADO/RIBEIRAS COSTEIRAS,VILA REAL,MONTALEGRE,SALTO,Autoridade Nacional da Água,CCDR-NORTE,Climatológica,Climatológica,17807,-,38874,-,NÃO,ATIVA,-
26K/01UG,SALVADA,185,37.927,-7.788,230322,106797,185,GUADIANA,BEJA,BEJA,CABEÇA GORDA,Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,21019,-,36929,-,SIM,ATIVA,-
04G/02UG,SAMEIRO,559,41.54,-8.37,180276.947,507929.031,559,AVE,BRAGA,BRAGA,ESPINHO,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,11963,-,37741,-,NÃO,ATIVA,-
03Q/03UG,SAMIL,742,41.76548,-6.75143,314897.828,533816.641,742,DOURO,BRAGANÇA,BRAGANÇA,SÃO PEDRO DE SARRACENOS,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,30225,-,37677,-,NÃO,ATIVA,-
07K/03U,SAMODAIS,666,41.132,-7.851,223654.414,462589.943,666,DOURO,VISEU,LAMEGO,PENAJÓIA,-,CCDR-NORTE,-,Udométrica,15615,22554,-,-,NÃO,EXTINTA,-
05R/01UG,SANHOANE,773,41.3802,-6.563915,331268.573,491290.42,773,DOURO,BRAGANÇA,MOGADOURO,SANHOANE,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,11963,-,37725,-,NÃO,ATIVA,-
28J/03UG,SANTA BARBARA DE PADRÕES,239,37.635,-7.981,213393.915,74313.258,239,GUADIANA,BEJA,CASTRO VERDE,SANTA BÁRBARA DE PADRÕES,Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,29129,-,36930,-,NÃO,ATIVA,-
17C/03U,SANTA CATARINA,84,39.446,-9.014,124180.344,275660.13,84,RIBEIRAS DO OESTE,LEIRIA,CALDAS DA RAINHA,SANTA CATARINA,-,CCDR-LVT,-,Udométrica,17441,37529,-,-,NÃO,EXTINTA,-
31K/01UG,SANTA CATARINA (TAVIRA),168,37.148735,-7.784648,230952.994,20376.433,168,RIBEIRAS DO ALGARVE,FARO,TAVIRA,SANTA CATARINA DA FONTE DO BISPO,Autoridade Nacional da Água,CCDR-ALGARVE,Udográfica,Udométrica,21824,-,37077,-,SIM,ATIVA,-
16E/05U,SANTA CATARINA DA SERRA,376,39.665,-8.694,151878.928,299835.777,376,LIS/RIBEIRAS COSTEIRAS,LEIRIA,LEIRIA,SANTA CATARINA DA SERRA,-,CCDR-CENTRO,-,Udométrica,29495,35642,-,-,NÃO,EXTINTA,-
26J/03UG,SANTA CLARA DO LOUREDO,195,37.966247,-7.874388,222732,111086,195,GUADIANA,BEJA,BEJA,SANTA CLARA DE LOUREDO,Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,29190,-,36929,42895,NÃO,DESATIVADA,-
29I/02C,SANTA CLARA-A-NOVA,284,37.484012,-8.141605,199245.133,57530.516,284,MIRA,BEJA,ALMODÔVAR,SANTA CLARA-A-NOVA,-,CCDR-ALENTEJO,-,Climatológica,29129,36860,-,-,NÃO,EXTINTA,-
11I/01G,SANTA COMBA DÃO,289,40.433216,-8.117795,201300.293,384938.42,289,MONDEGO,VISEU,SANTA COMBA DÃO,SÃO JOANINHO,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udográfica,11263,-,37187,-,SIM,ATIVA,-
05O/02U,SANTA COMBA VILARIÇA,436,41.365469,-7.084755,287718.242,488996.89,436,DOURO,BRAGANÇA,VILA FLOR,SANTA COMBA DE VILARIÇA,-,IVP-INAG,-,Udométrica,15707,22554,-,-,NÃO,EXTINTA,-
04P/04UG,SANTA COMBINHA,624,41.576309,-6.888092,303836.622,512631.74,624,DOURO,BRAGANÇA,MACEDO DE CAVALEIROS,SANTA COMBINHA,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,27303,-,37895,-,NÃO,ATIVA,-
29J/03UG,SANTA CRUZ,328,37.442524,-7.919496,218900,52947,328,GUADIANA,BEJA,ALMODÔVAR,SANTA CRUZ,Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,29526,-,36938,-,NÃO,ATIVA,-
19N/02U,SANTA EULÁLIA,254,39.003,-7.249,276621.122,226474.092,254,GUADIANA,PORTALEGRE,ELVAS,SANTA EULÁLIA,-,CCDR-ALENTEJO,-,Udométrica,17807,36616,-,-,NÃO,EXTINTA,-
26L/02UG,SANTA IRIA,145,37.882,-7.557,250665.668,101837.524,145,GUADIANA,BEJA,SERPA,SERPA (SALVADOR),Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,29252,-,36934,-,NÃO,ATIVA,-
07L/08U,SANTA LEUCÁDIA,360,41.121289,-7.627532,242461.161,461471.911,360,DOURO,VISEU,TABUAÇO,SANTA LEOCÁDIA,-,CCDR-NORTE,-,Udométrica,28764,34972,-,-,NÃO,EXTINTA,-
30H/04UG,SANTA MARGARIDA,246,37.247,-8.191,194828,31246,246,ARADE,FARO,LOULÉ,ALTE,Autoridade Nacional da Água,CCDR-ALGARVE,Udográfica,Udométrica,23651,-,36965,-,SIM,ATIVA,-
04K/02G,SANTA MARTA DA MONTANHA,866,41.500746,-7.745995,232325,503564,866,DOURO,VILA REAL,VILA POUCA DE AGUIAR,SANTA MARTA DA MONTANHA,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udográfica,14168,-,37761,-,SIM,ATIVA,-
22L/02UG,SANTA SUSANA,208,38.575,-7.658,241374.983,178781.009,208,GUADIANA,ÉVORA,REDONDO,REDONDO,Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,17984,-,37720,-,NÃO,ATIVA,-
26I/01UG,SANTA VITÓRIA,150,37.964469,-8.022717,209698,110863,150,SADO,BEJA,BEJA,SANTA VITÓRIA,Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,18172,-,36928,-,NÃO,ATIVA,-
19C/12U,SANTANA CARNOTA,181,39.037351,-9.068879,118977.663,230372.43,181,TEJO,LISBOA,ALENQUER,CARNOTA,-,CCDR-LVT,-,Udométrica,29129,30589,-,-,NÃO,EXTINTA,-
